,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,0.05702945428555183,9.187966505039674e-05,0.0,0.03472249295420027,,0.010806571477303184,0.0003545235252552325,0.003721075672295183,0.0006344265490606952,0.05334208474452376,,0.09486215004507685,0.00011391047976413827,0.0016484531728434165,,0.06517608407852309,0.00020142459166849405,,,,0.00011715926350072689,,0.004157427937915742,,0.007315753352338717,0.000627624408112213,0.04324049933806031,,,0.0034169082949570746,,0.5457885610324634,5.827505827505826e-05,,0.07257326007326007,Control
1,,0.06123518143423458,6.281230508785963e-05,0.0001424025213844965,0.0507160602780016,0.001491451444515238,,0.21613619804981948,0.022035164824102473,,0.003839310394293497,0.0017770953828446703,0.007970136995839499,,,0.004135230803238305,0.28373964540723556,,,0.08689804524750983,2.8941896835140663e-05,0.012974568461637517,0.005322792330984566,0.02305442293003569,0.00032108727575797354,,0.0012031859575594348,0.0048272147786553084,0.004624516638864269,0.0008227468209004116,,0.0005282944791863719,0.14924056882152373,0.03821494349828676,,0.018657981021665732,Control
2,,0.06555773786846784,,0.007843924074447665,,,,0.0600862747631865,0.00521171263576513,,,,0.003169615856360891,,,0.003052593118842992,,,,0.006295723259029229,,0.028962727457945082,,0.08341490751653048,,,,0.0018370569401634734,,,,,0.7275623653675909,,,0.0070053611416698285,Control
3,0.005671923688302245,0.03775341503797852,,0.005255240462290168,0.0850381109855755,,0.0012263378086425423,0.10898743304319133,0.005582308407260374,0.0007625648138345513,0.11027433074361871,0.004222716572025137,0.06682015927474186,0.007542712257132848,0.0022387121760894632,0.00925820477993437,0.24946890422108017,8.137735458584772e-05,,0.00960252784113003,0.0007565533539882644,0.03486301608521935,0.019616618035069745,3.350832247652553e-05,1.2579536345007926e-05,0.0012760993373701398,0.0003316322015201646,0.014146857514931518,0.04838256663285778,,0.0004592087382580326,,0.13765241138022785,,,0.032681969394322045,Control
4,,0.03472235355955876,,,,,,0.11525820162480736,0.013644648810507455,,,,,,,,0.0052749552738236205,,,0.0005878400814542966,,,0.0066107205784644045,,,,0.22981467431974928,0.017355027608744477,0.09091079144378504,,,,0.4627101350016914,,,0.02311065169741407,Control
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555829999999999,,0.444417,Control
6,0.0007288434579988245,0.03455738743335738,0.002732425271687901,0.001437031433382298,,,0.0021068592267658335,0.07245855870850992,0.021240612001185124,0.0010470908938501635,0.09282562958512097,0.01530461973529726,0.005543975249267414,0.09108871114487874,,0.02096378481883229,0.14301462725105143,0.0022139617292158027,0.1124412343322973,0.02151459768857499,,0.002112979369762975,0.0201189865086912,,0.006619153227943743,0.00031136227497955484,0.0033935100036469497,0.024308442966769914,,,,0.002862915463448375,0.21427276362597927,,0.04899742768204065,0.03578250891546367,Control
7,,0.02570765841853194,,,,,,0.06300396268038466,0.009706022994451762,,,0.05001817250480765,0.027642781866901053,,,0.006154124327500767,0.1789925844423494,,,0.0127770040076809,,0.046885062403753126,0.004233899697908714,0.06998532618379223,,,0.0526133034897493,,,,,,0.43524213215677937,,,0.017037964825409153,Control
8,0.0014781869304543224,0.009560801504900787,0.0003750487319945168,0.00013245366251618144,0.004750786304169593,,0.009778345996552553,0.005003016211273531,0.0018730124344171818,0.0040869967014372744,0.04929679884041179,,0.008040728385610946,0.0001608510786758528,,0.007936165042537302,0.07514666251253037,0.00015050630564625826,0.03986672686918893,0.0011564847731026166,0.004655350702004412,0.06220383016235615,0.010833310006884343,,0.020751817536053565,0.006106864345137328,0.0005710923228396767,0.0036053562395005623,,6.379276701583317e-05,0.00044452098224228426,,0.6040860636434777,,0.0,0.0678844290070681,Control
9,,,,,,,,0.07296782703217296,0.05126274873725126,,,,,,,,0.20803679196320798,,,,,,,,,,,,,,,,0.006390193609806389,0.2397337602662397,0.37312662687337317,0.04848205151794847,Control
