taxaId,microbiota_loads_foldChange,logged_relative_abundance_diff,qml_logged_loads_diff,ranksums_on_loads,mwu_diff_pvalue,mwu_logged_pvalue,qml_diff_pvalue,ancomP,qml_diff_qvalue,ANCOM_BC_diff_qval,ANCOM_BC_diff
taxa100883,0.0,-1.7387642631226667,-0.1987642631226676,0.9352830631070441,0.41679281184762706,0.41679281184762706,0.7453330673308027,0.0,0.9808841501265939,,
taxa1017280,0.0,-1.0942506528941944,0.4457493471058047,0.6223937397182004,0.06374352786342442,0.06374352786342442,0.24656588363440923,0.0,0.6130552036241533,,
taxa102106,0.0,-1.2405942744888971,0.299405725511102,0.9030317341397822,0.0014703762916721567,0.0014703762916721567,0.41177967827145145,0.0,0.777806058957186,1.0,-0.6607595366186627
taxa1263,0.0,-1.9625306005677388,-0.4225306005677396,0.5749030635394337,5.38075773598139e-09,5.38075773598139e-09,0.29746832280370017,1.0,0.6321201859578629,0.397235026562881,-4.38849999000472
taxa1301,0.7433967766655201,-0.6519670627931067,0.8880329372068925,0.08095025377995417,0.5293807762997913,0.5293807762997913,0.15169894056955946,0.0,0.5526175692176808,1.0,2.4016991110593997
taxa1348911,7.9033181810769415,6.790693079140281,8.33069307914028,2.0413442292731979e-13,1.0257789317931546e-12,1.0257789317931546e-12,1.5625670975761498e-13,1.0,1.992273049409591e-12,1.0,3.846578209249075
taxa1357,0.0,-3.330490894836916,-1.7904908948369167,0.117185087198138,0.05834530233685753,0.05834530233685753,0.21486323277561603,0.0,0.6130552036241533,,
taxa135858,0.0,-0.6603378816006673,0.8796621183993318,0.16391533479839504,0.22035460163327536,0.22035460163327536,0.22035460163327536,0.0,0.6130552036241533,1.0,3.1184241705632605
taxa1485,0.0,-1.218922879517887,0.3210771204821121,0.45180978795866,0.11556044642372719,0.11556044642372719,0.6832793767456959,0.0,0.9808841501265939,1.0,-0.15732905563426702
taxa1578,6.262895236931662,2.4678217728627865,4.007821772862785,0.01704169216880182,0.0491053437333517,0.0491053437333517,0.0013863724916988135,0.0,0.008838124634579936,0.0,-6.166989821765534
taxa1678,0.0,-0.6737945445213747,0.8662054554786245,0.2772638163995663,0.13291572547167618,0.13291572547167618,0.14443869098116832,0.0,0.5526175692176808,1.0,-0.3001082072847816
taxa1730,4.361841599311415,2.1914274359215806,3.7314274359215798,1.1563541915002477e-21,8.121428892553181e-21,8.121428892553181e-21,3.889382485574144e-24,1.0,1.9835850676428135e-22,0.0824071597707525,3.897097762327776
taxa189330,0.0,-1.5354495913154285,0.004550408684570684,0.2501018826482497,1.9968220338601372e-08,1.9968220338601372e-08,0.9808841501265939,0.0,0.9808841501265939,1.0,-1.900972445406702
taxa191303,0.0,-3.5279344034775284,-1.9879344034775293,0.2976214678911162,0.01767227638672243,0.01767227638672243,0.1832329769288218,0.0,0.6130552036241533,,
taxa207244,7.44185585254359,4.80684555568987,6.346845555689869,1.3986968796791708e-13,3.0224559634465335e-11,3.0224559634465335e-11,2.0653138176053154e-13,1.0,2.1066200939574216e-12,1.0,2.9364092851758863
taxa216851,0.0,-1.8133264226602712,-0.2733264226602721,0.8430523637264784,5.659454587648207e-05,5.659454587648207e-05,0.6076754543612186,0.0,0.9684827553881922,1.0,0.33282329378240433
taxa2172,0.0,-1.2219546563019428,0.31804534369805637,0.8111173407534653,0.04263678228857587,0.04263678228857587,0.7541647703900595,0.0,0.9808841501265939,1.0,1.4072040368644299
taxa239759,0.0,-1.5498566857168647,-0.009856685716865599,0.5700350117992055,0.0002804383932813252,0.0002804383932813252,0.7954004477831699,0.0,0.9808841501265939,1.0,-1.6916843108467372
taxa239934,0.0,-1.2371820051029658,0.3028179948970333,0.7207971510347142,0.1452413037528704,0.1452413037528704,0.7666923969752364,0.0,0.9808841501265939,1.0,1.289994575624244
taxa244127,-2.831877321810916,-4.551836520365148,-3.011836520365149,4.024778916453069e-06,1.4960080300364533e-07,1.4960080300364533e-07,1.9304057831170444e-06,0.0,1.6408449156494878e-05,1.0,0.17528201898848492
taxa283168,0.0,-1.6307212150661483,-0.09072121506614916,0.7850628685475595,9.883728746144817e-07,9.883728746144817e-07,0.6913898068423903,0.0,0.9808841501265939,1.0,-0.3247009599083824
