item,value,type
0,MicrobiotaLoads_ori,-0.008667816919434301,MicrobiotaLoadsFoldChange_ori
1,taxa375288,6.162132507581521,TaxaFoldChange
2,taxa1348911,7.278966642668491,TaxaFoldChange
3,taxa674963,4.163232204465725,TaxaFoldChange
4,taxa838,-7.942684616359349,TaxaFoldChange
5,taxa39948,-8.016042732074416,TaxaFoldChange
6,taxa189330,5.781750960061662,TaxaFoldChange
7,taxa244127,-5.014963071436807,TaxaFoldChange
8,taxa84108,2.1151668758895337,TaxaFoldChange
9,taxa61170,-8.276297737556442,TaxaFoldChange
10,taxa1730,8.052117206479249,TaxaFoldChange
11,taxa29521,9.875892168740931,TaxaFoldChange
12,taxa135858,3.3926564835434436,TaxaFoldChange
13,taxa836,-7.190897617608807,TaxaFoldChange
14,taxa841,-4.883297503164822,TaxaFoldChange
15,taxa572511,8.44973142382786,TaxaFoldChange
16,taxa724,-7.555364192253367,TaxaFoldChange
17,taxa872,-1.9561235507451065,TaxaFoldChange
18,taxa133925,-8.06460771739777,TaxaFoldChange
19,taxa577310,7.193966063823744,TaxaFoldChange
20,taxa292632,3.7669589768184704,TaxaFoldChange
21,taxa1485,-4.956883074583391,TaxaFoldChange
22,taxa1350,-0.5002515449303521,TaxaFoldChange
23,taxa906,7.174058880849291,TaxaFoldChange
24,taxa1017280,9.40662515425626,TaxaFoldChange
25,taxa946234,9.014958932000393,TaxaFoldChange
26,taxa1678,9.283590177196109,TaxaFoldChange
27,taxa239934,-3.4877197271381704,TaxaFoldChange
28,taxa1578,-4.5091390634823165,TaxaFoldChange
29,taxa830,-5.249134831032858,TaxaFoldChange
30,taxa102106,2.5214515901433856,TaxaFoldChange
31,taxa191303,0.721991840275674,TaxaFoldChange
32,taxa239759,-6.521535126639551,TaxaFoldChange
33,taxa1357,9.044215796895749,TaxaFoldChange
34,taxa100883,9.6364640157158,TaxaFoldChange
35,taxa158846,-1.7099925428111078,TaxaFoldChange
36,taxa33024,-1.7085944888499114,TaxaFoldChange
37,taxa84111,4.392248557928236,TaxaFoldChange
38,taxa1301,-0.5531390131271827,TaxaFoldChange
39,taxa216851,-9.066438325199453,TaxaFoldChange
40,taxa816,4.555778391145783,TaxaFoldChange
41,taxa397864,0.5204744679576336,TaxaFoldChange
42,taxa644652,-2.024070037907184,TaxaFoldChange
43,taxa33042,1.7169361060754833,TaxaFoldChange
44,taxa29465,-3.0267803114925385,TaxaFoldChange
45,taxa283168,5.7887144680572975,TaxaFoldChange
46,taxa561,6.715600718532951,TaxaFoldChange
47,taxa459786,-4.1878944232747255,TaxaFoldChange
48,changedTaxaCount,48.0,changedTaxaCount
49,totalTaxaCount,61.0,totalTaxaCount
50,MicrobiotaLoads,5.542107504003604,MicrobiotaLoadsFoldChange
51,taxa100883,0.03389485352468927,ranksums_on_loads
52,taxa1017280,0.014305878435429647,ranksums_on_loads
53,taxa102106,0.0007226712449063695,ranksums_on_loads
54,taxa117563,0.22067136191984693,ranksums_on_loads
55,taxa1263,0.25009887061392344,ranksums_on_loads
56,taxa1301,0.2972462344130108,ranksums_on_loads
57,taxa133925,0.22067136191984693,ranksums_on_loads
58,taxa1348911,8.341029300148263e-08,ranksums_on_loads
59,taxa1350,1.0,ranksums_on_loads
60,taxa1357,0.0832645166635504,ranksums_on_loads
61,taxa135858,0.004653197209013316,ranksums_on_loads
62,taxa1485,5.07005004445276e-05,ranksums_on_loads
63,taxa1578,0.08808151166219029,ranksums_on_loads
64,taxa158846,0.17971249487899976,ranksums_on_loads
65,taxa1678,1.4222714592819063e-07,ranksums_on_loads
66,taxa1730,8.20042130662796e-14,ranksums_on_loads
67,taxa189330,5.6834421070151256e-14,ranksums_on_loads
68,taxa191303,1.0,ranksums_on_loads
69,taxa207244,0.006695352098677673,ranksums_on_loads
70,taxa216851,2.8910377170208527e-12,ranksums_on_loads
71,taxa2172,0.8679348744445702,ranksums_on_loads
72,taxa2316,0.17971249487899976,ranksums_on_loads
73,taxa239759,1.1293907551681774e-10,ranksums_on_loads
74,taxa239934,0.0189647619799384,ranksums_on_loads
75,taxa244127,7.612502462153449e-05,ranksums_on_loads
76,taxa283168,1.8443301394166238e-09,ranksums_on_loads
77,taxa292632,1.247849285278392e-09,ranksums_on_loads
78,taxa29465,0.00011699576648835827,ranksums_on_loads
79,taxa29521,0.03389485352468927,ranksums_on_loads
80,taxa32207,0.22067136191984693,ranksums_on_loads
81,taxa33024,0.0018367911015436894,ranksums_on_loads
82,taxa33042,0.005087453639117618,ranksums_on_loads
83,taxa35832,0.14001650319716902,ranksums_on_loads
84,taxa375288,1.970701473549819e-12,ranksums_on_loads
85,taxa397864,0.7889824576916676,ranksums_on_loads
86,taxa39948,1.8259265314732803e-06,ranksums_on_loads
87,taxa40544,0.6352562959972483,ranksums_on_loads
88,taxa447020,0.06788915486182899,ranksums_on_loads
89,taxa459786,0.00033278896431181555,ranksums_on_loads
90,taxa52225,0.8551321405847059,ranksums_on_loads
91,taxa561,2.1539028716200345e-05,ranksums_on_loads
92,taxa570,0.6434288435636205,ranksums_on_loads
93,taxa572511,6.47733568220924e-14,ranksums_on_loads
94,taxa577309,0.4795001221869534,ranksums_on_loads
95,taxa577310,0.0008597039655991134,ranksums_on_loads
96,taxa61170,3.22566035573662e-06,ranksums_on_loads
97,taxa644652,0.0832645166635504,ranksums_on_loads
98,taxa674963,0.1967056024589469,ranksums_on_loads
99,taxa724,0.0003857467556820066,ranksums_on_loads
100,taxa816,2.446053588834533e-13,ranksums_on_loads
101,taxa830,0.015253321900053247,ranksums_on_loads
102,taxa836,,ranksums_on_loads
103,taxa838,0.0009668482847675547,ranksums_on_loads
104,taxa841,5.709067114493915e-13,ranksums_on_loads
105,taxa84108,0.3173105078629141,ranksums_on_loads
106,taxa84111,0.12663045794761718,ranksums_on_loads
107,taxa846,0.2888443663464849,ranksums_on_loads
108,taxa872,0.7750969621959847,ranksums_on_loads
109,taxa904,1.0,ranksums_on_loads
110,taxa906,0.0832645166635504,ranksums_on_loads
111,taxa946234,0.0034147911781178164,ranksums_on_loads
112,qml_loads_delta,4.699999999999999,qml_loads_delta
113,taxa1017280,3.578648125508649,logged_relative_abundance_diff
114,taxa1017280,8.27864812550865,qml_logged_loads_diff
115,taxa1017280,0.019964453305216043,qml_diff_pvalue
116,taxa1017280,0.03733641592066288,mwu_diff_pvalue
117,taxa1017280,0.03733641592066288,mwu_logged_pvalue
118,taxa102106,-2.687422077606433,logged_relative_abundance_diff
119,taxa102106,2.0125779223935663,qml_logged_loads_diff
120,taxa102106,0.0019619733796795874,qml_diff_pvalue
121,taxa102106,0.0005864374610705297,mwu_diff_pvalue
122,taxa102106,0.0005864374610705297,mwu_logged_pvalue
123,taxa1263,-5.865209508887091,logged_relative_abundance_diff
124,taxa1263,-1.1652095088870915,qml_logged_loads_diff
125,taxa1263,0.0031774280123466592,qml_diff_pvalue
126,taxa1263,2.0225801544459077e-12,mwu_diff_pvalue
127,taxa1263,2.0225801544459077e-12,mwu_logged_pvalue
128,taxa1301,-6.394472055741399,logged_relative_abundance_diff
129,taxa1301,-1.6944720557414001,qml_logged_loads_diff
130,taxa1301,0.11792672274114388,qml_diff_pvalue
131,taxa1301,2.72396912635519e-06,mwu_diff_pvalue
132,taxa1301,2.72396912635519e-06,mwu_logged_pvalue
133,taxa1348911,1.776724174671381,logged_relative_abundance_diff
134,taxa1348911,6.47672417467138,qml_logged_loads_diff
135,taxa1348911,3.6747901615656666e-07,qml_diff_pvalue
136,taxa1348911,0.04013746459766851,mwu_diff_pvalue
137,taxa1348911,0.04013746459766851,mwu_logged_pvalue
138,taxa135858,-2.0949305965084477,logged_relative_abundance_diff
139,taxa135858,2.6050694034915516,qml_logged_loads_diff
140,taxa135858,0.005413914287949448,qml_diff_pvalue
141,taxa135858,0.009705885293027783,mwu_diff_pvalue
142,taxa135858,0.009705885293027783,mwu_logged_pvalue
143,taxa1485,-10.762019505971928,logged_relative_abundance_diff
144,taxa1485,-6.062019505971929,qml_logged_loads_diff
145,taxa1485,1.5122956985049834e-05,qml_diff_pvalue
146,taxa1485,5.796996173396205e-08,mwu_diff_pvalue
147,taxa1485,5.796996173396205e-08,mwu_logged_pvalue
148,taxa1578,-9.96369949387793,logged_relative_abundance_diff
149,taxa1578,-5.263699493877931,qml_logged_loads_diff
150,taxa1578,0.025181464404459664,qml_diff_pvalue
151,taxa1578,0.014214038869082046,mwu_diff_pvalue
152,taxa1578,0.014214038869082046,mwu_logged_pvalue
153,taxa1678,4.091727458089409,logged_relative_abundance_diff
154,taxa1678,8.791727458089408,qml_logged_loads_diff
155,taxa1678,2.469172898120169e-07,qml_diff_pvalue
156,taxa1678,5.8235391558512936e-05,mwu_diff_pvalue
157,taxa1678,5.8235391558512936e-05,mwu_logged_pvalue
158,taxa1730,2.1317123785020744,logged_relative_abundance_diff
159,taxa1730,6.831712378502074,qml_logged_loads_diff
160,taxa1730,1.138394629512902e-13,qml_diff_pvalue
161,taxa1730,1.0885296745777089e-09,mwu_diff_pvalue
162,taxa1730,1.0885296745777089e-09,mwu_logged_pvalue
163,taxa189330,0.17893091935013405,logged_relative_abundance_diff
164,taxa189330,4.878930919350133,qml_logged_loads_diff
165,taxa189330,1.3162846542641553e-13,qml_diff_pvalue
166,taxa189330,0.9042603121784771,mwu_diff_pvalue
167,taxa189330,0.9042603121784771,mwu_logged_pvalue
168,taxa207244,-7.150311060978241,logged_relative_abundance_diff
169,taxa207244,-2.450311060978242,qml_logged_loads_diff
170,taxa207244,0.0001882869283925985,qml_diff_pvalue
171,taxa207244,1.474137706851264e-08,mwu_diff_pvalue
172,taxa207244,1.474137706851264e-08,mwu_logged_pvalue
173,taxa216851,-14.517399881662014,logged_relative_abundance_diff
174,taxa216851,-9.817399881662014,qml_logged_loads_diff
175,taxa216851,3.0260417925061747e-12,qml_diff_pvalue
176,taxa216851,3.0260417925061747e-12,mwu_diff_pvalue
177,taxa216851,3.0260417925061747e-12,mwu_logged_pvalue
178,taxa2172,-5.287865297470214,logged_relative_abundance_diff
179,taxa2172,-0.5878652974702145,qml_logged_loads_diff
180,taxa2172,0.4418605605298783,qml_diff_pvalue
181,taxa2172,2.0353122787256538e-05,mwu_diff_pvalue
182,taxa2172,2.0353122787256538e-05,mwu_logged_pvalue
183,taxa239759,-11.967404473808667,logged_relative_abundance_diff
184,taxa239759,-7.267404473808668,qml_logged_loads_diff
185,taxa239759,7.344424367711447e-11,qml_diff_pvalue
186,taxa239759,2.0701106196976428e-11,mwu_diff_pvalue
187,taxa239759,2.0701106196976428e-11,mwu_logged_pvalue
188,taxa239934,-8.582559654937075,logged_relative_abundance_diff
189,taxa239934,-3.8825596549370758,qml_logged_loads_diff
190,taxa239934,0.002014790592028934,qml_diff_pvalue
191,taxa239934,1.0490141074761416e-06,mwu_diff_pvalue
192,taxa239934,1.0490141074761416e-06,mwu_logged_pvalue
193,taxa244127,-10.228768362878563,logged_relative_abundance_diff
194,taxa244127,-5.528768362878564,qml_logged_loads_diff
195,taxa244127,0.0001146108970368846,qml_diff_pvalue
196,taxa244127,8.733926588357827e-05,mwu_diff_pvalue
197,taxa244127,8.733926588357827e-05,mwu_logged_pvalue
198,taxa283168,-0.06994166657318335,logged_relative_abundance_diff
199,taxa283168,4.630058333426816,qml_logged_loads_diff
200,taxa283168,2.9764617818808755e-09,qml_diff_pvalue
201,taxa283168,0.9033477278010851,mwu_diff_pvalue
202,taxa283168,0.9033477278010851,mwu_logged_pvalue
203,taxa292632,-2.0584856487150454,logged_relative_abundance_diff
204,taxa292632,2.641514351284954,qml_logged_loads_diff
205,taxa292632,3.187569940175198e-08,qml_diff_pvalue
206,taxa292632,4.123238486868544e-06,mwu_diff_pvalue
207,taxa292632,4.123238486868544e-06,mwu_logged_pvalue
208,taxa29465,-9.880939357247353,logged_relative_abundance_diff
209,taxa29465,-5.180939357247354,qml_logged_loads_diff
210,taxa29465,3.6672185146362425e-05,qml_diff_pvalue
211,taxa29465,5.343270653107707e-06,mwu_diff_pvalue
212,taxa29465,5.343270653107707e-06,mwu_logged_pvalue
213,taxa33024,-8.117707925133315,logged_relative_abundance_diff
214,taxa33024,-3.417707925133316,qml_logged_loads_diff
215,taxa33024,0.006549590537952918,qml_diff_pvalue
216,taxa33024,0.0022223851324291153,mwu_diff_pvalue
217,taxa33024,0.0022223851324291153,mwu_logged_pvalue
218,taxa33042,-3.8438600507290976,logged_relative_abundance_diff
219,taxa33042,0.8561399492709016,qml_logged_loads_diff
220,taxa33042,0.11033091100017063,qml_diff_pvalue
221,taxa33042,5.457473469117658e-08,mwu_diff_pvalue
222,taxa33042,5.457473469117658e-08,mwu_logged_pvalue
223,taxa35832,-4.388338695798312,logged_relative_abundance_diff
224,taxa35832,0.3116613042016869,qml_logged_loads_diff
225,taxa35832,0.9789763289732477,qml_diff_pvalue
226,taxa35832,0.0005561320495587264,mwu_diff_pvalue
227,taxa35832,0.0005561320495587264,mwu_logged_pvalue
228,taxa375288,0.3282114236823901,logged_relative_abundance_diff
229,taxa375288,5.028211423682389,qml_logged_loads_diff
230,taxa375288,2.3823573648220467e-12,qml_diff_pvalue
231,taxa375288,0.09510566046799564,mwu_diff_pvalue
232,taxa375288,0.09510566046799564,mwu_logged_pvalue
233,taxa397864,-5.589374760916197,logged_relative_abundance_diff
234,taxa397864,-0.8893747609161977,qml_logged_loads_diff
235,taxa397864,0.07028978663646084,qml_diff_pvalue
236,taxa397864,5.4905272915733876e-11,mwu_diff_pvalue
237,taxa397864,5.4905272915733876e-11,mwu_logged_pvalue
238,taxa39948,-13.549445938891848,logged_relative_abundance_diff
239,taxa39948,-8.849445938891849,qml_logged_loads_diff
240,taxa39948,1.3900057039412582e-06,qml_diff_pvalue
241,taxa39948,1.3900057039412582e-06,mwu_diff_pvalue
242,taxa39948,1.3900057039412582e-06,mwu_logged_pvalue
243,taxa40544,-4.836860773289347,logged_relative_abundance_diff
244,taxa40544,-0.13686077328934765,qml_logged_loads_diff
245,taxa40544,0.6494132869819362,qml_diff_pvalue
246,taxa40544,2.1442941922080876e-05,mwu_diff_pvalue
247,taxa40544,2.1442941922080876e-05,mwu_logged_pvalue
248,taxa447020,-7.110994492612221,logged_relative_abundance_diff
249,taxa447020,-2.4109944926122218,qml_logged_loads_diff
250,taxa447020,0.022478873366125265,qml_diff_pvalue
251,taxa447020,0.00811311726556578,mwu_diff_pvalue
252,taxa447020,0.00811311726556578,mwu_logged_pvalue
253,taxa459786,-9.03700896385321,logged_relative_abundance_diff
254,taxa459786,-4.337008963853211,qml_logged_loads_diff
255,taxa459786,7.794726780737772e-05,qml_diff_pvalue
256,taxa459786,8.800758402409129e-07,mwu_diff_pvalue
257,taxa459786,8.800758402409129e-07,mwu_logged_pvalue
258,taxa52225,-4.602815173247482,logged_relative_abundance_diff
259,taxa52225,0.0971848267525175,qml_logged_loads_diff
260,taxa52225,0.9272644735252321,qml_diff_pvalue
261,taxa52225,0.23533326650958586,mwu_diff_pvalue
262,taxa52225,0.23533326650958586,mwu_logged_pvalue
263,taxa561,3.4255148318087256,logged_relative_abundance_diff
264,taxa561,8.125514831808726,qml_logged_loads_diff
265,taxa561,2.34286757300023e-05,qml_diff_pvalue
266,taxa561,0.01921722186938686,mwu_diff_pvalue
267,taxa561,0.01921722186938686,mwu_logged_pvalue
268,taxa572511,3.015276339751945,logged_relative_abundance_diff
269,taxa572511,7.715276339751944,qml_logged_loads_diff
270,taxa572511,6.7391062684446e-14,qml_diff_pvalue
271,taxa572511,8.884870243127726e-11,mwu_diff_pvalue
272,taxa572511,8.884870243127726e-11,mwu_logged_pvalue
273,taxa577309,-4.719737076609515,logged_relative_abundance_diff
274,taxa577309,-0.01973707660951529,qml_logged_loads_diff
275,taxa577309,0.9783030753359442,qml_diff_pvalue
276,taxa577309,0.00015663847329711934,mwu_diff_pvalue
277,taxa577309,0.00015663847329711934,mwu_logged_pvalue
278,taxa577310,0.7263342557598749,logged_relative_abundance_diff
279,taxa577310,5.426334255759874,qml_logged_loads_diff
280,taxa577310,0.009672539267920492,qml_diff_pvalue
281,taxa577310,0.45596992424350724,mwu_diff_pvalue
282,taxa577310,0.45596992424350724,mwu_logged_pvalue
283,taxa61170,-13.178407161251682,logged_relative_abundance_diff
284,taxa61170,-8.478407161251683,qml_logged_loads_diff
285,taxa61170,3.567368795444174e-06,qml_diff_pvalue
286,taxa61170,3.567368795444174e-06,mwu_diff_pvalue
287,taxa61170,3.567368795444174e-06,mwu_logged_pvalue
288,taxa724,-13.58904134292723,logged_relative_abundance_diff
289,taxa724,-8.88904134292723,qml_logged_loads_diff
290,taxa724,0.00045252513347693,qml_diff_pvalue
291,taxa724,0.00045252513347693,mwu_diff_pvalue
292,taxa724,0.00045252513347693,mwu_logged_pvalue
293,taxa816,-0.67110436672237,logged_relative_abundance_diff
294,taxa816,4.02889563327763,qml_logged_loads_diff
295,taxa816,2.3629299538076053e-13,qml_diff_pvalue
296,taxa816,0.002577816110703023,mwu_diff_pvalue
297,taxa816,0.002577816110703023,mwu_logged_pvalue
298,taxa830,-10.729654346592657,logged_relative_abundance_diff
299,taxa830,-6.0296543465926575,qml_logged_loads_diff
300,taxa830,0.012451016606156896,qml_diff_pvalue
301,taxa830,0.00020542400976060417,mwu_diff_pvalue
302,taxa830,0.00020542400976060417,mwu_logged_pvalue
303,taxa838,-11.792209475351791,logged_relative_abundance_diff
304,taxa838,-7.092209475351792,qml_logged_loads_diff
305,taxa838,0.0010258728518486992,qml_diff_pvalue
306,taxa838,4.576216573916243e-06,mwu_diff_pvalue
307,taxa838,4.576216573916243e-06,mwu_logged_pvalue
308,taxa841,-10.650769783075397,logged_relative_abundance_diff
309,taxa841,-5.950769783075398,qml_logged_loads_diff
310,taxa841,1.5471556624565813e-14,qml_diff_pvalue
311,taxa841,1.435085306393668e-14,mwu_diff_pvalue
312,taxa841,1.435085306393668e-14,mwu_logged_pvalue
313,taxa872,-5.2188352068461885,logged_relative_abundance_diff
314,taxa872,-0.5188352068461892,qml_logged_loads_diff
315,taxa872,0.7209848619016708,qml_diff_pvalue
316,taxa872,0.012419330651552265,mwu_diff_pvalue
317,taxa872,0.012419330651552265,mwu_logged_pvalue
318,taxa946234,4.629599171527626,logged_relative_abundance_diff
319,taxa946234,9.329599171527626,qml_logged_loads_diff
320,taxa946234,0.004310358499535043,qml_diff_pvalue
321,taxa946234,0.015719980210024593,mwu_diff_pvalue
322,taxa946234,0.015719980210024593,mwu_logged_pvalue
323,taxa1017280,0.027048614155453992,qml_diff_qvalue
324,taxa102106,0.0035258835360506345,qml_diff_qvalue
325,taxa1263,0.005338079060742388,qml_diff_qvalue
326,taxa1301,0.13758117653133453,qml_diff_qvalue
327,taxa1348911,1.2861765565479835e-06,qml_diff_qvalue
328,taxa135858,0.008421644447921362,qml_diff_qvalue
329,taxa1485,4.2344279558139536e-05,qml_diff_qvalue
330,taxa1578,0.032049136514766846,qml_diff_qvalue
