,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.01913171980226046,,,,,,0.012319758562309158,,,,,0.14604224944327907,0.011984811123871354,,,0.009959735270977002,,0.017530064008111065,,,,0.017403382409447415,,,,,0.002574639355678231,,0.09821418769326476,0.033887489088914986,0.06500520395522123,0.006611121933998565,,,,,,0.006142496886775495,0.21227293910995682,,,,,0.3136763387403522,,,,0.012982119274438406,,,,0.014261743341143752,,,Control
1,,,0.0005003260389104801,3.556036309611677e-05,0.054002959779988875,0.003104088904215681,,0.003367587059831965,,0.0026052100893846947,,0.023271569944546506,,,3.92817964433848e-05,0.12325904111894406,0.013039695702530121,,0.0011702874145672615,0.008296832274585551,,0.0012232144666172958,,0.0002484056759301414,0.009100248385001302,0.07871131311602644,0.0006116589198829154,,,,0.03976279170351919,4.972248444544235e-05,0.046355517624501595,0.053891937018462045,,,,,,0.00019465163869182523,,0.010676792273311989,0.007787719518049573,0.00020054390815833293,,,0.0017807058566677541,0.22144389132918438,,,0.28461108747311786,0.010615698742527673,,4.1659378859694934e-05,,,,,Control
2,,,,,0.02711953966677912,,,,,,,,,,,0.04955784976652644,0.012317272630972344,,,,,0.0064514537961278574,,,,0.021169746522454232,,,,0.016015368027036604,0.0003215373188282888,,0.09688907961451317,,,,,,,,,0.009154968708903836,,0.0018384858734816207,,,,0.39506218573369095,,,0.2041324933543751,0.15494977045981506,,,,0.005020248526495403,,,Control
3,,,,,0.10885349615625114,,,,,,0.056698422039945545,,,,,0.07175919163045363,0.04606529381164316,,,0.0032538660809525556,0.031561828394873606,0.010763968072976053,0.0038300868587402594,,0.013611442443604873,0.10697970143293277,,,,,0.007845241160428564,,0.03933655265909653,0.026861262473135795,,,,,,0.0070759659290942625,,0.0139475274422124,,,,,,0.430250802642019,,,0.0026707092150134782,0.01863464155662633,,,,,,,Control
4,,,,,0.08625596677538133,,,,,,,,,,,0.05932427262704264,0.13107366490061717,,,0.034563528066982985,,0.0154457675462601,,,,0.2600233348486571,,,,,0.029473565292578045,,0.02442554063296655,0.0076820994581455115,0.19266751191699624,,,,0.011145505493240889,,,0.017985832742972434,,,,,,0.03392462396410098,,,0.013126830591185955,0.08288195514287203,,,,,,,Control
5,,,,,,,,0.00013159087549481852,,,,,,,,0.17824285244099547,0.018313795133934812,,,,,,,,0.006796377769737815,0.003554280776747555,0.00048256793519317837,,,,0.0025068623263388382,,0.07683702495591858,0.004641513378779998,0.04436256114024464,,,,,,,0.0028820341397162294,,,,,,0.6484918807715208,,,,0.012756658355377443,,,,,,,Control
6,,0.00011303647786790053,0.002229928878615733,,0.015266668451629748,0.0014037459664699382,,0.00040574358173241953,0.000521900389799701,,,0.0012688671772063701,,,0.0032636640769268094,0.08693159410825291,0.0036798758631990873,,0.00021640999769900813,0.03630604842792732,,0.004748437972767772,0.000505996771364146,0.00018369685851194874,0.01220210157258603,0.03493028477743893,0.0002700595459657855,,,,0.017820306424478047,0.0007223061132502708,0.020241078724320443,,0.09640703036564434,1.2078697545991151e-05,0.00015017847282182333,0.0007906514101980041,,,,0.0033687487455769326,0.007974456775676242,,4.6603641364949195e-05,,0.0030457442420345525,0.05990118014914373,0.03252340297977443,,0.5241711849383474,0.028376987423861428,,,,,,0.0,Control
7,,,,,0.1673469665306067,,,,,,,,,,,,,,,,,,,,,0.25354194929161017,,,,,,,,,,,,,,0.11180197763960448,,,,,,,,0.42369391526121697,,,,0.04361519127696174,,,,,,,Control
8,,7.646855714274161e-05,0.0033149682542883557,,0.0025891823504837533,0.03199733107333089,7.022413681381624e-05,0.0002537691474656713,,0.0,,0.0013150135007438538,0.0031350061077596546,,0.027082665171827516,0.0817909529814599,0.0058067990681687,,4.4836985312611546e-05,0.013403699419811458,0.0046257846856308,0.10095610264639557,0.1486192511793509,0.00041510040055397216,0.01730093427788551,0.17356008017835706,0.0008355239135194872,,8.916213289334395e-05,,0.0076021210965079265,0.0034292104360437764,0.02737349137108123,0.09620082301459934,,0.02116530915357292,3.930913780831697e-05,0.0019061860810642454,,0.009118286825880277,,0.003132344551553883,0.017808574940363225,0.001212134116636149,0.00016665436549984387,,0.0008036876065966055,0.1796376414066898,,,,0.011906676421611386,,0.0012146933052955447,,,,,Control
9,,,0.002009545572475109,,0.038030134046022325,,,,,,,,,,0.00141868393810152,0.1294433590591717,0.0037127260507763176,,,0.03745066870033952,0.005682435947467422,0.05156225150828854,0.010080684697238086,,0.00083613851439418,0.11189615455338714,,0.00046991723727678793,,,0.05514325288888217,,0.03129667280731555,,,0.013618462316220728,,0.0016700183049036996,,,,0.012298238205636892,,,,,,0.20887857131196846,0.24582102713825948,,,0.038681057201874376,,,,,,,Control
