item,value,type
0,MicrobiotaLoads_ori,0.24093607121120894,MicrobiotaLoadsFoldChange_ori
1,taxa52225,-1.5303494657429455,TaxaFoldChange
2,taxa572511,-8.467031224827881,TaxaFoldChange
3,taxa841,-4.744422201196471,TaxaFoldChange
4,taxa292632,5.490063548174624,TaxaFoldChange
5,taxa33024,0.02432754973898099,TaxaFoldChange
6,taxa1348911,6.360168270697282,TaxaFoldChange
7,taxa117563,7.87537819955428,TaxaFoldChange
8,taxa577309,4.973784245278808,TaxaFoldChange
9,taxa29465,2.5712774210858123,TaxaFoldChange
10,taxa1678,8.306851535071427,TaxaFoldChange
11,taxa816,-3.496521619202322,TaxaFoldChange
12,taxa906,5.805824302859437,TaxaFoldChange
13,taxa61170,-0.7141517167049027,TaxaFoldChange
14,taxa1263,-8.326204376759064,TaxaFoldChange
15,taxa1301,-4.077622624745782,TaxaFoldChange
16,taxa570,3.5130095402119434,TaxaFoldChange
17,taxa946234,4.3464106563190255,TaxaFoldChange
18,taxa1578,-9.309464714393405,TaxaFoldChange
19,taxa459786,-3.0435827640461546,TaxaFoldChange
20,taxa846,3.422422981679041,TaxaFoldChange
21,taxa561,0.5200186652222509,TaxaFoldChange
22,taxa216851,9.08827570067777,TaxaFoldChange
23,taxa283168,6.7641694733720525,TaxaFoldChange
24,taxa207244,-9.287504994265825,TaxaFoldChange
25,taxa158846,-0.12383282946469976,TaxaFoldChange
26,taxa39948,5.314651388954625,TaxaFoldChange
27,taxa1730,9.817680285683293,TaxaFoldChange
28,taxa84108,-3.994532909775295,TaxaFoldChange
29,taxa100883,0.0354990068137262,TaxaFoldChange
30,changedTaxaCount,30.0,changedTaxaCount
31,totalTaxaCount,61.0,totalTaxaCount
32,MicrobiotaLoads,6.685737395429137,MicrobiotaLoadsFoldChange
33,taxa100883,0.5005813519490322,ranksums_on_loads
34,taxa1017280,0.10929649096336268,ranksums_on_loads
35,taxa102106,0.17573433564422514,ranksums_on_loads
36,taxa117563,0.014305878435429619,ranksums_on_loads
37,taxa1263,1.4961410727700594e-26,ranksums_on_loads
38,taxa1301,1.1342151495132395e-05,ranksums_on_loads
39,taxa133925,0.7236736098317631,ranksums_on_loads
40,taxa1348911,7.061629810346072e-13,ranksums_on_loads
41,taxa1350,0.4649024545473547,ranksums_on_loads
42,taxa1357,0.2663799233424825,ranksums_on_loads
43,taxa135858,0.6274038347238999,ranksums_on_loads
44,taxa1485,0.5550089313896431,ranksums_on_loads
45,taxa1578,2.3681595787694782e-07,ranksums_on_loads
46,taxa158846,0.3613104285261787,ranksums_on_loads
47,taxa1678,2.9001296248347367e-16,ranksums_on_loads
48,taxa1730,8.572285224875321e-32,ranksums_on_loads
49,taxa189330,0.5076504257497519,ranksums_on_loads
50,taxa191303,0.8946258095467281,ranksums_on_loads
51,taxa207244,1.488626730612802e-17,ranksums_on_loads
52,taxa216851,8.178426503600964e-27,ranksums_on_loads
53,taxa2172,0.4729225589564697,ranksums_on_loads
54,taxa2316,0.12133525035848212,ranksums_on_loads
55,taxa239759,0.5222883992206198,ranksums_on_loads
56,taxa239934,0.3481558198820133,ranksums_on_loads
57,taxa244127,0.05363130585338712,ranksums_on_loads
58,taxa283168,1.1509887669861115e-23,ranksums_on_loads
59,taxa292632,2.5803220310840627e-27,ranksums_on_loads
60,taxa29465,2.0013017437675493e-05,ranksums_on_loads
61,taxa29521,0.7340951823194757,ranksums_on_loads
62,taxa32207,0.8272593465627113,ranksums_on_loads
63,taxa33024,0.08198261638238029,ranksums_on_loads
64,taxa33042,0.4245989068404708,ranksums_on_loads
65,taxa35832,0.3348728469028672,ranksums_on_loads
66,taxa375288,0.17968799288190884,ranksums_on_loads
67,taxa397864,0.7826066707508428,ranksums_on_loads
68,taxa39948,2.1204610850034327e-11,ranksums_on_loads
69,taxa40544,0.4778454627559085,ranksums_on_loads
70,taxa447020,0.9425670383255828,ranksums_on_loads
71,taxa459786,4.274139752476291e-07,ranksums_on_loads
72,taxa52225,0.07103446068378494,ranksums_on_loads
73,taxa561,0.4489373705649018,ranksums_on_loads
74,taxa570,0.5126907602619233,ranksums_on_loads
75,taxa572511,1.0036653863370322e-26,ranksums_on_loads
76,taxa577309,4.347500265555571e-09,ranksums_on_loads
77,taxa577310,0.8178562517196756,ranksums_on_loads
78,taxa61170,0.9424356538472616,ranksums_on_loads
79,taxa644652,1.0,ranksums_on_loads
80,taxa674963,0.5186050164287256,ranksums_on_loads
81,taxa724,0.21901869929948006,ranksums_on_loads
82,taxa816,1.037736801392081e-24,ranksums_on_loads
83,taxa830,0.7621506764325835,ranksums_on_loads
84,taxa836,0.4795001221869535,ranksums_on_loads
85,taxa838,0.2306165294671748,ranksums_on_loads
86,taxa841,4.570246266935032e-26,ranksums_on_loads
87,taxa84108,0.05004352124870511,ranksums_on_loads
88,taxa84111,0.2529990614746843,ranksums_on_loads
89,taxa846,5.5606822532502236e-05,ranksums_on_loads
90,taxa872,0.04179439892671746,ranksums_on_loads
91,taxa904,0.8083651559145103,ranksums_on_loads
92,taxa906,0.0008280647400055603,ranksums_on_loads
93,taxa946234,8.758517025809572e-06,ranksums_on_loads
94,qml_loads_delta,6.48,qml_loads_delta
95,taxa100883,-5.051401418634435,logged_relative_abundance_diff
96,taxa100883,1.4285985813655655,qml_logged_loads_diff
97,taxa100883,0.4134069344282052,qml_diff_pvalue
98,taxa100883,0.0385612475974246,mwu_diff_pvalue
99,taxa100883,0.0385612475974246,mwu_logged_pvalue
100,taxa1017280,-7.93789400977488,logged_relative_abundance_diff
101,taxa1017280,-1.4578940097748792,qml_logged_loads_diff
102,taxa1017280,0.021166991567736076,qml_diff_pvalue
103,taxa1017280,1.1251058071805495e-05,mwu_diff_pvalue
104,taxa1017280,1.1251058071805495e-05,mwu_logged_pvalue
105,taxa102106,-6.164735265917088,logged_relative_abundance_diff
106,taxa102106,0.31526473408291267,qml_logged_loads_diff
107,taxa102106,0.43805820953012453,qml_diff_pvalue
108,taxa102106,2.6456317033607672e-15,mwu_diff_pvalue
109,taxa102106,2.6456317033607672e-15,mwu_logged_pvalue
110,taxa1263,-14.903845532317803,logged_relative_abundance_diff
111,taxa1263,-8.423845532317802,qml_logged_loads_diff
112,taxa1263,3.892233597085995e-27,qml_diff_pvalue
113,taxa1263,3.025287142548972e-28,mwu_diff_pvalue
114,taxa1263,3.025287142548972e-28,mwu_logged_pvalue
115,taxa1301,-9.764310517122423,logged_relative_abundance_diff
116,taxa1301,-3.2843105171224227,qml_logged_loads_diff
117,taxa1301,1.4353902631244543e-06,qml_diff_pvalue
118,taxa1301,1.273460786443127e-16,mwu_diff_pvalue
