,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.04917652273067768,0.0019758252459507603,,,,,0.017889068300234717,,0.00494315249779435,,,0.15353195279077125,0.00924125647129326,,0.008315403758760175,0.010232654437101526,,0.003733270354402144,,,0.00285475588034558,0.056031931982754316,0.004414732908294908,,,0.018695170875434892,0.26363341268123786,,0.012152818237810665,,,,,,,,0.03067861185557572,0.008030333927055416,,,,,,0.14056543705158725,,0.15081858738534784,0.05308510062756979,,,,,,,Control
1,,,0.006463391945775529,,0.07845100237835445,,,,,,,0.0004936719681008866,,,0.021700448015607637,0.035914761385177775,0.03811290395571132,,,0.0995876848504352,,0.059529055647460485,,0.0006841414542657018,0.001556037148589329,0.18652835672299964,,,,,0.036315511597620635,0.0005623576381381457,0.017473714909215243,0.009709217254886186,0.2491318754808248,0.0006345630716472996,,0.00019529659035484243,0.01813422366588394,,0.013446401544673341,,,,,,,0.032684825294025964,,0.017084529633894313,0.02985865635543577,,0.00014280183228829882,0.0011079209762818224,0.012031858887654177,0.032464789794697226,,Control
2,,,,,0.06023997784298919,0.0003107262750460698,,,,,,,,,,0.04421948341429216,0.04734065476869588,,0.008402409373350874,0.0066735094310413435,0.00706093460174426,0.028626829737320898,,,0.0063596587594573475,0.1413507229853589,0.027271446361771253,,,,0.006710296680600804,,0.03758114864104878,0.013119240275769316,0.03668565627848493,0.001867482046814345,,,,,0.007271881761546864,,,,,,0.0011690282401100758,0.44972160618977225,,,0.06801730633478453,,,,,,,Control
3,,,,,0.0320978033318743,,,0.00023906148986055787,,,,,,,,0.11669156675195225,0.0072370620758867785,,0.0020784810035001373,0.0008592984118896142,,,,,,0.006507578290570818,,0.0026855917650396607,,,0.003933817278678206,,,0.005923309115394971,,,,,,0.20612206192343727,0.023174908155634926,0.08792253704910476,,,,,,0.476948860168666,,,0.027578063188509756,,,,,,,Control
4,,,,,0.02702126455597456,,,0.0015598790656691198,,,,,,,,0.05742743738051066,0.006817713322581817,,,0.01104344258650725,0.0033046761005145362,0.03789595686459962,,,,0.2201008863936752,,,,,0.0023681625823036533,,0.019285731608240677,0.04225466538941905,,,,,,0.16582291527725568,0.05788326522693376,,0.0004077289648231456,,,,,0.323128488684637,,,0.023677785996354176,,,,,,,Control
5,,0.00036265988448414335,0.0035549862873700583,,0.04609049579794676,0.00033936792570600684,0.0,0.000475442000673015,,0.0,,0.00013975175266881922,,,0.03090025668147204,0.2514724502098626,0.010677524260924694,,1.5630130232696888e-05,0.075187668828392,,0.04113319057133336,0.0007969323264396627,0.0005126274085468822,0.008326262316900175,0.060427309372173416,,,,,0.007673780997970535,0.005205957102341394,0.02412771103587309,0.03237878527531402,0.07299761175696354,,0.0009209517911618456,0.0047873147906185715,,0.0004907656577638943,0.020157045010484445,0.01503741117642167,3.0136525612062613e-05,0.00048330814464633305,4.0965243289617325e-05,,,0.2591874007665507,,,0.025865413749978798,3.371204559993446e-05,1.3689133667852171e-05,2.1555277641170216e-05,,,0.00013392876297428508,Control
6,,,,,0.03923581388934923,0.0018298627230106934,,0.001465136724391021,,,0.07464918356246592,,,,,0.08458693751142897,0.026771133155930552,,0.0018818392385295789,0.022205435897652788,0.03819216552527946,,0.027396743420880564,,0.005654199017966623,0.11600334653076795,0.001486728681587303,,,0.08651273975559019,0.0252765022632044,,0.011688038066843133,0.015280093873816378,,,,,,,0.02433280017522875,,,,,,0.003121373399843982,0.299964595868123,,0.043564444813461625,0.04890088590464791,,,,,,,Control
7,,,0.0006817202350831446,0.004715229391751785,0.008720360451061235,0.03846045049291909,2.8405151974037884e-05,,0.00031245642797914785,,,0.1665957373879288,0.02863231324466198,,0.0024428367326502667,0.004118736068148392,5.6810060212806874e-05,,,0.04874315401769328,,0.0011362012042561373,,0.00014202527239965163,0.00045448096917299267,,0.010793913877785995,,5.6810060212806874e-05,,0.07694941801230062,,0.015168303869494065,0.0021019753964323503,0.016446524740238666,2.8405151974037884e-05,,0.0011930134580863643,0.00011362012042561375,0.0005965055103668378,0.4044591799345978,2.8405151974037884e-05,2.8405151974037884e-05,2.8405151974037884e-05,0.00019883533261245845,,0.07513139664150109,0.052151791753399346,,0.0002556466115016099,0.002215595029387425,0.0015338723569515923,,2.8405151974037884e-05,0.03468255382481441,0.0005681006021280686,,Control
8,,,,,0.08320548446409079,0.001162855969414808,,,,,,,,,,0.17312500328119632,0.0018819932389183397,,0.0014203036792609415,0.012429979270916163,,0.009749696211702382,,,0.006595911286144143,0.21854079849577848,,,,,0.08020142304978818,,0.03923896841611304,0.06783353410889371,,,,,,,0.000567697440182277,0.01918853693375134,,,,,0.001037867630281666,0.256742000241496,,,0.02707794628207142,,,,,,,Control
9,,,,,0.08648465482231567,0.0028267717517931053,,,,,,,,,,0.08215880307067516,0.0634078769090016,,,0.00495252225855887,0.05673322243626847,,0.0029391743933170544,,,0.31166055722217395,,,,,0.01731835965153531,,0.033346976332850414,,0.008996851797942124,,,,,,0.04147059366434777,0.0018530967598030831,,,,,0.00030843697320929444,0.21642252091075834,,,0.06911958104544974,,,,,,,Control
