,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,4,6,0.05,0.075
1,taxa1017280,11,13,0.1375,0.1625
2,taxa102106,34,37,0.425,0.4625
3,taxa117563,6,7,0.075,0.0875
4,taxa1263,70,71,0.875,0.8875
5,taxa1301,44,37,0.55,0.4625
6,taxa133925,6,6,0.075,0.075
7,taxa1348911,43,35,0.5375,0.4375
8,taxa1350,6,5,0.075,0.0625
9,taxa1357,7,3,0.0875,0.0375
10,taxa135858,14,15,0.175,0.1875
11,taxa1485,34,39,0.425,0.4875
12,taxa1578,13,15,0.1625,0.1875
13,taxa158846,4,2,0.05,0.025
14,taxa1678,37,42,0.4625,0.525
15,taxa1730,76,77,0.95,0.9625
16,taxa189330,73,74,0.9125,0.925
17,taxa191303,7,6,0.0875,0.075
18,taxa207244,42,38,0.525,0.475
19,taxa216851,64,65,0.8,0.8125
20,taxa2172,24,38,0.3,0.475
21,taxa2316,2,6,0.025,0.075
22,taxa239759,67,67,0.8375,0.8375
23,taxa239934,30,38,0.375,0.475
24,taxa244127,19,26,0.2375,0.325
25,taxa283168,57,60,0.7125,0.75
26,taxa292632,76,75,0.95,0.9375
27,taxa29465,36,31,0.45,0.3875
28,taxa29521,1,5,0.0125,0.0625
29,taxa32207,4,5,0.05,0.0625
30,taxa33024,21,17,0.2625,0.2125
31,taxa33042,69,70,0.8625,0.875
32,taxa35832,29,28,0.3625,0.35
33,taxa375288,75,74,0.9375,0.925
34,taxa397864,59,62,0.7375,0.775
35,taxa39948,33,31,0.4125,0.3875
36,taxa40544,32,29,0.4,0.3625
37,taxa447020,13,14,0.1625,0.175
38,taxa459786,31,36,0.3875,0.45
39,taxa52225,12,16,0.15,0.2
40,taxa561,36,37,0.45,0.4625
41,taxa570,5,3,0.0625,0.0375
42,taxa572511,73,69,0.9125,0.8625
43,taxa577309,31,39,0.3875,0.4875
44,taxa577310,22,20,0.275,0.25
45,taxa61170,22,24,0.275,0.3
46,taxa644652,3,4,0.0375,0.05
47,taxa674963,4,8,0.05,0.1
48,taxa724,26,21,0.325,0.2625
49,taxa816,79,79,0.9875,0.9875
50,taxa830,24,31,0.3,0.3875
51,taxa836,4,3,0.05,0.0375
52,taxa838,36,36,0.45,0.45
53,taxa841,79,79,0.9875,0.9875
54,taxa84108,2,3,0.025,0.0375
55,taxa84111,2,8,0.025,0.1
56,taxa846,9,14,0.1125,0.175
57,taxa872,12,17,0.15,0.2125
58,taxa904,14,5,0.175,0.0625
59,taxa906,6,12,0.075,0.15
60,taxa946234,12,9,0.15,0.1125
