,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa946234,condition
0,,0.0032836982374077274,0.0002832377251943285,,,0.001087206053701915,0.000993075202098727,0.018380765527866483,0.012347094151030047,0.0001812890475320655,0.012416081183686476,,0.035168807465643555,,0.0001869939476292284,0.011527384524106213,0.01100591439670629,,0.07453642140279904,0.0036473327954528144,,0.05697747842781827,0.015572581278187095,,0.0318235174364461,,0.008806464116653796,,0.005236781350301255,0.1066774059650224,,0.00019555129777497276,,0.1609669256303941,,0.42204745272513045,0.0025143818946755008,0.002763601511883043,0.0013725567048581556,Control
1,,,0.08648465482231568,0.0028267717517931053,,,,0.08215880307067518,0.06340787690900161,,0.0049525222585588705,0.056733222436268486,,0.0029391743933170553,,,0.31166055722217395,,,0.017318359651535314,,0.03334697633285042,,0.008996851797942126,,,,,0.04147059366434777,0.0018530967598030831,,,0.00030843697320929455,0.21642252091075845,,,0.06911958104544975,,,Control
2,7.64248945858231e-05,0.005697798165024982,0.015733297375096454,,0.00041077101976182037,0.003869432313427598,0.003607725646291674,0.03643247364364228,0.005278228563021688,2.6907292203576275e-05,0.05903787298571295,0.0003350622888468149,0.022149714629239002,0.008942633448403783,0.00028769317747702076,0.007241335493828613,0.07293564287250384,,0.053221293960428066,0.03300348198776752,7.325331261505938e-05,0.01827230220633658,0.004132162071521834,,0.000928352735571297,1.636945533297416e-05,0.004321945444288503,0.002508925957065784,0.011520413426963888,0.009968179825014618,,0.00021392831938280604,,0.12221742278886003,,0.46806206724531335,0.02854976242804857,0.0008781189695182324,4.9006056903091395e-05,Control
3,,,0.03720357472742068,,,0.00046614747576628117,,0.10613574821799124,0.020186319474336654,,0.00215757343977034,,,,,,0.008359571226390514,0.02114651761984114,0.023790447833953017,,,0.02577814006336487,,,0.0008153477415031696,,,,,0.0009848186107738336,,,0.03303851010075105,0.5758860187353535,,,0.14405126473278382,,,Control
4,1.6160124251432054e-05,0.00563944062061961,0.037537201491513066,,0.005225143736557213,0.08455109831288303,0.0012193145805053116,0.10836326276893324,0.005550338565671646,0.0007581976104267779,0.10964279041514255,0.0041985331034611,0.06643748068533095,0.0074995151962724575,0.0022258910869609487,0.009205183105276347,0.248040197534275,8.091130703970432e-05,,0.009547534230685108,0.000752220578169399,0.03466335583353922,0.019504273799435593,3.331642054576061e-05,1.2507493427478236e-05,0.0007355070250052465,0.0012687911253025043,0.0003297329461987403,0.014065838559915984,0.04810548000881945,,0.00045657885299422757,,0.13686407697354966,,,0.032494799981936086,0.0049753259253552794,0.0,Control
5,,0.0032914167126588366,0.0002777442363329499,,,0.0011380559547163095,0.000906356570916554,0.016755058032319057,0.011597296988034446,0.00025034912956262855,0.010121016830499938,,0.03370894132031349,,0.0004399021952541982,0.010615709239294783,0.010022289080331514,,0.06146113277080642,0.003526803899293058,,0.050033474713157416,0.013463641319660224,,0.027397214086226727,,0.007473595858534198,,0.005327821437851144,0.09195884074866188,,0.0003675158939033875,,0.26022085092151864,,0.373693490480095,0.0023307967571779917,0.002616232696565686,0.001004452126313358,Control
6,0.0001569070131845589,0.0017607324549453805,0.04427856970314594,0.00019389804479024507,0.00043088454397832243,0.00019786136960514,0.008082743653268833,0.1484895210200013,0.0030067408025204303,2.784489741746706e-05,0.09265481077004047,0.0006932769714670083,0.0315781461456717,0.0003300738204815074,0.0004215351623636984,0.008370846880197735,0.18867763464303597,,,0.07526455447198707,0.00029765585596993065,0.015898318564528464,0.008032439915233629,0.01248071308953059,0.002176271818230135,,0.0013499694061811405,0.00022296242676614136,0.00849716515570836,0.044048595240168846,0.00011452992477914373,0.000187800621998099,,0.28154138376742066,0.014129862707379703,3.6178041900066694e-05,0.005692452295034371,0.0006771188010678213,,Control
7,0.0009339566283337167,0.05898620450094726,0.055463599079740696,0.00031296199651294893,0.0011135112322312255,0.030460305846935567,0.06357827154361582,0.11893185147645904,0.010502476007645334,0.0009431860705901302,0.05894299393038315,0.07832492754887828,0.03605166977391222,,0.0021200448383085625,0.00046818443446173044,0.1569172991631413,,,0.044595301542659324,0.010903012825568577,0.009568099859209051,0.08825108781562592,,0.0023497320944625023,0.002101585953795734,0.014174220825313506,0.0012320256612056337,0.02980627400703787,,,0.002921013594129403,,0.05888908559720364,,0.00010613858594876147,0.048658983016148176,0.011771104797799699,0.0006208897517951265,Control
8,,,,,0.00013159087549481844,,,0.17824285244099544,0.0183137951339348,,,,,,,0.006796377769737814,0.0035542807767475542,0.00048256793519317826,,0.002506862326338838,,0.07683702495591857,0.004641513378779997,0.04436256114024463,,,,,0.002882034139716229,,,,,0.6484918807715206,,,0.012756658355377438,,,Control
9,,0.0025009073899818933,0.0015676366149172311,0.00029161457093862915,0.00038701419485998083,,0.002159405897800549,0.10727146140038521,0.004686558599166918,0.0009692018561267442,0.04968206200663111,0.0037324582118923545,0.0445053826321652,0.028906815084596867,0.000598018166546289,0.010548532215338613,0.04010398142415182,,0.10708399489049614,0.01170853331930806,0.000943893877291713,0.08778962924852488,0.013234823153988638,,0.00621368161833589,,0.00045700169188525185,,0.012591708877007909,0.007240998092528261,,,,0.17862121506418382,,0.22085533678098132,0.052841393438568016,0.0025067396814006664,,Control
