,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa102106,21,27,0.42,0.54,-9.462588456462862,-9.504609014610184,0.042020558147319476,-0.9387395150877973,0.9204788727057864,0
1,taxa1263,41,45,0.82,0.9,-5.2484946682913005,-4.828669784444057,-0.41982488384724465,-1.050138502013324,0.17274546801196403,1
2,taxa1301,21,30,0.42,0.6,-10.891212840261494,-8.26277941876063,-2.628433421500864,-4.062082530503866,-1.264360874797565,2
3,taxa1348911,22,25,0.44,0.5,-9.652206261823082,-9.514936464695227,-0.13726979712785164,-1.5552556076104378,1.3605633750272141,3
4,taxa135858,10,11,0.2,0.22,-6.843637301413234,-6.293702221270402,-0.5499350801428329,-1.940363656795118,0.577017820337365,4
5,taxa1485,19,24,0.38,0.48,-9.325636787441004,-9.971697696288992,0.6460609088479866,-0.9927307988259088,2.129694351468286,5
6,taxa1578,11,13,0.22,0.26,-9.038921421197328,-11.04616958696581,2.007248165768482,-0.7355024416569299,4.611634670762767,6
7,taxa1678,23,28,0.46,0.56,-8.370937601434726,-8.633705552264974,0.2627679508302467,-0.5715047851127995,1.0978499993162605,7
8,taxa1730,48,48,0.96,0.96,-4.092073864930153,-3.388052330935769,-0.7040215339943845,-1.2494415526924587,-0.1408285142767157,8
9,taxa189330,46,46,0.92,0.92,-7.096543586443431,-6.481261685219196,-0.6152819012242355,-1.1412882716054993,-0.09208951084553756,9
10,taxa207244,30,28,0.6,0.56,-11.45472420402312,-9.67065784223318,-1.7840663617899422,-2.671182203561958,-0.9006186641196339,10
11,taxa216851,42,44,0.84,0.88,-6.324265658913742,-6.3769243454146824,0.05265868650094135,-0.8717482373889043,0.9285251209651136,11
12,taxa2172,21,19,0.42,0.38,-7.910107427376266,-7.578806455286905,-0.3313009720893607,-1.68986902197354,1.0853198251866392,12
13,taxa239759,40,43,0.8,0.86,-6.6893213948834775,-6.07647608149677,-0.6128453133867086,-1.3247525601412984,0.08393407125450665,13
14,taxa239934,21,22,0.42,0.44,-8.604773247528094,-8.531037897781365,-0.07373534974672993,-1.1336302747701295,0.8644412513886347,14
15,taxa244127,7,14,0.14,0.28,-11.90174733812101,-11.869190276942385,-0.032557061178625425,-1.0956555512779371,1.0115451828192694,15
16,taxa283168,34,40,0.68,0.8,-8.242922721119282,-7.440805865245915,-0.8021168558733673,-1.3563083367476503,-0.33636218206020974,16
17,taxa292632,47,48,0.94,0.96,-3.825661886532013,-3.830663400952874,0.005001514420861077,-0.48082018664491577,0.5574168793278532,17
18,taxa29465,21,23,0.42,0.46,-10.746593442370491,-10.04283887365594,-0.7037545687145496,-1.7457432032106206,0.32449542305079165,18
19,taxa33024,12,9,0.24,0.18,-6.737530140179071,-5.59039029496638,-1.14713984521269,-2.796367579333551,0.16846396269539873,19
20,taxa33042,39,43,0.78,0.86,-6.638401053098285,-6.646833110662767,0.008432057564481319,-0.8899574480299487,0.8790781802712997,20
21,taxa35832,15,24,0.3,0.48,-10.784565364901425,-10.51081639775398,-0.27374896714744634,-1.3589265524508862,0.7918462697972374,21
22,taxa375288,45,44,0.9,0.88,-5.616684020431594,-5.32210003492531,-0.29458398550628306,-0.9096100418506903,0.2721804431409779,22
23,taxa397864,40,38,0.8,0.76,-7.318314249198563,-6.161727403761872,-1.1565868454366905,-2.1562082171943233,-0.2660536695519799,23
24,taxa39948,18,21,0.36,0.42,-4.6003852242087016,-6.055097691931558,1.4547124677228556,0.1338464713501175,3.004753680076089,24
25,taxa40544,17,27,0.34,0.54,-8.626436708954337,-8.486380614206748,-0.14005609474758954,-1.3933998099017095,1.2173920909077105,25
26,taxa447020,9,11,0.18,0.22,-13.583448497559688,-13.44040056227078,-0.14304793528890766,-1.1025585500583743,0.750775686036347,26
27,taxa459786,18,26,0.36,0.52,-10.02592977246989,-9.675608016498089,-0.3503217559718013,-1.3010081194248335,0.5688168814646187,27
28,taxa52225,4,13,0.08,0.26,-10.684354318269259,-9.516436333388794,-1.1679179848804666,-4.112562532584206,2.0401509570863947,28
29,taxa561,20,23,0.4,0.46,-9.325728321150168,-8.438244954402457,-0.8874833667477093,-2.458551494375109,0.8546825882017292,29
30,taxa572511,46,44,0.92,0.88,-2.4650022005721204,-6.467595764663577,4.002593564091457,3.4480501990884433,4.572658145755562,30
31,taxa577309,20,19,0.4,0.38,-7.586682665293276,-6.668405243559684,-0.9182774217335916,-1.7349583787611405,-0.09959695812558055,31
32,taxa577310,9,17,0.18,0.34,-12.762710259316947,-12.351546445812259,-0.4111638135046905,-1.7982847180103767,0.8707326098452869,32
33,taxa61170,13,21,0.26,0.42,-12.726956560292638,-11.969855818187993,-0.7571007421046465,-1.7357740631023906,0.29112096922963493,33
34,taxa724,18,16,0.36,0.32,-11.091703826057826,-10.429527717001811,-0.6621761090560138,-2.0845143491256652,0.839853922113278,34
35,taxa816,49,49,0.98,0.98,-2.7743706875540894,-2.1970992161740455,-0.5772714713800438,-1.0085702178112528,-0.14600723758430995,35
36,taxa830,19,17,0.38,0.34,-7.598838067104652,-4.1207637362883585,-3.4780743308162947,-4.9040872881227076,-2.0648140145961236,36
37,taxa838,12,23,0.24,0.46,-5.484712140997655,-3.3798793002030743,-2.1048328407945815,-4.215595386091036,0.06153129004197265,37
38,taxa841,49,50,0.98,1.0,-5.677660135144569,-5.55960253403229,-0.11805760111227832,-0.7709180026277104,0.5014104322655458,38
39,taxa846,6,11,0.12,0.22,-12.964717795308795,-13.079744392434055,0.11502659712525791,-0.9558922302604241,1.1205631735450385,39
40,taxa872,7,12,0.14,0.24,-10.811071618331855,-12.892270576546377,2.0811989582145216,-0.16850930526120397,4.117870242171822,40
41,taxa906,4,8,0.08,0.16,-7.01377651004546,-10.075165784002197,3.0613892739567357,-0.23196560631105256,6.624656005398618,41
42,taxa946234,5,10,0.1,0.2,-13.481718489799976,-13.111932728801,-0.369785760998976,-1.86929695006422,1.2134765427803385,42
