,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,condition
0,,0.0076953218963007435,,,,,,,0.28954325353179006,0.013359543117597097,0.00016347624009375948,0.0021112430399961232,,0.005401926371861756,,,0.003019050360256479,0.09231088381780259,,,,,0.07575273834522564,0.012400198819259462,,,,,,0.007390118966494464,,,,,0.43231604933601825,,,0.05853619615730363,,Control
1,0.002833095741710528,0.013936312561061386,,0.00031511616730044216,,0.036663226970607636,,0.0016856375482578847,0.11909112685561771,0.008758968172555092,,0.030915764403367,0.005530909203721382,0.057146388141135034,0.09823304050992267,,0.001665497780302595,0.24921945684673283,,,0.0021916746471344825,,0.019172347081437398,0.03416498030015375,,0.002568532426297858,,0.001352619364997185,0.020737044305963768,0.009627419378627131,0.008020204866195145,,,,0.10346958361029751,0.1009580121438732,0.018008410896021333,0.05299169641435843,0.0007429336623506871,Control
2,,,,,0.03846683705876761,0.1648051413769286,,,0.045581534555299334,0.06519033240761853,,,0.031012778566266573,,,,,0.13195958207383118,,,0.011322900042149331,,,,,,,,,0.0004263307956800722,,,,,0.0006827181858793857,0.3125107792073402,0.19339685739308493,0.004644208337154256,,Control
3,,,6.0047131693862754e-05,,,0.03554991767920171,,,0.08009534126556651,0.006571129487608067,0.000804270857546243,,,,,0.00045459710125124014,0.02978825747573529,0.02862317337633246,6.641255201476692e-05,,0.0016876851077490614,0.008429938311650767,0.3632257361582079,0.08363143834416745,0.06856618589000615,,,0.01225364629841791,0.0003624045969368113,0.011865567839520115,,0.0008049073995783334,0.0034803996507930413,,0.24525752315766436,,8.625144534825164e-05,0.018290610930763434,4.4557942246329254e-05,Control
4,0.0021438185631758072,0.026175455897326005,0.002443200787843245,,,0.00033688897308314204,,0.012449105581608751,0.19226407079661875,0.0009778625094410646,0.0002990463433383425,0.13125570578407803,,0.031692194767282376,0.00019783410283745825,,0.00044369923573562377,0.06793334233495295,0.006790288909444827,0.02426563466008698,0.027817355794389573,,,,,0.012698889330013032,,0.002194872525198378,,0.007618124425223074,,,5.329317088320891e-05,0.020797771897615308,0.35964717233824683,,,0.0695043712715773,,Control
5,0.0018406696537447652,0.0013436441076513429,6.0450458924069223e-05,0.0001266234225655633,,,,0.0009073811571029392,0.11550927794892113,0.0042791849821499466,0.00046414715535330947,0.038724085377273294,0.003990874789932054,0.042073727502232816,0.021990128991499058,,0.005311420787633064,0.04741292844913047,,0.09374846532828032,0.01203276269209928,,0.09352809687388933,0.013817976072855185,,0.005004798580319411,,,,0.014729310960490162,0.005788261498905025,,,,0.2043496030038364,,0.2172866254868291,0.0551986562310377,0.0004808984873443166,Control
6,0.00016954082117595382,0.06997120655465575,1.088887627000424e-05,0.0001967121292515719,,0.0031567564663133782,,0.00021279103065961551,0.0036167351648219697,0.00043820094596858176,7.398329951675778e-05,0.032107836103483806,0.0013040192572320963,0.09561094838855826,0.0018203758758676242,0.00041286141147109536,0.004469018704647067,0.5482488142827863,0.0005268384341103921,,0.0096220013103287,0.0006522131590136184,0.016945839136493796,0.059266830590048857,0.0008666324328537952,,5.0373773398617745e-05,0.0006783668151013856,7.591683829367441e-05,0.005983488392966722,,9.576105205676625e-05,0.0005877957881826587,0.0,0.1368670688020262,4.579433945328885e-05,,0.005914389822991649,,Control
7,0.0013172902680962065,0.04304336667662791,,0.0004988361369175977,,,,0.0011805823735211998,0.17384476291148573,0.007471255213702603,,0.03386178599792596,0.0015076897663276008,0.032524664646357455,,,0.01780651972185429,0.12135673724668826,0.002539960951752767,,0.00502717966022814,,0.02029394939930277,0.016140392256721394,,0.009057425438026968,,5.643420030681217e-05,0.001954311082400578,0.013246425368090751,,0.0003225715598845451,,,0.161714046957685,,0.3056117641362661,0.029622048029829325,,Control
8,0.0015961575159935835,0.025329601243108773,0.02527340853198422,,0.01079926358080278,0.0006386459121479293,0.005320423439006114,0.0023460710930264745,0.17533040399612485,0.009434583453492247,0.0028711122112553282,0.04025399918342744,,0.179940645051678,,0.000663236574159035,0.008065737139642646,0.049521020646604325,0.004499887919420669,,0.06292435404293856,0.0016451356114041327,0.019054613015126103,0.058060585294337004,,0.003537803671812618,7.346714311582383e-05,0.000216844928643386,,0.022165433373836793,0.011345135631726993,,,0.0009299741269654493,0.25890715439907636,0.00027882965520030517,,0.01897647161394205,,Control
9,,0.08648465482231567,0.0028267717517931057,,,,,,0.08215880307067516,0.06340787690900161,,0.004952522258558869,0.056733222436268486,,0.002939174393317055,,,0.31166055722217395,,,0.017318359651535314,,0.03334697633285042,,0.008996851797942124,,,,,0.04147059366434777,0.0018530967598030833,,,0.0003084369732092945,0.21642252091075845,,,0.06911958104544975,,Control
