,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,,,,,,,,0.1326419791130505,0.03157265850377842,,0.011093267413913139,,0.003659882471161332,,,0.005132030576835429,0.042555278909310046,,0.11325574427304787,,0.019896813909052815,0.003727227204066433,0.023511455196880582,,,,0.025095413655650486,0.010512241359386398,,,,0.44490955253367437,,0.1324364548801923,,Control
1,,0.02942313166847612,,0.0005663042278969141,,,,0.07100321190202023,0.026943239329269838,,0.0001393917116387812,0.025322150297995505,0.02614397213141103,0.00028589524529994923,,0.0046804932678476754,0.15758273639747203,,0.016409716536997833,,0.055622271219289365,0.009453237027071456,0.08666070086396446,0.0006120230837551151,,0.08656895835987567,0.0013987937943460206,,,,,0.3810666635781039,,0.02011710935726807,,Control
2,0.0010276860128643965,0.0009663322512823165,4.6015832306997905e-05,,0.001058363461567034,9.203155103167621e-05,0.006273480900618031,0.05986651468914633,0.0032824608872487372,,0.1208992926360167,,0.01592151523322211,1.5338610768999305e-05,0.0002454173179747104,0.0019786835151765804,,6.135444307599722e-05,0.0037119383541464896,0.0005368513769149755,0.044267232496649093,0.007224482946223001,0.062244019803158745,1.5338610768999305e-05,0.009126464320969016,1.5338610768999305e-05,0.0042487965460006405,0.00013804681542707614,0.001457170294701326,3.067722153799861e-05,,0.19529116868577662,0.4314435768501491,0.02179610638561254,0.006718303338894684,Control
3,7.97720103764508e-05,0.04455469761739478,9.773593637725462e-05,0.005382580878263448,0.001048301647809619,,0.003159621153994487,0.11518022790843066,0.0029697312921441823,0.00015802165414266402,0.024338480962298088,0.0004246387931489442,0.032029071112789104,,,0.0008566864371343783,0.06023081107633348,,0.023905519898346512,0.000923569076877484,0.061273530713238905,0.023522390968103372,,0.017260389644659337,0.0006573579023006006,,0.008621872551527037,,1.6543050497915376e-05,4.93246781716986e-05,,0.49502490591774345,,0.07823421711789613,,Control
4,,0.016259859550164932,,,,,,0.014555314835751575,0.0072156821721016,,0.00415770230057924,,0.008248569534171609,,,0.002531716345562748,0.07217205250089906,,0.011445730677125406,,0.02241710272289269,0.008125621067615545,0.18951699489498328,0.0004688474939004233,,,0.015020354634681227,,,,,0.3517989504990636,0.1982105637282384,0.07785493704226873,,Control
5,0.002696743244110074,0.01908349904240014,0.0034605322239225854,0.0005025108359984239,7.411089831114206e-05,,0.0032550377083581513,0.18289813703299826,0.0040841175877647145,1.844181549937229e-05,0.08970167786157413,,0.033270180615246454,0.00041488357601693446,6.929998992000147e-05,0.006279151813941554,0.110375411218122,0.003614366747001201,0.12803545410393394,0.0008748980545602831,0.03455091315623081,0.01793941920881175,,,0.0023116414819430568,0.00010561089372932458,0.00948848589258387,,0.0017643433797318718,7.262180761864618e-05,0.00021477269603306236,0.18083402824232317,,0.16286528540141304,0.0011444234699020408,Control
6,0.0028007525746850826,0.0017555877130787437,0.0003265775708623758,0.00043341509047306733,,2.8225632910248196e-05,0.0024183069122358934,0.1201327257901923,0.0052484514682985895,0.0010854038837304536,0.055638670843282764,0.004179959637344938,0.04984133578624192,0.03237258488596669,0.0006697172899613438,0.011813243816866026,0.04491223052830802,,0.013112322739817862,0.0010570616159734686,0.09831512799449764,0.014821606418742195,,0.006958668225996808,0.0005117937074800377,,0.014101386240143916,0.008109154354206267,,,,0.2000369265924768,0.24733468964108773,0.059176788919036404,0.0028072841261023306,Control
7,,0.036079018954156605,0.0005113198336935276,,0.007524862825701979,,,0.09777473648861124,0.004511699173902688,0.0013163550587921658,0.001891336843276119,,0.0036866240978398147,,,0.00882330347226854,0.001401372608337408,0.004392472181802337,,5.698200046901348e-05,0.00015029888223176737,,0.07517605970580081,,,0.00038288260705910836,0.001807230196047433,,3.927001098042136e-05,0.0002246892380838542,0.00012408513778865103,0.7341396978010717,,0.019985702882084806,,Control
8,0.006122215614039652,0.0772337556183837,0.00025047902601170235,0.004652718494044267,0.018584253016890803,,0.004128668776579364,0.15374007335687676,0.009896644125571067,0.000322980805279985,0.01473611268248718,,0.1285368818265366,0.002626702153212091,0.0006383988380354621,0.014119897977190276,0.02427770984727435,2.82343507581629e-05,0.005888072176680887,0.006931734785062982,0.053475860335960544,0.039385406753132346,2.8839372560123542e-05,0.02350267691896277,0.014201475083487965,,0.016980541893827146,,,0.0007281437386596224,,0.35405371665901314,,0.020328530871943303,0.004599274901537743,Control
9,,0.026904690596676006,0.006156252267829834,0.00800163384852436,0.1053940142997694,0.0024915515966533073,0.0013725495923130036,0.10455967759800902,0.015249140555683749,0.0008052410769110827,0.0016349719075563478,0.046626581358444406,0.002624672505712966,0.02229960584977087,,0.007302889498861002,0.2814984853424331,0.00012042667891304137,0.008297869998052059,0.00013233454082048766,0.08885916167304114,,,,,0.03698334764149068,0.01806748432487254,,0.0012403273898123975,8.178229687378183e-05,0.0006534720067510838,0.20778207983614783,,0.004859755718076653,,Control
10,,0.011460491618007154,0.007277309675826994,,0.0005115946570884833,,0.0058872457960132745,0.06642672494982493,0.003340334565247042,4.881512201141847e-05,0.07663436276069913,,0.0017183734841940486,,,0.009741915160332812,0.0137662703541806,0.03320747624398386,0.001937787816395061,0.0007429844246270158,1.6542338644202102e-05,0.023952088515922867,0.05983343590259871,0.018783470326900965,4.4552678925182346e-05,0.000335718136411169,0.006991928962529469,,0.00030872266353167355,0.0009135836348166094,0.0071930756815037555,0.5795735202421392,0.00017750030851969002,0.06917417397912456,,Control
11,0.0026455430974272887,0.0289875000359277,0.001509423116167176,0.0007518948266991644,0.0007386734344865646,0.00014922927906047638,0.001841107607761532,0.044040802366054364,0.009251985364493662,0.00020947284009875807,0.11693114241451362,0.0006096786339427627,0.07391700989592465,0.004368692892926842,0.0003098404522865823,0.01169196455517201,0.3357302376114118,0.0001864791145116276,0.007017685049192202,0.00104736420049379,0.0494614582045924,0.016466381736083766,0.0024568795789848847,0.024464174338427402,0.0026270331483296498,0.003433078198786506,0.009594361938486036,0.058916708103276316,,0.0002453430520146815,,0.13752317336406825,0.00032294687587124663,0.052552734672526226,,Control
12,0.005794634175200885,0.0327980200513039,0.0035954075262928757,0.0,0.03882626754185698,0.025107932385631873,0.028718509607726837,0.04138615370845969,0.01651259312297011,0.000392705500076607,0.1476011401543365,0.0023818318621256687,0.0009010799306441508,0.03459297430708622,0.00046646814591427,0.003664808884587438,0.3000888185689212,0.0004630549643587996,0.0884397057685802,2.730545244376215e-05,0.01293045908050406,0.00558832631229246,,0.0,0.0016688561594274355,0.00011377271851567561,0.009340740190136967,0.005795771902386041,,,0.000299411870893753,0.019285803136789702,0.037335086444511535,0.1358374203022107,4.494022381369187e-05,Control
13,,0.05480094247719988,0.006383504711292131,,,,,0.297038460108018,0.004510384928198986,0.0015410004355680654,0.0038515634872489813,,0.0007943569714174214,,,,0.060630428778787375,,0.08924946965603249,,0.014709407551381353,0.004463609022603389,0.027291188554925596,,,,0.018595558122500574,,,,0.01537823007682396,0.3243862172971048,,0.07637567782089702,,Control
14,0.0008394190433005502,0.021109552740131935,9.243977459410419e-05,0.0023508455813503353,0.006549755437828333,,0.0038534014214447973,0.07079152276921764,0.001433446336957946,1.3274894255128173e-05,0.044172646670611604,0.000330515797841184,0.015054699055698936,0.00015736079029436608,0.00020096445755573604,0.003990752973318113,0.08995097416386358,,0.03588194227457309,0.00014190571267616939,0.007579431685967215,0.003829419404451044,0.005950107985967359,0.0010375250382247075,0.00064359012877782,0.00010629605107938401,0.2147409655229452,0.020999913741229184,5.4601481115070995e-05,8.953286344334622e-05,,0.4449992922433381,1.7247672827830766e-05,0.002713843801828484,0.00032281248329167525,Treat
15,,0.00956245094922653,,0.105753677469297,,,,0.0495962516353153,0.004723059615683661,,0.0024243903954271795,,,,,,0.016658441856630256,,0.0036972918896546495,,,,,,,,0.19042033840396322,,,,,0.46511378684365684,0.14325263332228957,0.008797677618855798,,Treat
16,,,,0.016312058054689615,,,,0.03510884072517397,0.006005841738566706,,,,,,,,0.011084526726217755,,,,0.01763562944470243,,0.022729112005625246,,,,,0.0024691822664196657,,,,0.8563519038873202,0.02042826693274517,0.011874638218539181,,Treat
17,0.0007321804943294328,0.007168644982886551,1.4216164402854192e-05,0.08624315244319757,0.01720755050633742,,0.012600180336425694,0.026926231847907347,0.0013489987356330017,0.0002757743783823945,0.020118946395314974,,0.04251017377112939,,,0.004534764334180719,0.01777933074423173,,0.00251530054765635,0.0025666420332869293,0.1191497081772461,0.006060792738695209,0.052806326895061415,0.00830022285280428,0.004613001265978859,,0.13624533774775793,0.0045829840269525635,,,,0.4228487173416046,,0.0023151215840377815,0.0005356996545589043,Treat
18,,0.007268371682346436,,0.010125707667464718,,,,0.016665225705474986,0.015594008490020383,,0.0016337290926226585,0.00490434166346193,0.0013099799404123833,,,0.0042728579320568385,0.08062063626794488,,0.0006235977674202037,,0.01447693136093059,0.02704321497084618,,0.0002644224385393646,,,0.13861318909420967,0.0063172031032463615,,,,0.41609353167479385,0.24562836652553896,0.0085446846226695,,Treat
19,,0.011303718661045188,0.0018373320075118949,,0.11548345244106449,,,0.21189356333971845,0.004973033482121641,4.619529948794059e-05,0.0037116828216111914,,0.00883711908071167,,0.0001698693969883865,0.013585641321755349,0.02262041997397806,0.0006616981329587518,0.0031293404965764176,,0.014127367237872395,0.015604313342381304,0.008238457197279916,0.00026199930014322967,3.571532748221141e-05,0.005746100869827843,0.3388905975351786,0.006026713851593187,0.00012956582305590563,5.94907863608806e-05,0.0026062804012456963,0.11206924745091928,0.08572199987372815,0.012229084547401807,,Treat
20,7.507680124688234e-05,0.003473992211380549,0.00123193657268872,,0.3269936643182367,0.003893739718952083,0.005456696796538094,0.00019110351337945402,0.0,,0.002416098133778069,,0.00492433478049263,,0.0007166390419184461,0.000931633528079559,,3.753826194416222e-05,0.0,0.0007439380579803793,0.0025526001480516837,0.0024126866235158213,0.007115217765250738,0.0002286419140028952,0.0005528359313937149,,0.003075289315827094,0.0027812406752617883,1.70628211238412e-05,0.0,0.0,0.08071356205512491,0.5470620196144992,0.00019792930748952948,0.0022045220918431524,Treat
21,0.003020049030120066,0.00927927633615283,0.0001180942934075117,0.0010451549090323739,0.326742914039115,,0.011602132499842755,0.014237398615791163,0.002056167542925779,9.368277847648426e-05,0.043864045999536694,0.0006143085933819737,0.010023655224973187,0.006435421004976124,0.00023848614116147313,0.0016486962795829341,0.05806092150054235,8.164933758695426e-05,0.004665643611335295,1.539361412121262e-05,0.006651333674683729,0.026062106692946233,,0.004469432470148493,0.000645928685074987,6.9788213273407935e-06,0.2758436736190062,,5.048875676323094e-05,0.00024006570977465723,,0.18032568974637875,,0.011861210471834284,,Treat
22,2.0340550994702438e-05,0.0002601902178030025,0.0011475480912416173,,0.34514297504608904,0.0008543050325890802,7.288715014619578e-05,0.0001228911167902694,1.6950471282839074e-06,,0.0014543540867884078,,3.390094256567814e-05,,4.237621456885879e-06,1.3560391570975701e-05,,0.00032205902709746455,0.0022959470476932226,,0.00045257811413351544,6.271683828708345e-05,0.0004907165108919783,8.475272003180645e-07,3.559605514513205e-05,1.779799121080491e-05,0.6397151248717052,8.475272003180645e-07,8.475272003180645e-07,8.475272003180645e-07,0.002241702572468431,0.005158903370127201,7.627752075214803e-06,6.61069179989468e-05,8.475272003180645e-07,Treat
23,0.002211416909498511,0.010923487932490872,0.00045431344910748533,0.0013378301306086493,0.15461458045792165,0.0035752493168893416,0.011115195889089474,0.03284076662667064,0.00293687414034074,0.00019646561029659833,0.051470591573638785,,0.017379921354023904,0.00029208595381608875,0.00040809624175555036,0.0016980575796748593,0.04021462010994975,0.00025529909575839054,0.01519331221023636,,0.027722210912443847,0.007528774581820025,0.05737560443576422,0.00020096838968934204,0.00015870173406877657,,0.16322637081145483,,,9.714958935098819e-05,0.00018359445788149152,0.3846828907676094,,0.011705569738149393,,Treat
24,0.0008068482049596387,0.014097013400551238,0.000613854124599898,0.0039246407487835006,0.28447225622652356,0.0007047934583436608,0.0023766823238880667,0.027132068973261893,0.002516333319924773,0.00014929525132289373,0.031933818359422966,0.0004540428209028005,0.025069070139105906,0.00017310620928935526,4.179177290681004e-05,0.003973269715955013,0.10443693215898425,0.0010600507717105467,0.004083824484179155,2.7788532180538616e-05,0.0011125220589455636,0.004291530140399181,0.0,2.2830186242442512e-05,0.00015605167875502467,0.0008532169125785377,0.12855497986943049,0.001698260727456917,1.1823748006229176e-05,1.0461565056202773e-05,0.0030741199943015844,0.0942093195657615,0.24722912207845193,0.010146519383520665,0.0005817610942972759,Treat
25,,,0.0002666703628778351,0.014470133570012473,,,,0.033005321721786225,0.004129612338150885,2.715985626024768e-05,0.002459281178145653,,0.0025515662811374626,,,0.00038173470015243283,0.010850910153716132,,0.0010484653651217388,,0.017177112372097694,0.000264078494874505,0.017770467618944557,0.0003562175771337324,,,0.12468616805952222,0.003627702575083485,,,,0.7287694059573931,0.02357742011226461,0.014580571705324985,,Treat
26,0.0017368746978342975,0.00014656513552375983,,,0.04169921306882974,,0.00047828273739582004,0.008841614082214429,0.0061198728268944125,0.00013210878679986848,0.005340842434700407,,0.01778814789535956,,0.0002321355997009474,0.005601890731849138,0.005288743977953153,,0.0018610880941772716,,0.026402574897243913,0.007104739384380132,,0.014457460750716244,0.003943803134560047,,0.1490358241408462,0.04852651538294597,,0.0001939374782651268,,0.45525984128661673,0.19719738490236424,0.0012299572696969235,0.0013805813031316223,Treat
27,,0.0018223862764115402,,,,,,0.09417761414111409,0.008164355820109905,,9.632013465036678e-05,,0.0005279338453677487,,,,0.029616381289113505,,,,0.030351453955123626,0.0030315576842822466,,,,,0.38420161132999936,,,,,0.430439462881527,,0.017570922642300688,,Treat
