,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,condition
0,,0.08471881086925323,0.03980519375195948,,,,0.2039417047199483,0.04137040678703145,0.005596352633760682,,0.023766662019721253,0.014742177681809344,,,,0.024924120993318463,,,0.002348384166741435,,0.04807740674986958,0.03729379008632026,0.0019915480343934188,,,,,0.0016782385188795672,,,,,0.37678240982650335,0.06788140146672379,,0.02508139169376644,,Control
1,,,,0.015728127845622327,,,0.1899790588380787,0.01618604581838411,0.0029359319683141304,,,0.008532058185694146,,,0.0022682398285713023,0.03570743039636742,,,,,0.027859278292271104,0.025203515182594158,,,,,0.017994857058492852,0.00582352423420344,0.0035854967196476514,,,,0.2273335638868585,0.4060273163630094,,0.014835555381890695,,Control
2,0.0013515702116528043,0.02661944677122239,0.0026766051573780193,0.00025050917718613734,0.00039223393083771016,0.004088362638874247,0.08686253217400992,0.007029303778672702,0.0002382073872350324,0.08304938395990959,,0.11421652797330448,0.024654108741926438,0.0002874145470394522,0.009548425691139466,0.2071509593311974,0.0013247299426685755,,0.029335803993649018,0.001616719535557612,0.02946604029883386,0.011328728532741111,0.0811634483930253,,0.00019804865144423526,0.0023598086492156796,0.00035360021033010785,0.008371012224827513,,0.0014788581539567996,0.00041622750462664215,5.703557159148664e-05,0.10768031246953146,,,0.15643403439641468,,Control
3,,,,,,,0.1799383851940553,0.015432793863013968,,,,,,,,0.0018857149716084846,,,0.0012843368880962741,,0.08258807005037458,0.0007666756792001915,0.033084135764154005,,,,,0.006116011040455289,,,,,0.6678623023218769,,,0.01104157422716508,,Control
4,0.012059486867557015,0.03132652479472398,0.00018520987134219624,0.0006169145911505118,0.0222511368728048,0.0038199926812396367,0.052537067770240954,0.010786677104568324,6.951884309805565e-05,0.003813739112145359,,0.16556532629403803,0.0009600270821232243,0.0002938135212794885,0.0039014975317683918,0.15370855929128716,0.0003574956998895514,0.042086832682944775,0.0041661277306079166,0.001677728361843181,0.03313870489209414,0.015540327651583648,,0.0055185662733970775,4.7735577419654404e-05,0.010711113144679133,0.012718925728548618,0.018768107339595167,0.014244379682946133,0.00010860364993729234,0.0007881581581821542,,0.3719487403279434,4.7631351268083114e-05,0.0033666089219044903,0.002686845961356487,0.00018187463449191466,Control
5,,,,,,,,,,,,,,,,0.6664687334125066,,,,,,,,,,,0.2370119051952379,0.01630319347872261,,,,,0.06880527247789099,,,0.011410895435641824,,Control
6,0.00023365596829506467,0.07505178771660752,,,0.0014903614372111984,0.002258749648076167,0.3124835190102112,0.009159223611697886,8.921615029149403e-05,0.017327244500473692,0.05838112890954488,0.006054727445225517,0.0025070867550267936,,0.005258445070914982,0.1597251419807273,,0.04482727583905814,0.04398006120679637,,,0.021751010372902054,,,,,0.017233962804092964,0.06697343470546643,,,,,0.10633492262305871,0.0005570927460606834,,0.04832195149826101,,Control
7,0.00014650332311431382,0.0006885641235092526,0.002930055782800403,,0.003354917769318804,0.0005567119870652399,0.0004541590201160679,,,0.0034428206175462633,,5.8601222450866785e-05,,1.4650332311431382e-05,0.0003223068836720554,,0.00029300557828004027,,0.0001318532043925999,5.8601222450866785e-05,0.0021535930828580413,0.001860590708423763,0.00766211461452076,0.000571362105786954,,0.00033695700239376935,,4.39508901394354e-05,0.0005420608003949387,,,0.00011720201772229862,0.003779779755837207,,0.9700401288399106,0.00042485878267264015,1.4650332311431382e-05,Control
8,0.002143818563175807,0.026175455897326005,0.0024432007878432455,,0.00033688897308314204,0.012449105581608751,0.1922640707966187,0.0009778625094410646,0.0002990463433383425,0.131255705784078,,0.031692194767282376,0.00019783410283745828,,0.0004436992357356237,0.06793334233495295,0.006790288909444824,0.02426563466008698,0.027817355794389573,,,,,0.01269888933001303,,0.002194872525198378,,0.0076181244252230725,,,5.329317088320891e-05,0.020797771897615308,0.35964717233824683,,,0.0695043712715773,,Control
9,,0.02182335336294324,,,,,0.033260333123485315,0.009258742607901235,,0.00022939320296275564,,0.007885220594192496,,,,0.03410214207856301,,0.020422299961613682,0.00042431963058342054,,0.0902247706619649,,,,,,0.0019337121946498529,,,0.0016967531141729795,,,0.38442959220655765,,0.25758450323341436,0.13672486402699507,,Control
