,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,5,6,0.06172839506172839,0.07407407407407407
1,taxa1017280,14,13,0.1728395061728395,0.16049382716049382
2,taxa102106,37,36,0.4567901234567901,0.4444444444444444
3,taxa117563,6,5,0.07407407407407407,0.06172839506172839
4,taxa1263,68,70,0.8395061728395061,0.8641975308641975
5,taxa1301,37,42,0.4567901234567901,0.5185185185185185
6,taxa133925,7,3,0.08641975308641975,0.037037037037037035
7,taxa1348911,33,36,0.4074074074074074,0.4444444444444444
8,taxa1350,4,7,0.04938271604938271,0.08641975308641975
9,taxa1357,8,8,0.09876543209876543,0.09876543209876543
10,taxa135858,18,12,0.2222222222222222,0.14814814814814814
11,taxa1485,38,41,0.4691358024691358,0.5061728395061729
12,taxa1578,12,16,0.14814814814814814,0.19753086419753085
13,taxa158846,6,4,0.07407407407407407,0.04938271604938271
14,taxa1678,43,41,0.5308641975308642,0.5061728395061729
15,taxa1730,79,79,0.9753086419753086,0.9753086419753086
16,taxa189330,75,76,0.9259259259259259,0.9382716049382716
17,taxa191303,9,7,0.1111111111111111,0.08641975308641975
18,taxa207244,40,50,0.49382716049382713,0.6172839506172839
19,taxa216851,66,67,0.8148148148148148,0.8271604938271605
20,taxa2172,35,25,0.43209876543209874,0.30864197530864196
21,taxa2316,3,3,0.037037037037037035,0.037037037037037035
22,taxa239759,65,64,0.8024691358024691,0.7901234567901234
23,taxa239934,36,34,0.4444444444444444,0.41975308641975306
24,taxa244127,25,27,0.30864197530864196,0.3333333333333333
25,taxa283168,58,58,0.7160493827160493,0.7160493827160493
26,taxa292632,77,79,0.9506172839506173,0.9753086419753086
27,taxa29465,31,38,0.38271604938271603,0.4691358024691358
28,taxa29521,4,8,0.04938271604938271,0.09876543209876543
29,taxa32207,4,4,0.04938271604938271,0.04938271604938271
30,taxa33024,16,17,0.19753086419753085,0.20987654320987653
31,taxa33042,66,68,0.8148148148148148,0.8395061728395061
32,taxa35832,30,33,0.37037037037037035,0.4074074074074074
33,taxa375288,73,72,0.9012345679012346,0.8888888888888888
34,taxa397864,57,59,0.7037037037037037,0.7283950617283951
35,taxa39948,33,30,0.4074074074074074,0.37037037037037035
36,taxa40544,35,32,0.43209876543209874,0.3950617283950617
37,taxa447020,15,18,0.18518518518518517,0.2222222222222222
38,taxa459786,40,34,0.49382716049382713,0.41975308641975306
39,taxa52225,13,13,0.16049382716049382,0.16049382716049382
40,taxa561,31,33,0.38271604938271603,0.4074074074074074
41,taxa570,1,4,0.012345679012345678,0.04938271604938271
42,taxa572511,69,72,0.8518518518518519,0.8888888888888888
43,taxa577309,25,39,0.30864197530864196,0.48148148148148145
44,taxa577310,17,27,0.20987654320987653,0.3333333333333333
45,taxa61170,29,24,0.35802469135802467,0.2962962962962963
46,taxa644652,4,8,0.04938271604938271,0.09876543209876543
47,taxa674963,4,5,0.04938271604938271,0.06172839506172839
48,taxa724,19,29,0.2345679012345679,0.35802469135802467
49,taxa816,80,79,0.9876543209876543,0.9753086419753086
50,taxa830,24,30,0.2962962962962963,0.37037037037037035
51,taxa836,1,5,0.012345679012345678,0.06172839506172839
52,taxa838,36,39,0.4444444444444444,0.48148148148148145
53,taxa841,80,79,0.9876543209876543,0.9753086419753086
54,taxa84108,4,0,0.04938271604938271,0.0
55,taxa84111,6,12,0.07407407407407407,0.14814814814814814
56,taxa846,15,12,0.18518518518518517,0.14814814814814814
57,taxa872,13,14,0.16049382716049382,0.1728395061728395
58,taxa904,4,12,0.04938271604938271,0.14814814814814814
59,taxa906,7,6,0.08641975308641975,0.07407407407407407
60,taxa946234,16,13,0.19753086419753085,0.16049382716049382
