,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,6,8,0.08,0.10666666666666667
1,taxa1017280,15,10,0.2,0.13333333333333333
2,taxa102106,37,33,0.49333333333333335,0.44
3,taxa117563,6,3,0.08,0.04
4,taxa1263,63,66,0.84,0.88
5,taxa1301,41,33,0.5466666666666666,0.44
6,taxa133925,5,8,0.06666666666666667,0.10666666666666667
7,taxa1348911,32,33,0.4266666666666667,0.44
8,taxa1350,4,7,0.05333333333333334,0.09333333333333334
9,taxa1357,3,6,0.04,0.08
10,taxa135858,16,16,0.21333333333333335,0.21333333333333335
11,taxa1485,38,35,0.5066666666666667,0.4666666666666667
12,taxa1578,16,16,0.21333333333333335,0.21333333333333335
13,taxa158846,7,1,0.09333333333333334,0.013333333333333334
14,taxa1678,38,36,0.5066666666666667,0.48
15,taxa1730,72,72,0.96,0.96
16,taxa189330,67,71,0.8933333333333333,0.9466666666666667
17,taxa191303,6,9,0.08,0.12
18,taxa207244,43,31,0.5733333333333334,0.41333333333333333
19,taxa216851,61,62,0.8133333333333334,0.8266666666666667
20,taxa2172,29,31,0.38666666666666666,0.41333333333333333
21,taxa2316,3,1,0.04,0.013333333333333334
22,taxa239759,61,61,0.8133333333333334,0.8133333333333334
23,taxa239934,31,34,0.41333333333333333,0.4533333333333333
24,taxa244127,25,25,0.3333333333333333,0.3333333333333333
25,taxa283168,54,50,0.72,0.6666666666666666
26,taxa292632,71,70,0.9466666666666667,0.9333333333333333
27,taxa29465,31,30,0.41333333333333333,0.4
28,taxa29521,2,7,0.02666666666666667,0.09333333333333334
29,taxa32207,8,2,0.10666666666666667,0.02666666666666667
30,taxa33024,12,21,0.16,0.28
31,taxa33042,63,58,0.84,0.7733333333333333
32,taxa35832,33,29,0.44,0.38666666666666666
33,taxa375288,67,68,0.8933333333333333,0.9066666666666666
34,taxa397864,60,51,0.8,0.68
35,taxa39948,32,24,0.4266666666666667,0.32
36,taxa40544,41,26,0.5466666666666666,0.3466666666666667
37,taxa447020,18,11,0.24,0.14666666666666667
38,taxa459786,39,34,0.52,0.4533333333333333
39,taxa52225,14,16,0.18666666666666668,0.21333333333333335
40,taxa561,32,38,0.4266666666666667,0.5066666666666667
41,taxa570,2,5,0.02666666666666667,0.06666666666666667
42,taxa572511,65,65,0.8666666666666667,0.8666666666666667
43,taxa577309,25,34,0.3333333333333333,0.4533333333333333
44,taxa577310,18,23,0.24,0.30666666666666664
45,taxa61170,30,26,0.4,0.3466666666666667
46,taxa644652,6,7,0.08,0.09333333333333334
47,taxa674963,4,4,0.05333333333333334,0.05333333333333334
48,taxa724,22,19,0.29333333333333333,0.25333333333333335
49,taxa816,74,74,0.9866666666666667,0.9866666666666667
50,taxa830,22,32,0.29333333333333333,0.4266666666666667
51,taxa836,7,1,0.09333333333333334,0.013333333333333334
52,taxa838,33,33,0.44,0.44
53,taxa841,73,74,0.9733333333333334,0.9866666666666667
54,taxa84108,5,4,0.06666666666666667,0.05333333333333334
55,taxa84111,9,8,0.12,0.10666666666666667
56,taxa846,15,11,0.2,0.14666666666666667
57,taxa872,15,15,0.2,0.2
58,taxa904,12,10,0.16,0.13333333333333333
59,taxa906,9,14,0.12,0.18666666666666668
60,taxa946234,16,11,0.21333333333333335,0.14666666666666667
