,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.02419543776134491,,,,0.1235906379505491,,,0.023640184011715012,0.0064032004666087555,,,,0.0425120319797708,,,,0.050431621990004546,,0.027236552323219036,,,0.041035541574680076,0.02639100177734547,,,,,,0.18501530615420314,0.24538414757213187,,,,0.17030486053750699,,,0.03385947590092033,,,,,,,Control
1,,,0.06023997784298919,0.00031072627504606973,,,,,,0.04421948341429216,0.04734065476869589,0.008402409373350874,0.0066735094310413435,0.00706093460174426,0.02862682973732089,,,0.0063596587594573475,0.1413507229853589,0.027271446361771253,,0.006710296680600803,,0.03758114864104877,0.013119240275769318,0.03668565627848492,0.001867482046814345,,,,0.007271881761546864,,,,0.0011690282401100758,0.44972160618977225,,,0.06801730633478453,,,,,,,Control
2,,,0.02711953966677912,,,,,,,0.04955784976652645,0.012317272630972348,,,,0.0064514537961278574,,,,0.021169746522454232,,0.01601536802703661,0.00032153731882828885,,0.09688907961451318,,,,,,,0.009154968708903838,,0.0018384858734816212,,,0.39506218573369095,,0.20413249335437514,0.15494977045981506,,,,0.005020248526495404,,,Control
3,,,0.0056518915103005605,,,,,,,0.292079491990381,0.02532067649105346,,0.0002987242377468814,,0.0016373174322349248,,,,0.09185131392855404,,,,,0.09413104518764656,0.009401977703936552,,,,,,0.02247797421086411,,,,,0.40265568017266695,,,0.05449390713461491,,,,,,,Control
4,,,0.02699328385518768,0.0002855111103310832,,,0.0037522824957452786,,0.0013886934466268166,0.15784700595164786,0.02154182894468387,0.0024820557886411293,0.0038604069008651735,0.025567399791920593,0.006022372663141706,0.005137841901643983,,,0.09167581023049094,,,0.015585062200783992,,0.1143527887268973,0.004431115717454529,,,,,0.05611646178920088,0.01074432736016511,,,,,0.36036662844181655,0.07095698038100952,,0.020892142301746065,,,,,,,Control
5,,,0.08320548446409078,0.0011628559694148082,,,,,,0.17312500328119632,0.0018819932389183397,0.0014203036792609413,0.012429979270916162,,0.009749696211702382,,,0.006595911286144143,0.21854079849577845,,,0.08020142304978818,,0.03923896841611304,0.06783353410889371,,,,,,0.0005676974401822772,0.01918853693375133,,,0.001037867630281666,0.2567420002414961,,,0.027077946282071417,,,,,,,Control
6,,,0.0843405586464678,,,,,,,0.19312120255539306,0.028728325456003442,0.0025094582741319073,0.004552954034885997,,0.0033575555284054174,,,,0.16019683711922708,,,0.0018582684262436534,,0.04393391849459793,0.06289439623227756,,,,,,0.025979374026703743,0.014888680645955521,,,,0.34292897751410445,,,0.030709493045602523,,,,,,,Control
7,,0.0015961575159935835,0.025329601243108773,0.02527340853198422,,0.01079926358080278,0.0006386459121479293,0.005320423439006115,0.002346071093026475,0.17533040399612482,0.00943458345349225,0.0028711122112553287,0.04025399918342744,,0.179940645051678,,0.000663236574159035,0.008065737139642648,0.04952102064660434,0.004499887919420667,,0.06292435404293854,0.0016451356114041329,0.019054613015126103,0.05806058529433702,,0.0035378036718126185,7.346714311582383e-05,0.000216844928643386,,0.022165433373836797,0.011345135631726996,,,0.0009299741269654493,0.2589071543990764,0.00027882965520030517,,0.01897647161394205,,,,,,,Control
8,,,0.03472235355955875,,,,,,,0.11525820162480735,0.013644648810507459,,,,,,,,0.0052749552738236205,,,0.0005878400814542965,,,0.006610720578464405,,,,,0.2298146743197493,0.017355027608744477,0.09091079144378507,,,,0.46271013500169134,,,0.02311065169741407,,,,,,,Control
9,,,0.06555773786846786,,0.007843924074447667,,,,,0.0600862747631865,0.00521171263576513,,,,0.0031696158563608917,,,0.003052593118842992,,,,0.00629572325902923,,0.02896272745794509,,0.08341490751653047,,,,,0.0018370569401634739,,,,,0.7275623653675909,,,0.007005361141669828,,,,,,,Control
