permu_delta,permu_index
0.35999999999999943,0
-0.3800000000000008,1
0.17999999999999972,2
-0.11999999999999922,3
-0.09999999999999964,4
0.8800000000000008,5
0.7200000000000006,6
-0.0600000000000005,7
-0.0600000000000005,8
0.35999999999999943,9
-0.13000000000000078,10
0.019999999999999574,11
0.10999999999999943,12
-0.10999999999999943,13
0.16999999999999993,14
-0.8300000000000001,15
0.2400000000000002,16
-0.5,17
-0.15000000000000036,18
0.22000000000000064,19
0.28999999999999915,20
0.3800000000000008,21
-0.5,22
-0.019999999999999574,23
-0.4499999999999993,24
-1.0,25
-0.13000000000000078,26
-0.8300000000000001,27
0.14000000000000057,28
0.13000000000000078,29
-0.9700000000000006,30
0.40000000000000036,31
0.46000000000000085,32
-0.6799999999999997,33
0.33999999999999986,34
0.5800000000000001,35
0.13000000000000078,36
0.07000000000000028,37
-0.09999999999999964,38
0.5199999999999996,39
-0.02999999999999936,40
0.02999999999999936,41
0.23000000000000043,42
0.35999999999999943,43
0.02999999999999936,44
0.33999999999999986,45
0.8499999999999996,46
0.3100000000000005,47
-0.5399999999999991,48
0.09999999999999964,49
0.1999999999999993,50
-0.4299999999999997,51
-0.08999999999999986,52
0.10999999999999943,53
-0.3800000000000008,54
0.14000000000000057,55
-0.15000000000000036,56
-0.40000000000000036,57
-0.34999999999999964,58
-0.0600000000000005,59
-0.40000000000000036,60
-0.3000000000000007,61
-0.16000000000000014,62
-0.5199999999999996,63
0.07000000000000028,64
-0.15000000000000036,65
0.3800000000000008,66
-0.08999999999999986,67
-0.1899999999999995,68
-0.5700000000000003,69
0.33999999999999986,70
-0.5899999999999999,71
-0.3000000000000007,72
-0.0600000000000005,73
-0.009999999999999787,74
0.2599999999999998,75
0.23000000000000043,76
-0.40000000000000036,77
-0.05000000000000071,78
0.6999999999999993,79
-0.33999999999999986,80
0.009999999999999787,81
0.5899999999999999,82
-0.03999999999999915,83
0.07000000000000028,84
-0.22000000000000064,85
-0.13000000000000078,86
0.33999999999999986,87
-0.08000000000000007,88
0.21000000000000085,89
-0.13000000000000078,90
0.4800000000000004,91
0.40000000000000036,92
-0.6899999999999995,93
0.5399999999999991,94
-0.4399999999999995,95
0.10999999999999943,96
-0.08000000000000007,97
0.009999999999999787,98
0.08999999999999986,99
-0.17999999999999972,100
0.4299999999999997,101
0.2599999999999998,102
-0.4499999999999993,103
0.15000000000000036,104
0.34999999999999964,105
-0.22000000000000064,106
0.23000000000000043,107
0.07000000000000028,108
-0.35999999999999943,109
0.16000000000000014,110
-0.08000000000000007,111
-0.17999999999999972,112
0.23000000000000043,113
0.08999999999999986,114
0.07000000000000028,115
0.02999999999999936,116
-0.11999999999999922,117
0.4499999999999993,118
-0.1999999999999993,119
-0.7100000000000009,120
-0.05000000000000071,121
-0.2699999999999996,122
0.3100000000000005,123
0.21000000000000085,124
0.019999999999999574,125
0.10999999999999943,126
-0.5999999999999996,127
-0.13000000000000078,128
0.009999999999999787,129
-0.3000000000000007,130
0.08000000000000007,131
0.22000000000000064,132
0.0,133
-0.5099999999999998,134
0.4299999999999997,135
-0.6699999999999999,136
0.10999999999999943,137
0.4900000000000002,138
-0.2400000000000002,139
-0.17999999999999972,140
0.02999999999999936,141
-0.4299999999999997,142
-0.16999999999999993,143
-0.40000000000000036,144
0.08999999999999986,145
-0.6799999999999997,146
0.3800000000000008,147
0.27999999999999936,148
-0.2400000000000002,149
-0.09999999999999964,150
0.7699999999999996,151
0.27999999999999936,152
0.3200000000000003,153
-0.05000000000000071,154
0.11999999999999922,155
0.33000000000000007,156
0.05000000000000071,157
-0.009999999999999787,158
0.5299999999999994,159
