,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa102106,5,4,0.5555555555555556,0.4444444444444444,-9.00475986619525,-9.150270831392037,0.14551096519678647,-1.9198858414535267,2.5905970099677873,0
1,taxa1263,9,8,1.0,0.8888888888888888,-5.288923584568978,-4.370026504790191,-0.9188970797787865,-1.8658656596549936,0.008464930488898952,1
2,taxa1485,5,6,0.5555555555555556,0.6666666666666666,-8.142997723298238,-8.32078955645234,0.17779183315410177,-1.2179600882634976,1.7570193543124972,2
3,taxa1678,4,4,0.4444444444444444,0.4444444444444444,-6.842891554231995,-7.1787998002077495,0.33590824597575364,-2.1757199422268094,2.354048686495455,3
4,taxa1730,9,9,1.0,1.0,-4.273979700170719,-3.1336210964936244,-1.1403586036770959,-2.216180923183527,0.054834085472655905,4
5,taxa189330,9,9,1.0,1.0,-7.262126034841265,-6.432254326761543,-0.8298717080797223,-2.0789785496465347,0.22070874335673105,5
6,taxa207244,6,6,0.6666666666666666,0.6666666666666666,-13.4143641526405,-10.597318591918057,-2.817045560722442,-4.599593418787184,-1.0281341589149395,6
7,taxa216851,8,7,0.8888888888888888,0.7777777777777778,-5.192020684040039,-5.779921870267004,0.5879011862269647,-0.47694232625536437,1.724298891385851,7
8,taxa239759,7,9,0.7777777777777778,1.0,-6.707646806660257,-5.330612608295601,-1.377034198364656,-3.056295464118101,0.35704159239407485,8
9,taxa239934,5,5,0.5555555555555556,0.5555555555555556,-6.843834838781576,-8.579486431936095,1.7356515931545187,-1.3688604173681114,4.5764205418111,9
10,taxa283168,7,7,0.7777777777777778,0.7777777777777778,-7.228037882545239,-7.371718425957428,0.14368054341218953,-0.7692440523576611,0.993706289108785,10
11,taxa292632,9,9,1.0,1.0,-6.609920787154983,-4.4763623247492665,-2.1335584624057145,-3.8189371104601557,-0.5417402802155147,11
12,taxa33042,7,8,0.7777777777777778,0.8888888888888888,-6.929796306826483,-5.523575035662562,-1.4062212711639204,-2.641869376347425,0.011972593491042141,12
13,taxa35832,4,5,0.4444444444444444,0.5555555555555556,-11.035515414785834,-9.356449734244052,-1.679065680541782,-4.824762674511514,1.1535090946577822,13
14,taxa375288,7,9,0.7777777777777778,1.0,-5.728010889618456,-4.514111002582045,-1.21389988703641,-3.5996543023063614,0.4751102272208309,14
15,taxa397864,8,5,0.8888888888888888,0.5555555555555556,-7.408174132689168,-5.890828445854384,-1.5173456868347845,-2.5988500183306513,-0.3575014532975699,15
16,taxa459786,4,6,0.4444444444444444,0.6666666666666666,-9.160620345621712,-8.188379055368456,-0.9722412902532558,-3.125074533460587,1.1325689353753456,16
17,taxa561,5,6,0.5555555555555556,0.6666666666666666,-4.2535437674443255,-7.740640353410675,3.4870965859663494,0.5190938518501128,6.98770516406384,17
18,taxa572511,9,9,1.0,1.0,-6.282662863063769,-5.764631464011729,-0.5180313990520401,-1.462583463768922,0.3937078063191942,18
19,taxa816,9,9,1.0,1.0,-1.5034301333773457,-1.753400098194158,0.24996996481681247,-0.6537669019660891,1.0715660551387327,19
20,taxa841,9,9,1.0,1.0,-4.735470559579142,-5.138750272139693,0.40327971256055106,-0.8960189750718404,1.622794639341148,20
