,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,0.0770510524646194,0.03677629626597628,,,,,,,,0.000861107415859112,0.18898416954043573,0.02247863860094348,,0.0036283167729193743,0.004433040328274818,0.01401348710129652,0.017113678458500047,0.000716003397357838,,,0.02862785628767025,0.0026129979636318984,,,0.09453803096507477,,0.03824810945222721,0.038926864709433816,0.008001801008974345,,,,,,0.008121117853524758,,,,,0.3424475302641139,0.04412359424086448,,0.028296306908302038,,,,,,,Control
1,,,,0.01910154845241689,,,,,,,,,,0.041165447418532564,0.015309341235917115,,,,0.012278768001368115,0.02645414797701331,,,,0.22608053961630356,,,,0.011550482830801652,,0.054874859093646415,0.002983295194019418,0.081743427056033,,,,,0.0771817570207636,,,,,,0.3427668105715326,,,0.04736395438817996,,,,,0.04114562114347177,,Control
2,,,,0.0320978033318743,,0.00023906148986055787,,,,,,,,0.11669156675195225,0.0072370620758867785,,0.0020784810035001373,0.0008592984118896142,,,,,,0.006507578290570817,,0.0026855917650396607,,0.0039338172786782056,,,0.005923309115394971,,,,,,0.20612206192343724,0.02317490815563492,0.08792253704910476,,,,0.476948860168666,,,0.027578063188509756,,,,,,,Control
3,0.00010384035405037193,0.00023120311163199946,4.3124406473968595e-05,0.014573837880177078,0.0012805636691652351,,0.00814196836075888,,0.01159192087867637,0.0002766395492222881,,,0.00033454085022230183,0.07838338361330859,0.0033098233276500928,,1.4073232881947793e-05,0.025442696157997373,0.0006348033260678593,0.008253347946710298,0.00830994244751413,0.00023472141985248643,0.005523341813796453,0.0664598370540783,0.0003036802609740306,,,0.0016046501178180901,3.669092858507818e-05,0.013340721110442409,0.0005340791878699189,,,4.553696068230249e-05,0.00134670786371039,0.0037955509082613203,6.182170158855638e-05,0.003368428290294205,0.009919518196840902,0.0013497235564708073,0.00031534093964764447,0.0009250134927120256,0.10452190061422624,,0.6096263124420548,0.015490407433159938,,,,0.0002531171456910324,,1.7189448734379093e-05,Control
4,,,,,,,,,,0.023304777036258703,,,0.00106458399383281,0.13476344354281847,0.008114533641345352,,0.00011356498117056529,0.03236752314174664,,0.019892414971853827,0.00029208151379614053,,0.0003410958790145045,0.1560009971265955,,,,0.044726360015824924,,0.019662678928744442,0.014632141175003634,0.07176013792983167,,,0.00021680587314380645,,,0.027485531991796455,,0.000344203129161272,0.0023340460296008675,,0.3856327970052524,,,0.056950282093208085,,,,,,,Control
5,,,,0.050988089671688164,,,,,,,,,,0.2763302421858439,0.01410274819057906,,,0.01756979187593606,0.005270320539441544,0.028691899016914494,,,0.005968184394182954,0.1934577329077476,,,,0.006520577153173535,,0.018502542920509516,,0.04084851376333306,0.0026516316554725736,,,,0.005951660718317656,,0.004554468885656895,,,,0.21128029519233196,0.08219953551737984,,0.0351117654114913,,,,,,,Control
6,,,,0.11354169482784078,,,,,0.06296096809278315,,,,,0.07926571601474848,0.035692494535865725,,,,0.034671205728034796,0.0052296600071122116,0.0032678746337314367,,0.010011999259664395,0.13290271865375375,,,,0.006551346225432193,,0.023598717306176607,0.024455094278411936,,,,,,,0.001803528239852099,,,,,0.4454428808205248,,0.0024380124900439414,0.018166088886023668,,,,,,,Control
7,,0.007150906476755236,,0.07575108636079023,,0.004341355351907725,,,,0.016521391044612,,,0.004207581802423315,0.15752678562395245,0.008267695895216375,,0.0002955485906103232,0.016225638063551737,,0.1463200572538529,0.0027282037257721947,0.00035134718344339254,0.013839481755750754,0.02509740993355982,,,,0.00582604758025723,0.007817525929227971,0.04791474220283649,0.04059746189983172,,,0.0004020360150280123,0.01624709906079522,,,0.013923588425900238,,,0.0005823083918733131,,0.36087177841050244,,,0.020755237019852345,,,0.005821857576033504,,,0.0006158284256631422,Control
8,0.00037358058412369823,0.00020668751882495915,,0.0067084109130603874,0.0006710238209395776,,,,,0.0010371937032586482,4.2129332176993156e-05,,0.005699641819463326,0.032512170047384846,0.005778215561884996,,0.0005907242986455978,0.021936387956939564,0.004237094135911662,0.1441361197707474,0.0007522369914012511,0.0006060532845702387,0.01688594391885424,0.304840741480307,0.0004912381648300477,,,0.005867651565855911,0.0044545423998227935,0.03384914186611014,0.13092375210126395,0.11682210021522504,0.0003497242153005817,0.0001772477445326025,0.0013585948253607208,,,0.006390156801313706,,,0.000268409528375831,,0.14304278746340712,,,0.00876401777390842,2.50745663800417e-05,0.00018080082074030065,,,,2.0404809078495478e-05,Control
9,3.5848779777018583e-05,0.0019226425625916168,,0.06016291256432263,0.00017954599534388802,0.003023079263162569,,,0.0,0.00014671818015482042,,,0.0022201068756851927,0.013963401819607528,0.003804703500885091,,0.00018458093632380636,0.04405261191087793,,0.062155339408895914,0.0026195790930319137,0.0001877025997313557,0.0248106786667436,0.08543318064371319,8.780937068977584e-05,,,0.010043599567921504,0.0005693511260091659,0.031026917499370376,0.02394889816862078,,,7.733669345154568e-05,0.002001691135976335,,,0.003985860677342554,,,0.00038517298496375295,0.00020472070024347972,0.6157229324342137,0.00012053648705924505,0.0001767264283951337,0.005766920699578865,6.625982329572534e-05,,0.0008484882539358385,,,6.414514808415966e-05,Control
