,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa1017280,11,15,0.15714285714285714,0.21428571428571427,-8.166183112768618,-14.185323528972738,6.019140416204121,5.071737291928685,6.9859446917534065,0
1,taxa102106,34,37,0.4857142857142857,0.5285714285714286,-13.434465559550354,-9.537427285711896,-3.89703827383846,-4.6812500096640015,-3.0897595266899183,1
2,taxa117563,7,4,0.1,0.05714285714285714,-17.471450808489386,-13.789686640418763,-3.681764168070623,-5.503071548353718,-1.5497044189235245,2
3,taxa1263,58,63,0.8285714285714286,0.9,-7.50905531672212,-5.135427946022295,-2.3736273706998237,-3.0125489310838574,-1.731415267253209,3
4,taxa1301,33,39,0.4714285714285714,0.5571428571428572,-12.849004758264298,-9.4795926180418,-3.3694121402225017,-4.437432609803537,-2.2869336095544064,4
5,taxa1348911,35,28,0.5,0.4,-15.021474133264386,-9.655048007951853,-5.366426125312535,-6.435815752420181,-4.306256003052118,5
6,taxa1350,6,6,0.08571428571428572,0.08571428571428572,-15.48107875166662,-10.724685167153337,-4.756393584513284,-7.430360064788811,-2.091360192631021,6
7,taxa1357,5,6,0.07142857142857142,0.08571428571428572,-21.30533862620303,-12.34413116405976,-8.961207462143271,-10.346957875767377,-7.606385234007636,7
8,taxa135858,13,14,0.18571428571428572,0.2,-9.933925637375484,-6.157581062998928,-3.776344574376557,-4.8270637777495935,-2.795718074167198,8
9,taxa1485,32,39,0.45714285714285713,0.5571428571428572,-5.058535902305983,-9.800431686357678,4.741895784051697,3.681061178627795,5.815699128541173,9
10,taxa1578,18,11,0.2571428571428571,0.15714285714285714,-14.33032406011053,-10.011932044281894,-4.318392015828636,-6.440679531629185,-2.2576825733883803,10
11,taxa158846,5,5,0.07142857142857142,0.07142857142857142,-4.028332845950656,-2.699039268851931,-1.3292935770987246,-2.8370099537417115,0.03394732110911135,11
12,taxa1678,36,41,0.5142857142857142,0.5857142857142857,-12.25012266194361,-8.417558744127993,-3.832563917815621,-4.784668898494013,-2.811529138710157,12
13,taxa1730,69,70,0.9857142857142858,1.0,-4.412121274720943,-3.546598105281026,-0.8655231694399171,-1.3502257752255773,-0.3635982633109997,13
14,taxa189330,67,67,0.9571428571428572,0.9571428571428572,-5.590532151599268,-6.863500443872675,1.2729682922734071,0.7802127455866142,1.6915766129778163,14
15,taxa191303,4,8,0.05714285714285714,0.11428571428571428,-16.63876873108468,-9.684742250102609,-6.954026480982073,-9.67732473157193,-3.775351956462613,15
16,taxa207244,43,41,0.6142857142857143,0.5857142857142857,-20.102983538586468,-11.007102141145808,-9.095881397440658,-9.815376793238766,-8.418318770136304,16
17,taxa216851,58,60,0.8285714285714286,0.8571428571428571,-10.217766838502422,-5.8930868715463935,-4.324679966956028,-5.095124825418276,-3.5689745070261014,17
18,taxa2172,22,32,0.3142857142857143,0.45714285714285713,-12.948470043947355,-8.602514672645443,-4.345955371301912,-5.37237315777586,-3.3961324809387654,18
19,taxa239759,59,62,0.8428571428571429,0.8857142857142857,-8.366607765053807,-5.9672913469073565,-2.399316418146449,-3.080154970365888,-1.7408354370927794,19
20,taxa239934,32,39,0.45714285714285713,0.5571428571428572,-13.101672314509214,-9.384855508853196,-3.716816805656021,-4.74670721479902,-2.6743282303288405,20
21,taxa244127,24,25,0.34285714285714286,0.35714285714285715,-16.007350958410292,-11.466520646444867,-4.540830311965423,-5.223268299344448,-3.906838823165413,21
22,taxa283168,51,50,0.7285714285714285,0.7142857142857143,-11.78513539877875,-7.840430403126295,-3.9447049956524576,-4.439051823876779,-3.417923872235326,22
23,taxa292632,66,68,0.9428571428571428,0.9714285714285714,-8.109791252073236,-4.096332701734255,-4.013458550338982,-4.54537876295946,-3.428589449656893,23
24,taxa29465,28,28,0.4,0.4,-14.307326200247484,-10.013560853577143,-4.293765346670339,-5.499159962839938,-3.165228724341631,24
25,taxa29521,5,4,0.07142857142857142,0.05714285714285714,-14.76385852816181,-11.8833669946181,-2.88049153354371,-4.119959584939194,-1.5651088150737673,25
26,taxa32207,4,5,0.05714285714285714,0.07142857142857142,-19.29459481866991,-13.418726706080818,-5.875868112589087,-7.697742111344656,-4.137935551949915,26
27,taxa33024,17,16,0.24285714285714285,0.22857142857142856,-10.549784907390832,-5.584141070784115,-4.9656438366067155,-7.234921285054745,-3.057503138706085,27
28,taxa33042,64,60,0.9142857142857143,0.8571428571428571,-11.168877476261597,-6.757835516380015,-4.411041959881581,-5.241406090457583,-3.50012717577292,28
29,taxa35832,28,29,0.4,0.4142857142857143,-14.97348630758788,-10.05009082275811,-4.923395484829771,-5.696833260589677,-4.097225830089959,29
30,taxa375288,65,63,0.9285714285714286,0.9,-1.0437836843037793,-5.054613467005048,4.010829782701268,3.5642536178314357,4.409862058123325,30
31,taxa397864,51,53,0.7285714285714285,0.7571428571428571,-4.648087945196415,-6.75255193220073,2.1044639870043156,1.4595035322353087,2.733608846858189,31
32,taxa39948,32,25,0.45714285714285713,0.35714285714285715,-6.334795393638983,-4.6111322119282825,-1.7236631817107015,-2.6168901276735537,-0.9068190431630926,32
33,taxa40544,32,37,0.45714285714285713,0.5285714285714286,-21.84783773263572,-8.606882659717888,-13.240955072917837,-14.15568043531576,-12.29315537029499,33
34,taxa447020,16,15,0.22857142857142856,0.21428571428571427,-21.217341681521436,-12.42663936330812,-8.79070231821332,-10.037170182358077,-7.562444169244414,34
35,taxa459786,34,39,0.4857142857142857,0.5571428571428572,-14.016417821919942,-9.830681360164682,-4.18573646175526,-4.9521538197615795,-3.4019838272609406,35
36,taxa52225,12,16,0.17142857142857143,0.22857142857142856,-15.161062210778681,-8.314385985991045,-6.846676224787636,-9.163827941945687,-4.5786160586024955,36
37,taxa561,27,38,0.38571428571428573,0.5428571428571428,-22.55008143600966,-9.69654784366061,-12.853533592349049,-14.300546814950252,-11.453155550878703,37
38,taxa572511,65,65,0.9285714285714286,0.9285714285714286,-11.032207040232697,-6.645186905936438,-4.387020134296257,-4.870501763596011,-3.79518952936826,38
39,taxa577309,26,24,0.37142857142857144,0.34285714285714286,-5.800405971673692,-6.831459882266288,1.0310539105925969,-0.4011038727579454,2.381976847578726,39
40,taxa577310,22,21,0.3142857142857143,0.3,-17.060651324033927,-12.196902252881651,-4.863749071152274,-5.946042359826482,-3.7996383333367825,40
41,taxa61170,26,26,0.37142857142857144,0.37142857142857144,-15.150341700695087,-11.876819199473914,-3.273522501221175,-4.212879826010438,-2.3703417982858284,41
42,taxa644652,4,6,0.05714285714285714,0.08571428571428572,-18.45150533044802,-13.645825238083267,-4.805680092364749,-6.648143238279207,-3.311028811507662,42
43,taxa724,20,18,0.2857142857142857,0.2571428571428571,-14.513078581461524,-10.80809093773573,-3.7049876437257936,-5.1742327443526595,-2.202475592032865,43
44,taxa816,70,70,1.0,1.0,-3.851738167237193,-2.1270614701604216,-1.7246766970767708,-2.2119813671508535,-1.227160978242702,44
45,taxa830,23,22,0.32857142857142857,0.3142857142857143,-10.277984768816307,-7.693625149954738,-2.5843596188615683,-5.073334289036224,-0.1761960173081879,45
46,taxa838,30,36,0.42857142857142855,0.5142857142857142,-10.526609450839572,-4.955098014897729,-5.571511435941842,-7.73242359674739,-3.512340615040365,46
47,taxa841,70,69,1.0,0.9857142857142858,-9.94061384378411,-5.309833056613301,-4.63078078717081,-5.138375340778737,-4.095011254810162,47
48,taxa84111,8,9,0.11428571428571428,0.12857142857142856,-16.80114406425222,-12.339678377449637,-4.461465686802583,-6.169521485142892,-2.8607061886022924,48
49,taxa846,7,12,0.1,0.17142857142857143,-16.767028090642473,-13.491880130101213,-3.275147960541256,-4.226571488874084,-2.1674399681753242,49
50,taxa872,10,17,0.14285714285714285,0.24285714285714285,-16.305467384757065,-11.19917900803974,-5.106288376717326,-6.642271826979587,-3.45037582096581,50
51,taxa904,9,10,0.12857142857142856,0.14285714285714285,-11.23216474065266,-7.368450425861163,-3.863714314791498,-4.636659299631041,-3.101305123835979,51
52,taxa946234,10,13,0.14285714285714285,0.18571428571428572,-17.344387666796923,-13.239437292019787,-4.104950374777134,-5.094835393341251,-3.1716233579097026,52
