,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.02333160131259663,,,,,,,,,,,0.03728565241829223,0.008703604512762001,,,,,0.006401131996405624,,,,0.051167791945983386,,,0.016775829376861142,0.0013669209144909242,,0.08128962898833833,,,,,,,,,0.004367376421255221,,0.0009844274376121993,,,,,0.36141076494288543,,0.2651484042640561,0.13034223901806044,,,,,0.011424626450400441,,,Control
1,,,0.0016536383685369124,,0.01781841110730352,,,0.01714396859452573,,,,0.0004416040808020162,,,0.022996284699703155,0.059154515305637353,0.008700692770194739,,0.001172991874727664,0.035595453440203005,,0.08741444553097884,,,0.009808647671959577,0.03913051130186825,,,,0.004967489605210402,0.004427268030413435,0.2523343519424713,0.01313665936930926,0.11188584564855111,0.015031126715489236,0.00011136190860353175,0.00678275951775135,,,,0.006186604123283397,0.009854871461452598,,,,,,0.2674991938652029,,,0.006584310775989197,,,,0.00016699228983145411,,,,Control
2,,,0.0025387387634360293,,0.014869247947884984,,,0.0004290797478115765,,,,0.032268299728347646,,,0.0010716840364768554,0.12189479423514202,0.00949986216853818,,,0.03143653889207874,0.005568187990945261,0.0548337722110451,0.09723022220056178,,0.005407968435326078,0.2380783400522998,,,,0.0030112747658768905,,0.028816268884560188,0.034499494110306804,0.00024631979843608255,0.0026112335433549757,,0.0014063378104444265,,0.021193249862803125,,0.005069456395760578,0.007039913249944031,,,,,,0.10482095363126252,0.10153533587471197,0.020004091792199908,0.053347426156096285,,,,0.0012719077143482297,,,,Control
3,,0.00012325896708985577,0.003111532419630008,,0.022850114473487514,0.0006163957020344587,,,,,,0.006699155121309214,,,0.006813840428658777,0.20193086886678202,0.014208268921613143,,0.0004830500764266115,0.009992751727188968,,0.2091236650559617,0.0011636977932206758,0.0006557336702546255,0.021810179980282597,0.09345833796479071,0.0,,0.0,0.005668197754185306,0.007780747514193439,0.02791845864560787,0.08014072099031619,,0.030633686252065997,0.0004595481620796913,0.0028595676898505815,,,,0.021089589095757286,2.40062472728197e-05,0.0,0.0024845457261516587,0.0002748614446152675,,,0.21970053517792762,5.0534159175137265e-05,1.5836053873246605e-05,0.00762601817252745,,2.7334844583756884e-05,,,,,0.00020496090108558662,Control
4,,,,,,,,,,,,0.022121916580943018,,,0.0011660689577160613,0.1385935331107226,0.00639472697760903,,1.704779177947458e-05,0.033091568904266226,,0.019314546399376013,0.00019875719592305069,0.00036281712151846487,0.0013949104920734786,0.1500265845270632,,,,0.04390087170373426,,0.02182217628900861,0.01570252044581781,0.07302672311558223,,,7.912181008238499e-05,,,,0.026166956445699874,,0.00019875719592305069,0.002409755508592789,,,,0.3844507692866181,,,0.05955987013995034,,,,,,,,Control
5,,,,,0.05480094247719988,0.006383504711292133,,,,,,,,,,0.297038460108018,0.004510384928198986,,0.0015410004355680656,0.003851563487248982,,0.0007943569714174215,,,,0.060630428778787375,,,,0.08924946965603249,,0.014709407551381356,0.00446360902260339,0.027291188554925603,,,,,,,0.018595558122500574,,,,,,0.01537823007682396,0.3243862172971049,,,0.07637567782089703,,,,,,,,Control
6,,,,,0.03209780333187431,,,0.0002390614898605579,,,,,,,,0.11669156675195226,0.007237062075886779,,0.0020784810035001378,0.0008592984118896143,,,,,,0.006507578290570818,,0.002685591765039661,,0.003933817278678207,,,0.005923309115394973,,,,,,0.20612206192343727,,0.02317490815563493,0.08792253704910478,,,,,,0.47694886016866606,,,0.02757806318850976,,,,,,,,Control
7,,,0.0020095455724751087,,0.03803013404602232,,,,,,,,,,0.0014186839381015199,0.12944335905917168,0.003712726050776318,,,0.03745066870033952,0.005682435947467421,0.05156225150828855,0.010080684697238084,,0.0008361385143941799,0.11189615455338717,,0.000469917237276788,,0.05514325288888219,,0.03129667280731555,,,0.01361846231622073,,0.0016700183049036998,,,,0.012298238205636892,,,,,,,0.20887857131196846,0.2458210271382595,,0.038681057201874376,,,,,,,,Control
8,,,,,,,,,,,0.1841709631658074,,,,,,0.09641898071620386,,,,,,,,,0.10844597831080434,,,,,,,0.022433195513360902,,,,,,,,,,,,,,,0.4627289074542185,,,0.12580197483960506,,,,,,,,Control
9,,,,,0.06336425188353498,0.008277856355118686,,,,,0.002305840892748636,,,,,0.04554528376048801,0.0007711583675583216,,,0.005535627516581196,,,,,,0.029379534746487485,0.00038769406625875234,,0.032992166681625586,0.00027493472234687996,,0.0012238463831898824,0.00214325285431761,,,,,,,,0.039704287846853634,0.001687779383712929,,,,,0.008379164384141064,0.009023429802923904,0.10138736290661195,0.5857213451477891,0.061895182297711494,,,,,,,,Control
