,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.01716150860375296,,0.0002224706812202577,,,,,,0.03194298176652344,0.019958726678032713,,0.004652342962004712,0.00517033888598107,0.007286916930149117,,,,0.05968798186322803,,,0.007498464501345496,,0.03953454323311831,0.019249325798592076,,0.0022453504880275196,,,,,0.0023397502095182775,,,,,0.12930657391843925,0.6433220765172877,,0.010420646962779152,,,,,,Control
1,,,0.049176522730677664,0.00197582524595076,,,0.01788906830023471,,0.004943152497794349,,0.15353195279077123,0.009241256471293256,0.008315403758760173,0.010232654437101522,,0.003733270354402143,,,0.002854755880345579,0.0560319319827543,0.004414732908294907,0.01869517087543489,0.26363341268123774,,0.012152818237810661,,,,,,,,0.030678611855575705,0.008030333927055414,,,,0.1405654370515872,,0.15081858738534779,0.05308510062756976,,,,,,Control
2,,0.0006548923722346756,0.06943102983556344,6.442141414743539e-05,0.009103133051576676,,,,0.017847078582742967,0.009761311033276066,0.12452107841681968,0.003171434535815548,0.0018245693416729923,0.07973317565537054,,0.07646774922022512,0.003844515103301322,,0.003138813127558742,0.10627573702967527,0.0008912215673037737,,6.993654432034879e-05,0.0023826535778937626,0.023217641939208947,0.021892485236172547,0.05218275357776469,0.018204857984811328,0.0006114753900223785,0.004222712221328979,,0.0012915965492182534,0.009371731625317075,,,0.00010220592299165067,,0.3247332114450451,0.00039216095825269406,0.00044789897595767,0.03414651776441031,,,,,,Control
3,0.00010384483229713015,0.00023121308255895387,0.014574466395390053,0.0012806188950950056,,0.00814231949345436,0.011592420794942748,0.00027665147965314825,,0.0003345552777200863,0.07838676399598134,0.0033099660679722235,1.4073839807936323e-05,0.025443793406486476,0.0006348307027651276,0.008253703882791454,0.0083103008243048,0.0002347315425109379,0.005523580014906208,0.06646270321870729,0.00030369335756982586,,0.0016047193203863393,3.6692510927833984e-05,0.013341296445933236,0.0005341022207111833,,,4.553892452139395e-05,0.0013467659421923066,0.0037957145962004266,6.182436772772029e-05,0.0033685735580295585,0.009919945988623915,0.0013497817650082928,0.0003153545391249732,0.0009250533850902145,0.10452640825354305,,0.6096526033487295,0.01549107547659551,,,0.00025312806168845467,,1.7190190051122222e-05,Control
4,,,0.36803880732085975,,0.012470299353784457,,,,,,0.07327291163947568,0.025424971983397018,0.004217236027447022,0.01546838601949203,,0.005086300278348679,,,0.0057139940673795785,0.028388126314451523,,,0.025286004409091813,,0.029329775821470304,0.07642041293284264,0.05074416755158287,0.003442739374095269,,,,,0.06417592228437011,,,,,0.19724145556182623,,,0.014719354058691111,,,0.0005591350013940287,,,Control
5,,,0.039710088128495566,,,,,,,,0.08743579517554427,0.007786552649681553,0.0029470525823120626,0.006507082498966951,,0.012528724560015213,,,0.0246937439001103,0.049873028267077665,,,7.302112501146582e-05,,0.10061510795073014,0.034886392633388844,,,,,,,0.013237429588379918,,,,,0.569896871164828,,,0.049809109775458035,,,,,,Control
6,0.00011881964025161945,0.005578375510778321,0.16975789213353512,0.0008649948874297284,,,0.005555800786930685,7.880997343237186e-05,1.3907642370418565e-05,0.01421099022212117,0.08221321383242015,0.003550480005143811,2.660592453471377e-05,0.04906817788318024,0.003432164264978076,0.07485002421743812,0.06444005312316264,0.00020821151548757068,0.0021364355841340813,0.21208751494819603,0.0009748451061525998,,0.010031945249844746,0.0007431518466628007,0.022142881474032712,0.07832612856990534,,,7.115069212692395e-05,0.0009102451151421773,,0.002171305470077304,0.003535564562601623,,0.0003373107174912386,0.00025114380280494964,0.0006450928899496321,0.1883890939090372,,0.0,0.002887347492119506,0.0003787313045509635,1.1589701975348804e-05,,,,Control
7,1.6157906572770784e-05,0.005638666711525146,0.03753205020372244,,0.0052244266820602086,,,0.08453949523585229,,0.0012191472520934447,0.10834839191201598,0.005549576884188979,0.0007580935618046567,0.10962774396668194,0.004197956932317406,0.06642836336785665,0.007498486026288251,0.002225585624509729,0.009203919863866315,0.24800615859715724,8.09002034568181e-05,,0.009546224007904535,0.0007521173497845908,0.03465859892800038,0.01950159719799766,3.331184848221922e-05,1.250577700495273e-05,0.000735406090246999,0.0012686170071484347,,0.00032968769644030246,0.014063908283295465,0.04809887841994266,,0.00045651619597725685,,0.13684529490614247,,,0.03249034067064609,0.00013723153527558747,0.004974643153740046,,,0.0,Control
8,,,,,,,,0.0034742517570772857,,0.0010578255934240164,0.13548910121819882,0.0079323384632845,,0.036302236342159205,,0.020869873315584937,0.00020492801752996769,,0.0007086258453531367,0.15524500427802276,,,0.04446526921265332,,0.020387229736138133,0.015659548392387826,0.07508275823486796,,,0.00019961432627307518,,,0.018298648297202576,,0.00043812888287962767,0.002851848071741649,,0.4020178391643909,,,0.05931493085083025,,,,,,Control
9,0.00011932572166221344,0.002843861474503644,0.031853520410685156,0.0007935262828205859,,0.001472434376737502,,0.02781108016078885,,0.006393136499108178,0.24642398925945697,0.010672488451961625,0.0014976094432288436,0.03428342601544296,,0.02688492425937973,0.005616291256279821,0.0006534260144195822,0.007761698142151728,0.13062380028271808,0.0008563616113802761,,0.0745614856482165,0.0015755907467508044,0.007208870056028848,0.017682004729433015,,,0.0,0.0012771741049266067,,0.0033663976107019826,0.014661303763477995,,0.0009485678508465319,9.271792780957576e-05,0.0002416192357156826,0.2039067814363153,0.12999442362043448,,0.007885424383566495,,2.5277404160005758e-05,,,1.1461818890366982e-05,Control
10,,,0.07987366613933189,0.013360611849724103,,,0.008682029894703595,,0.0018317565621986513,,0.08178798712365629,0.008246559189476805,,0.0004128221106287074,0.0005149466826346122,,,,0.00543030939936236,0.011442996524367262,0.005007089524849986,0.022328219932678084,0.053525526561808465,,0.007880784386717753,0.007981570632679225,,,,,,0.00020002826956398473,0.008262722050167256,0.00260469132693689,,,0.017029169433827346,0.029934338635815433,0.19006700586711836,0.4051905637307258,0.03840460417102695,,,,,,Control
11,,0.00011550724480547493,0.12938851044283184,,0.0002241441702173157,,,0.0002942428977804896,,,0.26195991104224564,0.0340009959816146,0.0376043711548352,,,0.00036337548667893374,,,0.006150868134632067,0.0462921047255667,,0.006650683870518952,0.024545718916125524,,0.004999338195014659,0.012627217650537552,,,,,,0.0004401298361546906,0.12363032400104212,,7.772048814048687e-05,0.0009911509212722589,,0.2656634425903767,,,0.043980242249608774,,,,,,Control
12,3.510834344249077e-05,0.004824329015677736,0.035574711007532,,1.327880038512545e-05,,,0.00905402932623065,,0.002980185313707132,0.017185986801475997,0.006148486966203541,0.00013037367650850436,0.02773720087112954,0.0002879085356229473,0.026012868163542913,0.005458190540122248,0.0010450013515203272,0.0029036310175474317,0.19955924442418643,0.0,0.06890500295905994,0.017904249185944146,0.0008398841243591846,0.023602162311806948,0.007185239365969472,,0.0031497918095353254,,0.008158716269960828,0.007249420234497578,0.0003732147684001168,0.01751574367770661,0.03720287300929908,2.6959988660709243e-05,0.0006075051176194893,,0.1398700307233214,0.1308736434623989,0.17153594576294098,0.022807245034206492,3.923281931968882e-05,0.001745055683945236,0.0013954812041095473,,6.20683321032e-05,Control
