,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,4,3,0.0625,0.046875
1,taxa1017280,11,13,0.171875,0.203125
2,taxa102106,31,33,0.484375,0.515625
3,taxa117563,2,5,0.03125,0.078125
4,taxa1263,55,56,0.859375,0.875
5,taxa1301,27,37,0.421875,0.578125
6,taxa133925,5,5,0.078125,0.078125
7,taxa1348911,34,32,0.53125,0.5
8,taxa1350,5,6,0.078125,0.09375
9,taxa1357,4,9,0.0625,0.140625
10,taxa135858,11,14,0.171875,0.21875
11,taxa1485,30,36,0.46875,0.5625
12,taxa1578,9,14,0.140625,0.21875
13,taxa158846,6,7,0.09375,0.109375
14,taxa1678,33,34,0.515625,0.53125
15,taxa1730,61,64,0.953125,1.0
16,taxa189330,61,59,0.953125,0.921875
17,taxa191303,4,9,0.0625,0.140625
18,taxa207244,32,38,0.5,0.59375
19,taxa216851,52,58,0.8125,0.90625
20,taxa2172,21,13,0.328125,0.203125
21,taxa2316,2,1,0.03125,0.015625
22,taxa239759,47,54,0.734375,0.84375
23,taxa239934,26,29,0.40625,0.453125
24,taxa244127,20,21,0.3125,0.328125
25,taxa283168,41,51,0.640625,0.796875
26,taxa292632,62,60,0.96875,0.9375
27,taxa29465,24,29,0.375,0.453125
28,taxa29521,4,8,0.0625,0.125
29,taxa32207,2,4,0.03125,0.0625
30,taxa33024,14,15,0.21875,0.234375
31,taxa33042,48,51,0.75,0.796875
32,taxa35832,25,28,0.390625,0.4375
33,taxa375288,59,58,0.921875,0.90625
34,taxa397864,48,50,0.75,0.78125
35,taxa39948,25,27,0.390625,0.421875
36,taxa40544,28,32,0.4375,0.5
37,taxa447020,14,12,0.21875,0.1875
38,taxa459786,31,31,0.484375,0.484375
39,taxa52225,12,8,0.1875,0.125
40,taxa561,31,25,0.484375,0.390625
41,taxa570,4,4,0.0625,0.0625
42,taxa572511,57,58,0.890625,0.90625
43,taxa577309,27,31,0.421875,0.484375
44,taxa577310,15,18,0.234375,0.28125
45,taxa61170,17,26,0.265625,0.40625
46,taxa644652,4,3,0.0625,0.046875
47,taxa674963,3,3,0.046875,0.046875
48,taxa724,14,19,0.21875,0.296875
49,taxa816,64,63,1.0,0.984375
50,taxa830,19,26,0.296875,0.40625
51,taxa836,1,3,0.015625,0.046875
52,taxa838,32,30,0.5,0.46875
53,taxa841,63,64,0.984375,1.0
54,taxa84108,3,6,0.046875,0.09375
55,taxa84111,5,7,0.078125,0.109375
56,taxa846,10,9,0.15625,0.140625
57,taxa872,17,13,0.265625,0.203125
58,taxa904,9,7,0.140625,0.109375
59,taxa906,10,9,0.15625,0.140625
60,taxa946234,9,16,0.140625,0.25
