,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,8,4,0.1038961038961039,0.05194805194805195,-19.77502759619983,-11.602379934602777,-8.172647661597052,-10.477351048908103,-5.9951151503770745,0
1,taxa1017280,11,11,0.14285714285714285,0.14285714285714285,-20.090600371152068,-13.100675891900453,-6.989924479251611,-8.083690416397005,-5.734191885662259,1
2,taxa102106,33,28,0.42857142857142855,0.36363636363636365,-15.189336050131827,-9.053432984652524,-6.1359030654793045,-6.970801225521129,-5.322304979756122,2
3,taxa1263,65,68,0.8441558441558441,0.8831168831168831,-4.354512238494993,-5.546944352433459,1.192432113938465,0.7074481111858026,1.7223313161131553,3
4,taxa1301,36,33,0.4675324675324675,0.42857142857142855,-11.534702015827742,-9.953195869753895,-1.58150614607385,-2.7748057529110697,-0.243136334956959,4
5,taxa1348911,35,33,0.45454545454545453,0.42857142857142855,-16.306482419259652,-9.838149286578066,-6.468333132681586,-7.546417474935122,-5.420436250599894,5
6,taxa1357,7,5,0.09090909090909091,0.06493506493506493,-15.906481185419489,-13.300775606116657,-2.605705579302835,-4.427176079792812,-0.7589423988859346,6
7,taxa135858,15,15,0.19480519480519481,0.19480519480519481,-6.104444902335903,-5.710891288246881,-0.3935536140890221,-1.3015092546903249,0.5686968495654655,7
8,taxa1485,35,37,0.45454545454545453,0.4805194805194805,-10.607762809318304,-9.052655699121402,-1.5551071101969018,-2.616480380659044,-0.5854505343074138,8
9,taxa1578,12,16,0.15584415584415584,0.2077922077922078,-16.166296559820033,-9.86244867043259,-6.303847889387444,-8.359053315081695,-4.367331768988489,9
10,taxa1678,36,32,0.4675324675324675,0.4155844155844156,-14.533349343084799,-7.746538088278292,-6.786811254806506,-7.687974610213504,-5.936602233175784,10
11,taxa1730,75,73,0.974025974025974,0.948051948051948,-5.562809114460646,-3.6335340647955916,-1.9292750496650541,-2.3682372782818892,-1.4826461529757582,11
12,taxa189330,73,70,0.948051948051948,0.9090909090909091,-5.845901663900988,-6.679874051537461,0.8339723876364737,0.3936512671585017,1.3307857581028064,12
13,taxa191303,7,7,0.09090909090909091,0.09090909090909091,-16.813481832002697,-12.067761034969033,-4.745720797033664,-8.096813246680101,-1.4608395716185505,13
14,taxa207244,44,38,0.5714285714285714,0.4935064935064935,-10.862555806580003,-11.009789875486513,0.14723406890650897,-0.601587160910939,0.9042140624211504,14
15,taxa216851,64,59,0.8311688311688312,0.7662337662337663,-16.02457989281846,-6.5044903855918355,-9.520089507226626,-10.198500813047241,-8.874218709346968,15
