,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,1,1,0.034482758620689655,0.034482758620689655
1,taxa1017280,2,5,0.06896551724137931,0.1724137931034483
2,taxa102106,10,13,0.3448275862068966,0.4482758620689655
3,taxa117563,2,1,0.06896551724137931,0.034482758620689655
4,taxa1263,24,26,0.8275862068965517,0.896551724137931
5,taxa1301,7,19,0.2413793103448276,0.6551724137931034
6,taxa133925,1,1,0.034482758620689655,0.034482758620689655
7,taxa1348911,14,14,0.4827586206896552,0.4827586206896552
8,taxa1350,2,2,0.06896551724137931,0.06896551724137931
9,taxa1357,0,5,0.0,0.1724137931034483
10,taxa135858,4,4,0.13793103448275862,0.13793103448275862
11,taxa1485,9,11,0.3103448275862069,0.3793103448275862
12,taxa1578,6,7,0.20689655172413793,0.2413793103448276
13,taxa158846,3,1,0.10344827586206896,0.034482758620689655
14,taxa1678,10,15,0.3448275862068966,0.5172413793103449
15,taxa1730,28,28,0.9655172413793104,0.9655172413793104
16,taxa189330,26,27,0.896551724137931,0.9310344827586207
17,taxa191303,1,3,0.034482758620689655,0.10344827586206896
18,taxa207244,16,17,0.5517241379310345,0.5862068965517241
19,taxa216851,24,24,0.8275862068965517,0.8275862068965517
20,taxa2172,7,15,0.2413793103448276,0.5172413793103449
21,taxa2316,1,0,0.034482758620689655,0.0
22,taxa239759,23,24,0.7931034482758621,0.8275862068965517
23,taxa239934,8,12,0.27586206896551724,0.41379310344827586
24,taxa244127,7,7,0.2413793103448276,0.2413793103448276
25,taxa283168,16,21,0.5517241379310345,0.7241379310344828
26,taxa292632,27,28,0.9310344827586207,0.9655172413793104
27,taxa29465,5,16,0.1724137931034483,0.5517241379310345
28,taxa29521,3,2,0.10344827586206896,0.06896551724137931
29,taxa32207,0,1,0.0,0.034482758620689655
30,taxa33024,6,4,0.20689655172413793,0.13793103448275862
31,taxa33042,24,25,0.8275862068965517,0.8620689655172413
32,taxa35832,10,13,0.3448275862068966,0.4482758620689655
33,taxa375288,25,28,0.8620689655172413,0.9655172413793104
34,taxa397864,21,21,0.7241379310344828,0.7241379310344828
35,taxa39948,9,16,0.3103448275862069,0.5517241379310345
36,taxa40544,12,14,0.41379310344827586,0.4827586206896552
37,taxa447020,4,5,0.13793103448275862,0.1724137931034483
38,taxa459786,10,13,0.3448275862068966,0.4482758620689655
39,taxa52225,4,6,0.13793103448275862,0.20689655172413793
40,taxa561,11,12,0.3793103448275862,0.41379310344827586
41,taxa570,3,1,0.10344827586206896,0.034482758620689655
42,taxa572511,26,25,0.896551724137931,0.8620689655172413
43,taxa577309,12,11,0.41379310344827586,0.3793103448275862
44,taxa577310,6,9,0.20689655172413793,0.3103448275862069
45,taxa61170,8,6,0.27586206896551724,0.20689655172413793
46,taxa644652,2,3,0.06896551724137931,0.10344827586206896
47,taxa674963,1,0,0.034482758620689655,0.0
48,taxa724,4,9,0.13793103448275862,0.3103448275862069
49,taxa816,28,29,0.9655172413793104,1.0
50,taxa830,8,8,0.27586206896551724,0.27586206896551724
51,taxa836,1,1,0.034482758620689655,0.034482758620689655
52,taxa838,15,11,0.5172413793103449,0.3793103448275862
53,taxa841,27,28,0.9310344827586207,0.9655172413793104
54,taxa84108,1,2,0.034482758620689655,0.06896551724137931
55,taxa84111,3,3,0.10344827586206896,0.10344827586206896
56,taxa846,1,3,0.034482758620689655,0.10344827586206896
57,taxa872,7,4,0.2413793103448276,0.13793103448275862
58,taxa904,4,4,0.13793103448275862,0.13793103448275862
59,taxa906,3,5,0.10344827586206896,0.1724137931034483
60,taxa946234,7,5,0.2413793103448276,0.1724137931034483
