item,value,type
0,MicrobiotaLoads_ori,-0.043784314965982674,MicrobiotaLoadsFoldChange_ori
1,taxa40544,9.312362046618466,TaxaFoldChange
2,taxa158846,8.67159886689658,TaxaFoldChange
3,taxa207244,-9.621737812839367,TaxaFoldChange
4,taxa32207,5.410042425125552,TaxaFoldChange
5,taxa644652,-4.734810262937625,TaxaFoldChange
6,taxa29521,6.944751720240363,TaxaFoldChange
7,taxa2316,1.9137945201730755,TaxaFoldChange
8,taxa1578,8.929979108117413,TaxaFoldChange
9,taxa133925,1.2390810061598412,TaxaFoldChange
10,taxa1301,5.774110083082843,TaxaFoldChange
11,taxa1350,-6.508808555404563,TaxaFoldChange
12,taxa577310,-1.7639047796702518,TaxaFoldChange
13,taxa33024,2.7377676472032157,TaxaFoldChange
14,taxa52225,-6.006424038280791,TaxaFoldChange
15,changedTaxaCount,15.0,changedTaxaCount
16,totalTaxaCount,61.0,totalTaxaCount
17,MicrobiotaLoads,1.2769697039243937,MicrobiotaLoadsFoldChange
18,taxa100883,0.11608313373865504,ranksums_on_loads
19,taxa1017280,0.15729920705028502,ranksums_on_loads
20,taxa102106,0.4824869543182946,ranksums_on_loads
21,taxa117563,0.19169460205188804,ranksums_on_loads
22,taxa1263,0.7676379368741285,ranksums_on_loads
23,taxa1301,1.1891241653309144e-10,ranksums_on_loads
24,taxa133925,0.5370939784426416,ranksums_on_loads
25,taxa1348911,0.6303252212359107,ranksums_on_loads
26,taxa1350,0.057039874249055524,ranksums_on_loads
27,taxa1357,0.7340951823194757,ranksums_on_loads
28,taxa135858,0.6303067480758068,ranksums_on_loads
29,taxa1485,0.4691350755037194,ranksums_on_loads
30,taxa1578,4.533293835657397e-06,ranksums_on_loads
31,taxa158846,0.0864107329737,ranksums_on_loads
32,taxa1678,0.33579159191202224,ranksums_on_loads
33,taxa1730,0.6168301986937571,ranksums_on_loads
34,taxa189330,0.4231656177161157,ranksums_on_loads
35,taxa191303,0.7527138062630524,ranksums_on_loads
36,taxa207244,3.0198101609108486e-14,ranksums_on_loads
37,taxa216851,0.5896869142106276,ranksums_on_loads
38,taxa2172,0.21294627515560105,ranksums_on_loads
39,taxa2316,0.17971249487899976,ranksums_on_loads
40,taxa239759,0.8958914863808394,ranksums_on_loads
41,taxa239934,0.8986992531000996,ranksums_on_loads
42,taxa244127,0.26835952882925296,ranksums_on_loads
43,taxa283168,0.5009745806182802,ranksums_on_loads
44,taxa292632,0.8879838861810018,ranksums_on_loads
45,taxa29465,0.756994844196247,ranksums_on_loads
46,taxa29521,0.014305878435429647,ranksums_on_loads
47,taxa32207,0.025347318677468245,ranksums_on_loads
48,taxa33024,0.001163799982850971,ranksums_on_loads
49,taxa33042,0.6790442639120947,ranksums_on_loads
50,taxa35832,0.9291579362073982,ranksums_on_loads
51,taxa375288,0.6109343564527066,ranksums_on_loads
52,taxa397864,0.6802015941443549,ranksums_on_loads
53,taxa39948,0.30659167553631583,ranksums_on_loads
54,taxa40544,4.394602089680958e-11,ranksums_on_loads
55,taxa447020,0.13784031985137393,ranksums_on_loads
56,taxa459786,0.613892513437776,ranksums_on_loads
57,taxa52225,0.003364116948757639,ranksums_on_loads
58,taxa561,0.3747600374063713,ranksums_on_loads
59,taxa570,0.9092690452142216,ranksums_on_loads
60,taxa572511,0.8282168505183897,ranksums_on_loads
61,taxa577309,0.8019873716132168,ranksums_on_loads
62,taxa577310,0.02236207285327251,ranksums_on_loads
63,taxa61170,0.8828000527126362,ranksums_on_loads
64,taxa644652,0.02013675155034634,ranksums_on_loads
65,taxa674963,1.0,ranksums_on_loads
66,taxa724,0.05465296102727587,ranksums_on_loads
67,taxa816,0.28784997365459564,ranksums_on_loads
68,taxa830,0.3698478869583229,ranksums_on_loads
69,taxa836,0.5637028616507731,ranksums_on_loads
70,taxa838,0.3973069226656415,ranksums_on_loads
71,taxa841,0.9408326379710144,ranksums_on_loads
72,taxa84108,0.2452781168067728,ranksums_on_loads
