"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa102106",-0.826888749397392,1.12624705262805,-0.734198369236912,0.462827847246201,1,FALSE
"2","taxa1263",4.52950202835973,1.26973738039053,3.56727469657277,0.000360713290450333,0.014067818327563,TRUE
"3","taxa1301",-0.92928855579712,1.21216075874626,-0.766638046226052,0.443296748156985,1,FALSE
"4","taxa1348911",1.40958211996531,1.42822387938011,0.98694759296218,0.323668330886899,1,FALSE
"5","taxa135858",0.209151025120257,1.44994480231261,0.144247577415822,0.885304972421046,1,FALSE
"6","taxa1485",0.336435613862175,1.47357302139791,0.228312821269634,0.819403057831452,1,FALSE
"7","taxa1578",-0.188736072265386,1.18748440698093,-0.158937726807909,0.873717936779285,1,FALSE
"8","taxa1678",-1.23141989542558,1.11441875252419,-1.10498849075931,0.269164576219707,1,FALSE
"9","taxa1730",-0.285844209710607,0.82104969516378,-0.348144833856357,0.727731415327216,1,FALSE
"10","taxa189330",-0.391711739724165,0.944147065228822,-0.414884242243798,0.678226645845445,1,FALSE
"11","taxa207244",-1.67009348506384,1.21558919860007,-1.37389628583999,0.169473882875451,1,FALSE
"12","taxa216851",0.0415660676020515,1.04377676075591,0.0398227563257386,0.968234433694957,1,FALSE
"13","taxa2172",2.6133761401225,1.45424399732864,1.79706854208999,0.072324739060155,1,FALSE
"14","taxa239759",-4.59231369511653,0.96835025188993,-4.7424097697643,2.11190900966881e-06,8.23644513770835e-05,TRUE
"15","taxa239934",3.16949596533314,1.41914369060573,2.23338622178584,0.0255234859957359,0.995415953833702,FALSE
"16","taxa244127",0.075898011122443,0.992280409497216,0.0764884707951658,0.93903048607739,1,FALSE
"17","taxa283168",-2.54781675135799,1.02924031625674,-2.4754342704182,0.0133074254401024,0.518989592163992,FALSE
"18","taxa292632",0.166812467477232,0.96669042767359,0.172560379933293,0.862996996856818,1,FALSE
"19","taxa29465",-0.163032400185035,1.27342835438545,-0.128026362553952,0.898128110410706,1,FALSE
"20","taxa33024",-0.217089837534314,1.3668502693701,-0.158824885504363,0.873806841874096,1,FALSE
"21","taxa33042",1.28776411807968,1.11417792677266,1.15579755004645,0.247763975395884,1,FALSE
"22","taxa35832",-1.19108969303045,1.102378144949,-1.08047288354537,0.279931655597153,1,FALSE
"23","taxa375288",0.332372475331969,1.07168898599575,0.310138929927649,0.756455308991431,1,FALSE
"24","taxa397864",0.775296803849823,1.31388002230542,0.59008188775824,0.555135751118299,1,FALSE
"25","taxa39948",0.224984634288148,1.69714293518218,0.132566697609355,0.894536071366321,1,FALSE
"26","taxa40544",2.97472833075168,1.63590314610042,1.81840125305871,0.0690028269947609,1,FALSE
"27","taxa447020",-6.7462477578355,0,Inf,0,0,TRUE
"28","taxa459786",0.418449312905432,1.29613465442505,0.322844012755026,0.746813378899534,1,FALSE
"29","taxa52225",0.436127330011077,1.13397333132007,0.384601046572565,0.700533018610166,1,FALSE
"30","taxa561",0.143665043817419,1.63726613066731,0.0877469100022641,0.93007783459651,1,FALSE
"31","taxa572511",-4.32528233807146,0.926272879623095,-4.66955519612259,3.01852591357312e-06,0.000117722510629352,TRUE
"32","taxa577309",5.08956508228644,1.71774947163436,2.96292629765384,0.0030472952374312,0.118844514259817,FALSE
"33","taxa577310",0.751135641401015,1.31040733281137,0.573207751966343,0.566504036244499,1,FALSE
"34","taxa61170",-1.9187875851957,1.08666729264205,-1.76575442933457,0.0774370568602254,1,FALSE
"35","taxa724",1.02339202027349,1.21470853245373,0.842500067243478,0.399508102076436,1,FALSE
"36","taxa816",0.725372551008139,0.791072964326074,0.916947720019851,0.359170036248388,1,FALSE
"37","taxa830",0.032166118488437,1.58370585617766,0.0203106646117172,0.98379554841275,1,FALSE
"38","taxa838",-2.29676486043667,1.55136791832329,-1.48047721840155,0.138745936070534,1,FALSE
"39","taxa841",-4.59179303622494,0.769590876792081,-5.96653777311538,2.42340656713536e-09,9.4512856118279e-08,TRUE
"40","taxa872",1.22549309747714,1.11480691440471,1.09928731302455,0.271642764433844,1,FALSE
