,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,0.0011613692485079648,0.01678410998937542,1.5294413946734593e-05,0.017276549870002517,0.0005330908229592095,0.022487819558919167,0.06181237396572785,0.004789566472793201,0.0010064126861528905,0.03690622582262565,,0.08482372533888952,,0.009227059561378348,0.04131846300396982,,,0.005857861162743733,0.0035729562160170965,0.24413708262475084,0.01269315612205707,0.11437605482403425,0.015022938099180051,3.531802167963053e-05,0.0065951122876629735,,0.007132127335253253,0.00913700363715251,,,,0.27873163827624314,,,0.004566690637977299,Control
1,,0.037203574727420675,,,0.00046614747576628117,,0.10613574821799125,0.020186319474336654,,0.0021575734397703402,,,,,0.008359571226390514,0.021146517619841133,0.02379044783395302,,,0.025778140063364877,,,0.0008153477415031697,,,,,0.0009848186107738338,,,0.03303851010075106,0.5758860187353534,,,0.14405126473278385,Control
2,,,,,,,,,,,,,,,0.6664687334125066,,,,,,,,,,,0.23701190519523796,0.01630319347872261,,,,,0.06880527247789099,,,0.011410895435641824,Control
3,0.003179625799305741,0.04281521883794791,,,0.0003195807101083378,,0.08997643193396086,0.004920936136851742,0.0,0.027617335675846455,0.002337186775507496,0.03273881882160479,0.0012029786540312278,0.0070937815661801075,0.05244157639860046,0.0008280781184705917,0.06452991902472059,0.06642131093625418,0.00015129517162090935,0.005021260207873093,0.00041029713319921723,,,0.0003135127219417238,0.0013644882723992703,0.12874147093696617,0.007252965122417615,0.0032569926484300694,0.00011701103847954015,0.00021379544973703363,,0.019151480852058804,7.443398817713188e-05,0.4322470690605824,0.005261148006726568,Control
4,0.002231755869238891,0.015279176500821574,0.0014048960617678785,0.0004060760092489831,0.001269906765713887,0.0032663380113840306,0.08700281754897113,0.003682890801819294,0.00021658730337020923,0.03633579413447331,,0.004752328389064941,0.0005064113367637405,0.012212098808538137,0.0349589033147226,0.0002702808069498937,,0.01783490668059004,0.0007228979018533123,0.02025766232991727,,0.0964860170733253,1.2088593676476796e-05,0.0001503015147108615,0.0007912991944060435,,0.0033715087763693786,0.007980990283490617,,4.664182393507297e-05,0.0030482396338042616,0.059950257451786906,0.032550049548123336,0.5246006407156126,0.028400236815550123,Control
5,,,,,,,,0.11818527701631665,,,,,,,0.13292733331927808,,,,,,0.027497422254560144,,,,,,,,,,,0.5671885732945081,,,0.1542013941153369,Control
6,,0.08275101981961634,,0.001752007498087917,,,0.029190007860085437,0.0024087456180905994,,,,0.0025468895186592584,,,0.0396356026073905,,0.02860879512805788,,,0.038213627946208584,,,,,,,0.01714063301165299,,,,,0.5045438755615878,,0.189265210576176,0.06394358485438675,Control
7,,0.08768629003269506,0.0016928810415878048,0.0011335143168424626,0.034484078018239994,0.0009386374912612051,0.059731686374315064,0.014152208759519372,0.002317136822295921,0.007782283903981388,0.06511517178460315,0.012008144362739675,0.008747023778012755,0.002335586699274028,0.25637781322623454,0.0006906124405214227,,0.011684537713697533,0.00013753544656407206,0.06088836786622663,0.04834559638650772,,0.0006319082865001725,,,,0.006327364343872579,0.026758401691350537,6.17441905687793e-05,,0.0004196298724054729,0.107419167262706,0.10578698212322231,0.06695261180546826,0.009393083958785905,Control
8,,,,0.0020480314644252514,,,0.10388021550599752,0.030182102526276736,,,,,,,0.01340541987715767,,,,,0.05025853599736686,,0.03828939251899647,,,,,,0.003446001607613618,,,,0.6832087235002424,,0.0370310112039552,0.03825056579796823,Control
9,,0.036079018954156605,0.0005113198336935277,,0.007524862825701979,,0.09777473648861124,0.004511699173902688,0.0013163550587921658,0.0018913368432761186,,0.0036866240978398147,,0.00882330347226854,0.0014013726083374077,0.004392472181802337,,,5.698200046901348e-05,0.00015029888223176734,,0.07517605970580081,,,,0.00038288260705910836,0.001807230196047433,,3.927001098042136e-05,0.0002246892380838542,0.00012408513778865103,0.7341396978010717,,,0.019985702882084806,Control
