,taxa100175,taxa100883,taxa1011,taxa1016,taxa1017280,taxa1021,taxa102106,taxa102234,taxa1030,taxa104264,taxa1051,taxa1054211,taxa1060,taxa1064,taxa106589,taxa107,taxa1073,taxa1077265,taxa1080709,taxa1081,taxa1091,taxa1107,taxa110932,taxa112008,taxa1120752,taxa1121251,taxa1123044,taxa1129,taxa113,taxa1134403,taxa114627,taxa1152,taxa1164882,taxa117156,taxa117563,taxa118747,taxa118966,taxa119977,taxa120961,taxa1210119,taxa1221880,taxa123375,taxa1234,taxa1236988,taxa1243,taxa125216,taxa1253,taxa1257,taxa1263,taxa1269,taxa1279,taxa1279384,taxa1279388,taxa1283313,taxa129001,taxa1291539,taxa12916,taxa129337,taxa1298,taxa1301,taxa131079,taxa13275,taxa13334,taxa1335483,taxa133925,taxa1348911,taxa1350,taxa135575,taxa1357,taxa135858,taxa13687,taxa1372,taxa137460,taxa1375,taxa1378,taxa1380,taxa1386,taxa140625,taxa1433993,taxa1434010,taxa1434049,taxa146918,taxa1481960,taxa1485,taxa1485594,taxa1486726,taxa150022,taxa1501226,taxa150247,taxa1502725,taxa150333,taxa1505652,taxa1505657,taxa1505660,taxa1505663,taxa1505664,taxa1506553,taxa1506577,taxa1508657,taxa151037,taxa1518147,taxa1524217,taxa1548510,taxa1551504,taxa155493,taxa1562,taxa156454,taxa156885,taxa1569,taxa156973,taxa156993,taxa157,taxa157226,taxa1573,taxa1573534,taxa1573535,taxa1573536,taxa1573806,taxa1578,taxa158846,taxa160674,taxa160700,taxa160795,taxa161492,taxa1618113,taxa162171,taxa162289,taxa162985,taxa1637,taxa1637257,taxa1647,taxa1647190,taxa1649,taxa1649459,taxa1649482,taxa1649490,taxa1649501,taxa1649512,taxa1654,taxa1654931,taxa165696,taxa165779,taxa165812,taxa1663,taxa166484,taxa1676142,taxa167639,taxa1678,taxa168470,taxa1696,taxa1697027,taxa1716,taxa1730,taxa173479,taxa1742989,taxa1743,taxa174708,taxa174951,taxa1754,taxa1763,taxa1769729,taxa1778601,taxa177971,taxa178440,taxa178898,taxa179,taxa18,taxa180162,taxa180541,taxa1813,taxa1817,taxa1822464,taxa182639,taxa1827,taxa182709,taxa1839,taxa1843210,taxa1847,taxa184869,taxa1849822,taxa1849828,taxa1865,taxa1866885,taxa186831,taxa187,taxa1870884,taxa187144,taxa1883,taxa1884930,taxa188905,taxa189330,taxa1906945,taxa191,taxa1912216,taxa1912217,taxa191303,taxa191494,taxa191769,taxa194,taxa195950,taxa1960084,taxa196081,taxa20,taxa2004797,taxa2005359,taxa2023,taxa202746,taxa2034,taxa203470,taxa2035811,taxa203697,taxa203804,taxa2039240,taxa2040,taxa204037,taxa2042899,taxa204474,taxa204475,taxa2048137,taxa2050,taxa2053,taxa2057233,taxa207244,taxa207599,taxa2077,taxa2086,taxa209,taxa2093,taxa2094023,taxa212791,taxa2132,taxa213485,taxa2147,taxa214904,taxa2152,taxa216851,taxa2172,taxa218204,taxa22,taxa2237,taxa223927,taxa224465,taxa2260,taxa227388,taxa2282740,taxa2282741,taxa2282742,taxa2316,taxa233189,taxa233191,taxa2357,taxa235888,taxa236752,taxa237,taxa2375,taxa239759,taxa239934,taxa241189,taxa244127,taxa246875,taxa246876,taxa248744,taxa252965,taxa253238,taxa253255,taxa255204,taxa256319,taxa256846,taxa261963,taxa262406,taxa264995,taxa265,taxa265488,taxa265570,taxa265975,taxa267986,taxa2697,taxa2701,taxa271087,taxa271159,taxa2717,taxa2723,taxa2733,taxa2735,taxa2737,taxa2745,taxa2747,taxa2753,taxa278993,taxa28048,taxa28050,taxa28063,taxa28065,taxa281119,taxa28138,taxa281472,taxa28228,taxa28231,taxa28250,taxa28261,taxa28263,taxa283,taxa283168,taxa28453,taxa286,taxa286729,taxa28895,taxa290425,taxa291988,taxa292632,taxa292635,taxa292636,taxa293136,taxa29330,taxa29393,taxa29465,taxa294702,taxa29487,taxa29521,taxa29526,taxa29548,taxa29574,taxa29580,taxa306539,taxa312278,taxa314318,taxa314343,taxa319458,taxa31983,taxa32008,taxa32012,taxa32067,taxa32199,taxa32205,taxa32207,taxa32257,taxa323449,taxa32636,taxa329857,taxa33001,taxa33024,taxa33042,taxa33071,taxa332162,taxa332248,taxa335405,taxa336260,taxa338321,taxa33870,taxa33877,taxa33882,taxa33886,taxa33951,taxa33976,taxa33981,taxa33986,taxa34019,taxa34037,taxa34098,taxa346096,taxa349,taxa356797,taxa357,taxa35750,taxa35823,taxa35832,taxa359336,taxa359337,taxa363276,taxa363408,taxa365348,taxa36853,taxa373053,taxa373984,taxa375288,taxa375928,taxa376488,taxa379,taxa379068,taxa37914,taxa379899,taxa390876,taxa392332,taxa392735,taxa396811,taxa397864,taxa399320,taxa39948,taxa400634,taxa40323,taxa40544,taxa406099,taxa407,taxa41273,taxa41275,taxa413,taxa413496,taxa416,taxa416916,taxa416949,taxa417127,taxa419014,taxa420345,taxa42054,taxa42255,taxa423349,taxa42447,taxa434,taxa43996,taxa44000,taxa441,taxa442430,taxa44249,taxa44259,taxa44260,taxa44261,taxa44471,taxa445,taxa447020,taxa44748,taxa448125,taxa456492,taxa45662,taxa45667,taxa45669,taxa458032,taxa459532,taxa459786,taxa46123,taxa46205,taxa46239,taxa46255,taxa46352,taxa465,taxa467975,taxa469,taxa469322,taxa47251,taxa47420,taxa475,taxa47670,taxa48001,taxa48073,taxa482,taxa48463,taxa48736,taxa49082,taxa49184,taxa497,taxa49894,taxa499,taxa499228,taxa501783,taxa504481,taxa507,taxa508459,taxa511434,taxa51668,taxa517,taxa519427,taxa52225,taxa52784,taxa528,taxa53246,taxa53335,taxa53460,taxa535,taxa53634,taxa541,taxa54298,taxa543311,taxa544,taxa545865,taxa547,taxa55079,taxa55080,taxa553372,taxa55506,taxa559173,taxa561,taxa56112,taxa568987,taxa570,taxa572511,taxa574697,taxa57493,taxa57494,taxa576341,taxa57665,taxa577309,taxa577310,taxa579,taxa580596,taxa581,taxa58108,taxa583,taxa586,taxa588605,taxa590,taxa596499,taxa596707,taxa59735,taxa59738,taxa59753,taxa60919,taxa61170,taxa613,taxa61434,taxa620,taxa626,taxa629,taxa638847,taxa642,taxa643949,taxa644652,taxa648800,taxa648802,taxa653683,taxa65502,taxa65551,taxa658061,taxa662,taxa666508,taxa66831,taxa66862,taxa669368,taxa670486,taxa674963,taxa67575,taxa68,taxa682522,taxa68287,taxa689697,taxa697331,taxa698776,taxa69894,taxa700450,taxa702,taxa71,taxa713,taxa715222,taxa71655,taxa724,taxa73918,taxa74030,taxa74317,taxa745,taxa75,taxa75984,taxa762551,taxa776,taxa780,taxa78119,taxa79206,taxa79328,taxa795750,taxa79598,taxa80865,taxa810,taxa816,taxa81894,taxa82373,taxa82802,taxa830,taxa832,taxa836,taxa83660,taxa83681,taxa83768,taxa83770,taxa838,taxa84034,taxa84036,taxa841,taxa84108,taxa84111,taxa84162,taxa84404,taxa84406,taxa84567,taxa846,taxa848,taxa85,taxa85079,taxa85413,taxa862,taxa862261,taxa86331,taxa864,taxa866,taxa866673,taxa869806,taxa872,taxa886360,taxa890,taxa89092,taxa893,taxa896,taxa898,taxa89966,taxa90243,taxa904,taxa906,taxa909656,taxa914,taxa919,taxa929509,taxa940557,taxa946234,taxa958,taxa963,taxa970,taxa978,taxa986106,taxa990721,taxa99906,taxa538,taxa101,taxa1099,taxa111142,taxa1115103,taxa1121829,taxa1129704,taxa113286,taxa1142,taxa1154,taxa1155934,taxa120831,taxa121038,taxa1213720,taxa125287,taxa13075,taxa1329200,taxa1335745,taxa140458,taxa141948,taxa149698,taxa150818,taxa1522429,taxa1524214,taxa1549126,taxa1565532,taxa1579506,taxa1652133,taxa1653174,taxa165695,taxa165697,taxa171673,taxa1742990,taxa182269,taxa1851,taxa1860,taxa1911556,taxa192992,taxa196082,taxa201096,taxa2038,taxa2056,taxa2160,taxa222,taxa2282523,taxa2295,taxa2373,taxa249529,taxa261933,taxa28100,taxa28196,taxa28253,taxa290180,taxa29404,taxa295418,taxa299566,taxa32,taxa323620,taxa33057,taxa332102,taxa335058,taxa338,taxa338191,taxa33973,taxa34072,taxa34084,taxa35836,taxa36739,taxa374,taxa386607,taxa404,taxa41707,taxa427922,taxa437504,taxa43773,taxa43947,taxa471798,taxa52607,taxa53457,taxa54304,taxa55968,taxa565005,taxa59732,taxa59739,taxa651456,taxa660628,taxa661182,taxa704093,taxa70994,taxa72173,taxa76632,taxa76831,taxa81,taxa81411,taxa81461,taxa82800,taxa82984,taxa83618,taxa85108,taxa88138,taxa89958,taxa935200,taxa10,taxa1007,taxa100715,taxa1013,taxa102115,taxa1023,taxa1041,taxa105,taxa1051898,taxa1056,taxa106633,taxa1068,taxa1070,taxa1078830,taxa1082702,taxa109262,taxa1111,taxa1123967,taxa114248,taxa1158,taxa1163,taxa1164863,taxa118004,taxa1184396,taxa1190,taxa1200657,taxa1203,taxa1227,taxa1233041,taxa1263978,taxa1274351,taxa1295378,taxa129577,taxa129957,taxa13,taxa13034,taxa133193,taxa1341120,taxa1354333,taxa1370,taxa13724,taxa137583,taxa1397107,taxa1408818,taxa142841,taxa143222,taxa1433999,taxa1434011,taxa1436289,taxa144193,taxa146,taxa146784,taxa146813,taxa146936,taxa146937,taxa147067,taxa1471399,taxa1495038,taxa152180,taxa1524249,taxa153232,taxa1541743,taxa1541822,taxa1543704,taxa1543705,taxa1549129,taxa157920,taxa158481,taxa158848,taxa158876,taxa16,taxa160798,taxa1643951,taxa1645,taxa1648511,taxa1648517,taxa1649452,taxa1649453,taxa1651,taxa168808,taxa1707,taxa171,taxa171412,taxa171436,taxa171868,taxa172900,taxa1740,taxa1765964,taxa177399,taxa178469,taxa1792239,taxa1792303,taxa1827195,taxa1835,taxa1849,taxa1854,taxa186191,taxa186650,taxa186829,taxa188143,taxa191291,taxa192987,taxa198251,taxa1988,taxa2000,taxa200473,taxa2005,taxa200677,taxa2013,taxa2019,taxa202907,taxa2044,taxa2060,taxa2063,taxa208215,taxa2129,taxa214906,taxa215802,taxa216431,taxa218207,taxa2212691,taxa2212731,taxa225143,taxa225842,taxa226,taxa227979,taxa2299,taxa230494,taxa231052,taxa231454,taxa231683,taxa232523,taxa2330,taxa2335,taxa234,taxa2349,taxa238783,taxa241192,taxa241421,taxa2420,taxa2422,taxa243627,taxa244698,taxa252306,taxa252356,taxa256616,taxa257820,taxa261684,taxa265980,taxa269258,taxa269260,taxa269773,taxa270,taxa270497,taxa2740,taxa2742,taxa274470,taxa2755,taxa28033,taxa280472,taxa28067,taxa28209,taxa282132,taxa283810,taxa285105,taxa286130,taxa286801,taxa289201,taxa290174,taxa290731,taxa292486,taxa292637,taxa29407,taxa296051,taxa305899,taxa305976,taxa308865,taxa312063,taxa31980,taxa31988,taxa32068,taxa327159,taxa331654,taxa334107,taxa336803,taxa33926,taxa34067,taxa34069,taxa34093,taxa34096,taxa34100,taxa34102,taxa34104,taxa343331,taxa349742,taxa351195,taxa352,taxa354354,taxa35753,taxa35798,taxa35829,taxa359407,taxa361607,taxa364316,taxa365032,taxa375673,taxa37817,taxa380240,taxa392733,taxa396388,taxa39773,taxa40,taxa40222,taxa407217,taxa412592,taxa413435,taxa414371,taxa414715,taxa41980,taxa423604,taxa42417,taxa427753,taxa42837,taxa428711,taxa429,taxa43668,taxa43676,taxa43988,taxa43994,taxa44011,taxa442431,taxa44262,taxa442869,taxa44675,taxa450803,taxa45247,taxa453229,taxa455358,taxa45654,taxa456826,taxa460073,taxa46238,taxa46254,taxa46468,taxa466152,taxa46913,taxa47054,taxa471826,taxa47494,taxa475230,taxa476528,taxa48075,taxa489140,taxa496496,taxa503005,taxa50709,taxa510690,taxa51194,taxa51196,taxa51228,taxa51366,taxa518753,taxa52972,taxa53,taxa532,taxa53244,taxa53365,taxa53572,taxa551,taxa551759,taxa561367,taxa568,taxa577469,taxa58050,taxa58113,taxa59,taxa59734,taxa59740,taxa60892,taxa623282,taxa626119,taxa630749,taxa63132,taxa637,taxa64,taxa64001,taxa643701,taxa649460,taxa649461,taxa649462,taxa651553,taxa656899,taxa657,taxa667113,taxa66848,taxa670516,taxa68335,taxa693074,taxa70774,taxa70992,taxa72763,taxa74385,taxa759360,taxa76634,taxa767891,taxa76833,taxa773,taxa78328,taxa81466,taxa81682,taxa82202,taxa83551,taxa83612,taxa83766,taxa843,taxa84565,taxa85076,taxa85077,taxa85078,taxa85265,taxa85274,taxa863253,taxa86795,taxa869,taxa89583,taxa911,taxa93,taxa93217,taxa937253,taxa94008,taxa953,taxa96,taxa987053,taxa992,taxa998014,taxa999488,taxa104267,taxa105591,taxa151754,taxa1572663,taxa1609627,taxa162027,taxa1649470,taxa1649487,taxa187492,taxa204446,taxa206664,taxa230666,taxa264147,taxa292713,taxa388463,taxa402649,taxa453850,taxa511678,taxa54066,taxa61593,taxa695999,taxa697025,taxa69959,taxa73029,taxa76890,taxa85273,taxa89404,taxa904708,taxa1004300,taxa1004301,taxa1008195,taxa101191,taxa102231,taxa104204,taxa1055688,taxa105850,taxa106591,taxa1068904,taxa1069494,taxa1075397,taxa1082930,taxa1084558,taxa109168,taxa109169,taxa1096776,taxa1100891,taxa1101,taxa1114981,taxa111500,taxa1121253,taxa1123,taxa1123949,taxa1125,taxa1137960,taxa114185,taxa116071,taxa1167830,taxa1177,taxa117999,taxa119044,taxa119541,taxa1205,taxa1217415,taxa1217416,taxa1218,taxa123,taxa124224,taxa1247519,taxa127,taxa12914,taxa12960,taxa13134,taxa13159,taxa13242,taxa133,taxa1344362,taxa136099,taxa1377992,taxa1381133,taxa138117,taxa1406885,taxa1425377,taxa142577,taxa1433986,taxa1434006,taxa145260,taxa146825,taxa146935,taxa1472344,taxa1501433,taxa152053,taxa153497,taxa154116,taxa154346,taxa155862,taxa159345,taxa160794,taxa1616789,taxa1621534,taxa162491,taxa164450,taxa1649267,taxa1649279,taxa1649466,taxa1649480,taxa165301,taxa165798,taxa166953,taxa167375,taxa168657,taxa168694,taxa168934,taxa1747777,taxa1784839,taxa182899,taxa1855402,taxa1862,taxa1873,taxa190323,taxa1912215,taxa194195,taxa196013,taxa196079,taxa196080,taxa196118,taxa196119,taxa196136,taxa198705,taxa200414,taxa202771,taxa2029,taxa2035349,taxa204286,taxa204447,taxa204456,taxa2071,taxa212790,taxa217161,taxa2179,taxa2184,taxa219181,taxa2192,taxa2195,taxa2204,taxa2207,taxa221282,taxa2220,taxa2222,taxa2233,taxa2239,taxa224459,taxa224474,taxa2249,taxa2263,taxa2268,taxa2270,taxa2276,taxa2279,taxa228398,taxa2284,taxa2289,taxa2302,taxa232244,taxa235572,taxa236052,taxa2370,taxa240411,taxa2425,taxa242605,taxa2433,taxa245186,taxa245876,taxa246263,taxa246873,taxa262,taxa265487,taxa265976,taxa267408,taxa2713,taxa273135,taxa274591,taxa279,taxa28070,taxa28073,taxa28105,taxa28194,taxa28222,taxa28236,taxa285107,taxa286104,taxa286800,taxa288021,taxa28884,taxa29287,taxa293088,taxa293431,taxa302485,taxa303379,taxa309512,taxa316625,taxa318147,taxa32014,taxa33055,taxa331971,taxa332157,taxa332951,taxa334767,taxa334857,taxa335927,taxa336276,taxa33983,taxa34008,taxa34016,taxa348581,taxa352449,taxa352450,taxa353799,taxa358023,taxa35838,taxa361177,taxa362865,taxa364031,taxa365532,taxa366614,taxa367188,taxa367298,taxa36862,taxa370735,taxa379070,taxa37924,taxa379546,taxa38501,taxa390988,taxa395331,taxa397275,taxa411566,taxa41201,taxa412033,taxa414878,taxa418700,taxa425,taxa429014,taxa43673,taxa43927,taxa44013,taxa446680,taxa449810,taxa45989,taxa461,taxa46631,taxa47,taxa475087,taxa475794,taxa478070,taxa482135,taxa482136,taxa482144,taxa490567,taxa49279,taxa497742,taxa498845,taxa50,taxa511745,taxa522,taxa526215,taxa52959,taxa53357,taxa53452,taxa54247,taxa54253,taxa54258,taxa56106,taxa568394,taxa57479,taxa57488,taxa574892,taxa57499,taxa57739,taxa580880,taxa58122,taxa59282,taxa596495,taxa600332,taxa60846,taxa613121,taxa633413,taxa63743,taxa63958,taxa64159,taxa643217,taxa64322,taxa644355,taxa65047,taxa65496,taxa660063,taxa660514,taxa665874,taxa669357,taxa67572,taxa70411,taxa71666,taxa72021,taxa73778,taxa741759,taxa745153,taxa74968,taxa75309,taxa75687,taxa76023,taxa768,taxa77583,taxa77674,taxa79603,taxa81416,taxa83461,taxa83614,taxa83677,taxa83764,taxa83867,taxa84593,taxa85043,taxa85072,taxa861914,taxa869896,taxa871740,taxa875170,taxa89342,taxa89523,taxa908935,taxa91914,taxa92944,taxa93682,taxa939,taxa940550,taxa943,taxa965,taxa97050,taxa99479,taxa1198,taxa138,taxa153265,taxa171163,taxa1769735,taxa2202,taxa221065,taxa56688,taxa64895,taxa46613,taxa1186,taxa1222,taxa122277,taxa1344552,taxa1400059,taxa146785,taxa155977,taxa186188,taxa29331,taxa326319,taxa453849,taxa454159,taxa650341,taxa69578,taxa82978,taxa110934,taxa1143004,taxa115780,taxa152161,taxa1612157,taxa162290,taxa1649514,taxa1742993,taxa183669,taxa204476,taxa225447,taxa281915,taxa283785,taxa300264,taxa33993,taxa387095,taxa390846,taxa393029,taxa39643,taxa400060,taxa42734,taxa44474,taxa499058,taxa574559,taxa933,taxa991903,taxa1048757,taxa1055323,taxa1073531,taxa120652,taxa1273095,taxa1395977,taxa1433995,taxa169133,taxa203133,taxa227873,taxa254250,taxa258255,taxa28186,taxa299568,taxa321315,taxa33969,taxa34000,taxa364409,taxa379072,taxa40136,taxa413963,taxa437506,taxa447467,taxa449972,taxa635,taxa68288,taxa69965,taxa718013,taxa75905,taxa84756,taxa88,taxa1210116,taxa1434046,taxa196078,taxa2351,taxa379074,taxa390250,taxa68034,taxa150059,taxa1742992,taxa248038,taxa42418,taxa46200,taxa46466,taxa52003,taxa580024,taxa60136,taxa973
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63902,,,,23.9734,,,,,,,37.3127,,,4.84821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3694,,,,,,,,,,,,,,4.36152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7012,,,,1.63032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88053,,,,,,,,,,,,,,1.14109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
