,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,5,7,0.05747126436781609,0.08045977011494253,-19.78264119519299,-11.527437530383308,-8.255203664809686,-11.188314595910642,-4.851509769029473,0
1,taxa1017280,17,13,0.19540229885057472,0.14942528735632185,-18.72327771930222,-14.169878533506497,-4.553399185795721,-5.517866162233466,-3.639168622601374,1
2,taxa102106,39,38,0.4482758620689655,0.4367816091954023,-17.427593558197877,-8.749631061063141,-8.677962497134734,-9.377351881491489,-7.966711322713675,2
3,taxa1263,69,77,0.7931034482758621,0.8850574712643678,-10.063867712608637,-5.34001971064435,-4.723848001964288,-5.324702258107481,-4.107486697648999,3
4,taxa1301,33,38,0.3793103448275862,0.4367816091954023,-14.522769132850797,-10.254627408705964,-4.268141724144832,-5.445594941737723,-2.974456230701758,4
5,taxa133925,7,7,0.08045977011494253,0.08045977011494253,-27.40949073976786,-13.470656479482274,-13.938834260285589,-15.619644467694263,-12.350629824024251,5
6,taxa1348911,43,42,0.4942528735632184,0.4827586206896552,-14.76723779172311,-10.0747729009925,-4.692464890730609,-5.48701397962863,-3.8407655524860593,6
7,taxa1350,5,11,0.05747126436781609,0.12643678160919541,-15.176980069677946,-10.561194061857476,-4.615786007820469,-6.481281182314786,-2.7206574865451234,7
8,taxa1357,6,8,0.06896551724137931,0.09195402298850575,-24.981366547120057,-12.059403250604678,-12.92196329651538,-15.362857504930119,-10.646610220267089,8
9,taxa135858,14,16,0.16091954022988506,0.1839080459770115,-12.01836931698922,-5.709199484513932,-6.30916983247529,-7.169856137671189,-5.530816030438278,9
10,taxa1485,41,42,0.47126436781609193,0.4827586206896552,-12.974799271700281,-8.575426059356436,-4.3993732123438445,-5.509184205893083,-3.402001091880656,10
11,taxa1578,15,15,0.1724137931034483,0.1724137931034483,-14.009892210665843,-10.537869522112329,-3.4720226885535124,-5.3574823619884615,-1.6407184086425295,11
12,taxa158846,8,7,0.09195402298850575,0.08045977011494253,-8.472505258115463,-5.439271185479911,-3.0332340726355524,-5.367412460684299,-0.33645017144368383,12
13,taxa1678,41,44,0.47126436781609193,0.5057471264367817,-13.135566922904204,-8.204316985330966,-4.931249937573235,-5.85795502201762,-4.006577739464988,13
14,taxa1730,84,85,0.9655172413793104,0.9770114942528736,-8.578138388956951,-3.8426382046800804,-4.73550018427687,-5.224246247441305,-4.279940342052371,14
15,taxa189330,82,79,0.9425287356321839,0.9080459770114943,-2.0062174978181058,-6.549451479264083,4.543233981445978,4.168661283847854,4.907526876998283,15
16,taxa191303,7,6,0.08045977011494253,0.06896551724137931,-18.080931642340683,-12.319844143031759,-5.761087499308924,-7.578597264531041,-4.092491749619098,16
17,taxa207244,46,48,0.5287356321839081,0.5517241379310345,-23.30178169086301,-11.178630195612138,-12.123151495250871,-12.906422751601147,-11.25640002496786,17
18,taxa216851,73,70,0.8390804597701149,0.8045977011494253,-9.488636940467433,-6.081660707940342,-3.406976232527091,-4.041139915750588,-2.806645025268748,18
19,taxa2172,33,24,0.3793103448275862,0.27586206896551724,-13.905149040192814,-7.527285829715952,-6.377863210476862,-7.236296032139462,-5.359729422309597,19
20,taxa239759,73,70,0.8390804597701149,0.8045977011494253,-15.487030586358568,-5.976520448411635,-9.51051013794693,-10.16970743830558,-8.829375211617794,20
21,taxa239934,45,35,0.5172413793103449,0.40229885057471265,-16.397956529410134,-8.830048151084975,-7.5679083783251615,-8.563340786686009,-6.512212478969257,21
22,taxa244127,27,28,0.3103448275862069,0.3218390804597701,-21.53987655133288,-10.885242836532719,-10.654633714800164,-11.228037169112694,-10.078255396712546,22
