"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa102106",-1.32548163202582,1.96839419575227,-0.673382209156155,0.500704164028965,1,FALSE
"2","taxa1263",-4.77645527970728,1.50713819821499,-3.16922183072819,0.00152847688731592,0.059610598605321,FALSE
"3","taxa1301",-0.0369010066013473,1.6903717485205,-0.021830113188797,0.98258347305587,1,FALSE
"4","taxa1348911",-0.28767906197907,2.18576413660138,-0.131614869674995,0.895288923545954,1,FALSE
"5","taxa135858",1.71406494787232,1.89568141567372,0.904194625584354,0.365892209495201,1,FALSE
"6","taxa1485",3.13998680476395,2.11875070623607,1.48199917787501,0.138340513716294,1,FALSE
"7","taxa1578",1.48752258630968,1.72296331403277,0.863351282174419,0.387944356485975,1,FALSE
"8","taxa1678",-3.37935375796209,1.69684031079419,-1.99155674017457,0.04641971384128,1,FALSE
"9","taxa1730",-3.26257141717385,1.19292584085364,-2.73493230294952,0.00623931064487637,0.243333115150179,FALSE
"10","taxa189330",1.77488067035596,1.41067515246395,1.25817816189352,0.208327330895652,1,FALSE
"11","taxa207244",4.55972410460189,1.98277499533936,2.29966794786085,0.0214670393353808,0.837214534079852,FALSE
"12","taxa216851",-2.27545168944964,1.43395119843763,-1.58684039730841,0.112548796844392,1,FALSE
"13","taxa2172",-1.8001949680511,2.39275955980868,-0.752350966762008,0.451840025435429,1,FALSE
"14","taxa239759",0.0475845982397338,1.65092383996623,0.0288230123569522,0.977005747296013,1,FALSE
"15","taxa239934",-3.51125163692184,1.78826602481758,-1.96349513338208,0.0495886694110162,1,FALSE
"16","taxa244127",-1.06705582298866,1.6302078471068,-0.654552009967566,0.51275623061419,1,FALSE
"17","taxa283168",-5.55638226366137,1.44829967726119,-3.83648657173547,0.000124807016916399,0.00486747365973957,TRUE
"18","taxa292632",5.33866785532346,1.5880822072998,3.3617074927127,0.000774621333478932,0.0302102320056783,TRUE
"19","taxa29465",-2.57827514358856,1.55155031824289,-1.66174123602283,0.0965646692534833,1,FALSE
"20","taxa33042",-3.77920039538147,1.62145789085406,-2.33074223925167,0.0197669554748738,0.770911263520077,FALSE
"21","taxa35832",-1.1156241001448,1.61439810529672,-0.691046462755697,0.489536342962034,1,FALSE
"22","taxa375288",-0.335038517262131,1.65703275002834,-0.20219185001407,0.839766744300403,1,FALSE
"23","taxa397864",-3.66930607856246,1.77901040350974,-2.06255459289245,0.0391549656401202,1,FALSE
"24","taxa39948",0.221329108943044,2.56769706067971,0.0861975161838036,0.931309405158747,1,FALSE
"25","taxa40544",3.11741125965193,2.26147433841408,1.37848624089987,0.168053213049941,1,FALSE
"26","taxa447020",3.83603426614071,0,Inf,0,0,TRUE
"27","taxa459786",-2.06034985488781,1.77967968819708,-1.15770824859785,0.246983116664606,1,FALSE
"28","taxa52225",2.1377465259776,1.73447917536704,1.23250054329723,0.217762163807901,1,FALSE
"29","taxa561",-3.15633640731759,2.17539588183596,-1.45092506319068,0.146800728018412,1,FALSE
"30","taxa572511",0.770446644261753,1.60727229032398,0.479350418034304,0.631689360054195,1,FALSE
"31","taxa577309",1.68896681494221,2.38689468221848,0.707600057733766,0.479193656996825,1,FALSE
"32","taxa577310",-0.551992155885004,1.47701366762092,-0.37372176573973,0.708611330111546,1,FALSE
"33","taxa61170",-2.28366126779557,1.60655033162508,-1.42146885960652,0.155180500322763,1,FALSE
"34","taxa724",0.68701460493732,1.82214300496264,0.37703660089588,0.706146405103959,1,FALSE
"35","taxa816",1.85991089425373,1.06869550388436,1.74035624506097,0.0817964835093856,1,FALSE
"36","taxa830",-4.65199848367416,2.12689314860337,-2.18722717064038,0.0287259443269314,1,FALSE
"37","taxa838",1.61648007704935,2.36934648220858,0.682247231119425,0.495082633871347,1,FALSE
"38","taxa841",4.15310390276887,1.16622956864124,3.56113754482111,0.000369251577502987,0.0144008115226165,TRUE
"39","taxa846",2.60209102645715,1.46466191735506,1.77658133636471,0.0756371486345147,1,FALSE
"40","taxa872",-3.67093849371182,0,Inf,0,0,TRUE
"41","taxa946234",0.935827300033707,1.5931548598331,0.587405106451325,0.556931665087602,1,FALSE
