,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa816,taxa830,taxa838,taxa841,taxa872,taxa946234,condition
0,,0.01652866710826525,,0.00011510185389628974,,0.050524500543820475,,,0.1726180254000965,0.010069878887498671,,0.005713386161608726,0.014915401159605176,0.018152461912121876,0.020179010982720413,,0.0011309830475209146,0.19563124064669654,,0.002387392360344447,,0.03032279630038517,0.02942416362045419,,,,,,0.012593737477817845,0.0013435023674590906,0.0037883434328565696,,,0.1487768128030879,0.19250836175102015,0.010048207845734892,0.06322802433698879,,,Control
1,,0.02794571574186733,,,,,,,0.09748367832163991,0.03547325112088695,,0.001995490516894085,,,,,,0.00459623914112949,,,,,0.0045109070033275455,,,,,,0.2539663425232011,0.007453899541393155,0.11752137295443152,,,0.42938440134623396,,,0.01966870178899488,,,Control
2,0.0037747147490797698,0.06308758033056279,6.836966902699023e-05,0.00013066203414047019,,0.0006339640865776766,,0.01899491724687194,0.24576920891431092,0.005551211971397371,6.350782589618202e-05,0.05496789714851887,,0.08031673692536433,0.00028806420550038536,0.00022972208793068709,0.007355867368514238,0.027723141127455345,0.0008261081786431587,0.007334799381614067,0.004585427091142036,0.03594411270805777,0.012723646050122156,0.0770357018308587,,0.0002059193142694387,0.0019275182245683314,,0.0008341099621292807,0.007266632289384195,,0.00199264666484145,0.0003981646947334794,0.24237706044658666,,0.0,0.09751226577184445,2.988007757475868e-05,5.044162248213501e-05,Control
3,,0.08853927255709222,0.00493509256668532,0.0007220842659951502,,,,,0.08843965678045139,0.015394540930530018,0.0003035314573507075,0.018716315919204838,0.03393431729155009,0.005763038112558957,0.006319928817917765,,0.0017331271484531138,0.32806171223385827,0.0016335113718122952,0.019922218502678068,,0.03148202044527941,0.0017918348788872015,0.011589884449862765,,,,,,0.052600044634529795,0.005879308564500226,,,0.22730509033495885,,,0.054933468735843524,,,Control
4,,,0.00030484864280276065,0.003175925678906444,,,,,0.09800724823565383,0.01400723592268275,0.00038436991448641565,0.005497536379699194,,0.004296919089414744,,,0.002368297382877993,0.03461873911071619,,0.002644928800244618,,0.04597355584240218,0.0012434048648548813,0.046634146741885235,6.002573410959775e-05,,,,,0.01232641275952152,0.00927679764247647,,,0.6191936645659369,,0.0610586897767453,0.03892725291458287,,,Control
5,,0.07589884874302148,,0.01101187064188888,,0.00022577599590935222,,,0.0666509596382529,0.01199441247037756,0.00010641862801413714,0.004271088064774744,,0.00814659171023963,0.0009519502341962069,,0.003004796661684751,0.003476107814407117,,0.010111976268144453,,0.03298626417356207,,0.08218797902800776,0.004064168526986651,,,,,0.005397761437520081,,,,0.6736018312429245,,,0.005911198720087816,,,Control
6,0.0003084822962145365,0.014613140118959587,0.0011796562631783388,0.00027469168405756843,0.00932205011075003,0.04261807167685446,0.005288282788122673,0.0009246151197289763,0.020140868383382252,0.009233258779112952,,0.009413024835788025,0.0006341198262933797,,,,0.0019410367334105774,0.004711035161367328,,0.00401806768436366,,0.0011495046400228901,0.0001474310401187101,0.04297989115471984,,,,0.002339661985748472,,0.004377079942142155,0.0028672114198544903,,,0.015364435391101902,0.006856271163320321,0.7917701872395004,0.00752792456188652,,,Control
7,,0.0009985989015412085,,,,,,,0.2203557576086666,,,0.009828289188881891,,0.0013050985643915788,,,,0.19856678157654026,,,,0.007334591931948874,0.0015451983002818695,,,,,,,,,,,0.18006580192761784,0.3614126024461373,,0.01858727955399249,,,Control
8,2.5236507624349033e-05,0.0935395258593672,0.0002767808844329013,,,0.07654058363835142,0.00362585010355688,0.0013502557453320407,0.10586714948414422,0.03377065328598307,0.0011822175360284488,0.009211120108028666,,0.026329576684257328,,0.0004267637061678537,0.001315991543923372,0.07359324679262966,0.00040224531054907557,0.014398658648843534,0.00033422984487857386,0.06676779735453693,0.06869572291463606,0.036675211173658656,,,9.766323275764343e-05,,,0.038907513636690504,0.018201779830347063,0.00015203457032229785,6.97594519697453e-05,0.30167167242028264,,,0.026570759730699785,,,Control
9,,0.06114467958255008,6.271947234390625e-05,0.00014219205917032508,,0.050641105043807824,0.0014892471705298476,,0.21581676197269176,0.022002598198642302,,0.0038336361284264436,0.0017744689445946236,0.007958357620986544,,,0.004129119185111759,0.28332029557101057,,0.08676961525320814,2.8899122482334112e-05,0.012955392843257965,0.005314925569577099,0.023020349903454945,0.0003206127284090834,,,0.0020054525105222647,0.0012014077223271794,0.004820080450549884,0.00461768188620803,0.0008215308514362079,,0.14902000039160404,0.03815846414985326,,0.018630405667243565,,,Control
10,,0.06432635959573083,,0.008614379137834109,,,,,0.05749238658745213,0.018044293277144397,,,,0.0009245291412717737,,,,0.005375696126764836,,0.010325728683455944,,0.032204431754300114,,0.08479642968361367,,,,,,0.008717913459866295,,,,0.6982712599237244,,,0.010906592628841591,,,Control
11,,0.041409082728123714,0.0002701252234307621,0.0039027626870704046,,0.030919577598963896,,,0.03283774263617485,0.004435450036491946,9.474312603871223e-05,0.005885827276637971,,0.028411797573492607,0.04307562146942603,4.742266502908573e-05,,0.029553518674871743,2.04408038918473e-05,,1.5943827035640895e-05,0.07135526924575784,,,,0.001262424048360489,0.010379124788143844,,0.0001288792685380972,0.017855348811586985,,,0.0028948266471634145,0.6621583792323067,,2.238268026157279e-05,0.01295108893783553,,0.00011222001336624167,Control
12,,0.03605890327229088,0.013849755342596477,,,,,,0.09914540030270036,0.015479191695530192,0.0015308414910164255,0.0008704172165581702,,0.0005501351344403447,,,0.00825353920773887,0.0375269384248876,0.001312682716794526,0.012212858846736506,,0.0472099015049427,0.013369080187564122,,,,,,,0.05034729485640283,,0.0001956775327008812,,0.5727857413683374,,0.00038036647649687016,0.08892127442226486,,,Control
13,,,,,,0.0034742517570772852,,0.0010578255934240162,0.13548910121819882,0.007932338463284498,,0.036302236342159205,,0.020869873315584934,0.00020492801752996766,,0.0007086258453531368,0.15524500427802276,,0.04446526921265333,,0.020387229736138133,0.01565954839238783,0.07508275823486796,,,0.00019961432627307518,,,0.018298648297202572,,0.00043812888287962756,0.0028518480717416492,0.4020178391643909,,,0.059314930850830234,,,Control
14,0.0035565904032052744,0.046111293204233565,0.0003395210586352459,0.0004756565342830929,,0.00013981481282751852,,0.030914199798842447,0.2515859220792016,0.010682342278313035,1.5637183013604044e-05,0.07522159574693152,,0.04115175109365742,0.0007972919260727132,0.000512858721321994,0.008330019374776365,0.06045457597631978,,0.007677243636816305,0.005208306185446157,0.024138598178666766,0.03239339554888096,0.07303055045643711,,0.0009213673520760812,0.00478947496982688,,0.0004909871058650576,0.02016614047034806,0.015044196504813643,3.015012411119733e-05,0.00048352622769516813,0.2593043538516681,,,0.02587708499606157,2.1565004025297078e-05,0.00013398919562637184,Control
15,0.004622778794944847,0.0390168259531201,0.0721257845986628,,0.00463884112250502,0.00128641851427767,,0.02510439489835923,0.2396325348685508,0.02274282351573862,0.0008185648586556095,0.06884855823729356,,0.00042140590586207434,,,,0.019995756271673912,0.02150377352159063,0.011581245094340087,0.0,0.03824992654298606,,,0.012375256076470593,4.7266212310822614e-05,0.0015283765058687858,3.325004112774317e-05,0.00012819169702480676,0.012520328563606405,,,0.00014660710441863377,0.25989869070545746,4.1639282273819924e-05,,0.14252706860271255,,0.00016369251016735102,Control
16,,,,,,0.022121916580943018,,0.0011660689577160613,0.13859353311072262,0.006394726977609031,1.7047791779474584e-05,0.033091568904266226,,0.019314546399376017,0.00019875719592305066,0.0003628171215184649,0.001394910492073479,0.1500265845270632,,0.043900871703734266,,0.021822176289008607,0.01570252044581781,0.07302672311558224,,,7.912181008238498e-05,,,0.026166956445699878,,0.00019875719592305066,0.00240975550859279,0.38445076928661814,,,0.059559870139950344,,,Control
17,,0.06988227765856424,,,,,,,0.03579458074115587,0.0025528492854152273,,,,,,,,0.07619844424288753,,,,0.03347903193693726,,,,,,,,,,,,0.5577278228003463,,0.15910602958298203,0.06525896375171139,,,Control
18,0.005922793001250918,0.08049035285347617,,,,0.0006236077634089683,,0.024050677226819656,0.035668439090518415,0.0371309981394362,,0.10945606616672982,,0.060040862385229876,,,0.003809126525001795,0.20137475050665485,,0.03634651734208134,0.0006810397538314699,0.016441837523312575,0.010320095030377077,0.26290842157111716,0.00047045578894896377,3.20476852633849e-05,0.0004571290287404276,0.015345129772500568,,0.013477691056294877,,,,0.034091756436322784,,0.016574787821583444,0.032610793766164645,0.001674623764934565,,Control
19,,0.017433386231581992,,0.003870544553231742,,,,,0.06716363040817272,0.013029546548723242,,0.008480970357310892,0.009503908253883402,0.048600226508428435,,,0.0034663131561594373,0.13248018734962946,,0.0019483679854203212,,0.008630755813837295,0.003345874709724936,0.05288005140670527,,,,,,0.010381373336989613,,,,0.5161076692362656,,,0.1026771941439356,,,Control
20,0.010096474567105562,0.07210338048833463,0.0005012111957482929,0.00026506680969045243,,6.936949116480907e-05,,0.01656612153623503,0.03267003836376652,0.01594223937128635,0.000123557480269588,0.0615449228402928,,0.03733297577386876,0.0882214814929733,0.00037078325469241393,0.00516414860585053,0.1711664491020751,0.0002051164986358811,0.07336322353154982,0.0009292852282876818,0.01584217443435053,0.007937930927490044,,0.00020799765961077726,2.526556547216687e-05,0.0015079553287072234,0.02092243693027812,0.0001412877016535648,0.00912707471293663,0.0124724350464421,3.856323151014943e-05,2.5708821006766293e-05,0.08709184476304667,7.280472155795456e-05,0.21768611745828412,0.03947877581686454,0.0007857812489611199,,Control
21,,0.1050374310209873,,,0.06612476979224334,,,,0.06576776812304184,0.07556802631398069,,,0.03097926765918963,0.0009847747327798768,0.005649124429453429,,,0.10284772358323033,,,,0.013172715907902734,0.020267134726264704,,,,,,0.0065608950285955415,,,,,0.4347713793803001,,,0.0722689893020305,,,Control
22,0.001642391379569127,0.015246538067211629,,3.0181304277442812e-05,,0.03730612449798176,,0.0007135795240276208,0.12816587400941556,0.010283593493805058,,0.02642683132177142,0.006782765438727939,0.052672371576771945,0.08109777431680756,0.0019669674262430405,0.008235736107276346,0.23198143107956903,,0.003042722601599974,,0.03089264814930173,0.036187180587547677,,0.001994303355033048,,0.0009268810650321745,0.0007915224882727341,0.021413381333462864,0.006061462752662992,0.007245037334883114,,,0.10601360963419754,0.11153973531301012,0.01864706663635665,0.052692289205184,,,Control
