,taxa1348911,taxa1730,taxa189330,taxa216851,taxa239759,taxa292632,taxa33042,taxa375288,taxa397864,taxa572511,taxa816,taxa841,condition
0,0.008911301165025679,0.13356289773702537,0.002894667314196067,0.002609137311577439,0.015201397070066156,0.023309183767320583,0.0028725232146905593,0.042646255040272384,,0.00951879934458152,0.7549708523896588,0.003502985645585445,Control
1,,0.14969911867815752,0.009013857932531236,0.03595477794818156,0.022097068102304326,0.17329040553453282,0.04968333028625535,0.02184187068171337,0.01625380430098955,0.030531721417944562,0.4283720297391842,0.06326201537820547,Control
2,8.24867844181164e-05,0.17631080673664223,0.011567940868387928,0.036064782317953764,0.07285692183300949,0.3632452178972919,0.004046330703242453,0.047377461981321,0.05550306031748599,0.00891189530216816,0.1465808938938255,0.0774522013642534,Control
3,0.0003583554505837991,0.10067092682543169,0.009002769181327077,0.1577792691892703,0.05327685588928276,0.12327492608267748,0.046573968237102144,0.08498037509085848,0.02307889835909144,0.009438994021245584,0.3556821085051343,0.035882553167995004,Control
4,,0.20602880995405226,0.005217628580308142,0.0601224716152817,0.05654227978464649,0.3786796383728266,0.00847191490074421,0.03166156911057805,0.017710091579215746,0.018266178033270745,0.1989966018360507,0.018302816233025467,Control
5,8.470190187898024e-05,0.14232110082096588,0.05900933239713393,0.2021148020370515,0.0095583175515192,0.11289142501311421,0.06058449569655922,0.04771973717876074,0.008083628232253783,0.02233136435486942,0.30239893310652693,0.03290216170936616,Control
6,0.00014201847957789944,0.009351156203048133,0.41314066094460533,0.00021648496345615017,8.428978083988512e-05,0.004105032118580601,,2.892990664747588e-05,,0.0008277822766410008,0.5720919008635921,1.1744463011442378e-05,Treat
7,,0.0029819292317155295,0.3720946713362508,,,0.010553606954805134,0.6131018725249885,,,,0.0012673064606944433,6.134915456598798e-07,Treat
8,8.611636206111355e-06,0.011664658326723278,0.4350468892197211,,,0.00023260102882232184,0.16729329635133405,2.6873822864303397e-05,0.030286861093591987,0.00018860752655913858,0.35524944696316596,2.1540310116150806e-06,Treat
9,3.7906769910108085e-05,0.010768715936554936,0.3046448802953252,0.005504353623286859,0.004844253771259642,0.021032875364012955,0.27127970438392013,1.3605531771583274e-05,0.3038968858327913,0.00044785781231466786,0.07751680029282358,1.2160386029059727e-05,Treat
10,,0.0033607657014385786,0.17420093543286413,0.009898251407428478,0.006223121046900826,0.01461091125560383,0.37307074391603673,1.332897441279321e-05,0.28210949046368866,0.0005173223196165922,0.1359725361190999,2.2593362909516032e-05,Treat
11,0.00028587946117564255,0.003669416312523599,0.044495530130445556,0.0002751011605868385,0.00025280481981537024,0.0014936152986063397,0.7211002448617118,8.510380565399067e-06,0.06290516066316056,0.00035231306306921813,0.165153304810132,8.119038207865892e-06,Treat
