,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,1,3,0.0196078431372549,0.058823529411764705
1,taxa1017280,5,7,0.09803921568627451,0.13725490196078433
2,taxa102106,30,22,0.5882352941176471,0.43137254901960786
3,taxa117563,4,5,0.0784313725490196,0.09803921568627451
4,taxa1263,47,43,0.9215686274509803,0.8431372549019608
5,taxa1301,29,21,0.5686274509803921,0.4117647058823529
6,taxa133925,2,3,0.0392156862745098,0.058823529411764705
7,taxa1348911,24,19,0.47058823529411764,0.37254901960784315
8,taxa1350,5,6,0.09803921568627451,0.11764705882352941
9,taxa1357,4,4,0.0784313725490196,0.0784313725490196
10,taxa135858,13,12,0.2549019607843137,0.23529411764705882
11,taxa1485,26,21,0.5098039215686274,0.4117647058823529
12,taxa1578,12,11,0.23529411764705882,0.21568627450980393
13,taxa158846,3,3,0.058823529411764705,0.058823529411764705
14,taxa1678,31,24,0.6078431372549019,0.47058823529411764
15,taxa1730,49,49,0.9607843137254902,0.9607843137254902
16,taxa189330,46,46,0.9019607843137255,0.9019607843137255
17,taxa191303,5,6,0.09803921568627451,0.11764705882352941
18,taxa207244,25,23,0.49019607843137253,0.45098039215686275
19,taxa216851,45,43,0.8823529411764706,0.8431372549019608
20,taxa2172,21,19,0.4117647058823529,0.37254901960784315
21,taxa2316,1,3,0.0196078431372549,0.058823529411764705
22,taxa239759,43,40,0.8431372549019608,0.7843137254901961
23,taxa239934,20,21,0.39215686274509803,0.4117647058823529
24,taxa244127,19,13,0.37254901960784315,0.2549019607843137
25,taxa283168,35,31,0.6862745098039216,0.6078431372549019
26,taxa292632,47,47,0.9215686274509803,0.9215686274509803
27,taxa29465,25,17,0.49019607843137253,0.3333333333333333
28,taxa29521,6,5,0.11764705882352941,0.09803921568627451
29,taxa32207,4,3,0.0784313725490196,0.058823529411764705
30,taxa33024,12,12,0.23529411764705882,0.23529411764705882
31,taxa33042,42,41,0.8235294117647058,0.803921568627451
32,taxa35832,22,19,0.43137254901960786,0.37254901960784315
33,taxa375288,47,44,0.9215686274509803,0.8627450980392157
34,taxa397864,36,38,0.7058823529411765,0.7450980392156863
35,taxa39948,21,16,0.4117647058823529,0.3137254901960784
36,taxa40544,25,17,0.49019607843137253,0.3333333333333333
37,taxa447020,9,7,0.17647058823529413,0.13725490196078433
38,taxa459786,29,19,0.5686274509803921,0.37254901960784315
39,taxa52225,5,7,0.09803921568627451,0.13725490196078433
40,taxa561,23,26,0.45098039215686275,0.5098039215686274
41,taxa570,3,5,0.058823529411764705,0.09803921568627451
42,taxa572511,46,45,0.9019607843137255,0.8823529411764706
43,taxa577309,20,24,0.39215686274509803,0.47058823529411764
44,taxa577310,14,13,0.27450980392156865,0.2549019607843137
45,taxa61170,16,12,0.3137254901960784,0.23529411764705882
46,taxa644652,1,4,0.0196078431372549,0.0784313725490196
47,taxa674963,2,3,0.0392156862745098,0.058823529411764705
48,taxa724,17,14,0.3333333333333333,0.27450980392156865
49,taxa816,49,51,0.9607843137254902,1.0
50,taxa830,19,14,0.37254901960784315,0.27450980392156865
51,taxa836,0,4,0.0,0.0784313725490196
52,taxa838,27,24,0.5294117647058824,0.47058823529411764
53,taxa841,49,51,0.9607843137254902,1.0
54,taxa84108,2,2,0.0392156862745098,0.0392156862745098
55,taxa84111,2,6,0.0392156862745098,0.11764705882352941
56,taxa846,7,7,0.13725490196078433,0.13725490196078433
57,taxa872,10,10,0.19607843137254902,0.19607843137254902
58,taxa904,8,8,0.1568627450980392,0.1568627450980392
59,taxa906,8,9,0.1568627450980392,0.17647058823529413
60,taxa946234,8,7,0.1568627450980392,0.13725490196078433
