,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.0005516985509480964,0.009309611901751886,,0.0003856670001351139,,,0.0037668282613404873,,0.0003175077359259149,0.00024463052559325167,0.09339264695047018,0.0017366057007645686,,,0.014519027476715934,0.0005952642662158318,0.0009275281315066249,0.00048203355925268543,,0.0007468408331611785,0.04504152896788805,,0.0025104492468451495,0.00041798995017246606,0.00047821904962094813,0.004832782939746207,0.0006555937474967282,,,,,0.008880881095511104,,0.0007596897077101881,0.006715143061176102,,,,0.043639395532727394,0.1917553991874291,0.5510661454038873,0.006481253391651163,,,,,0.009789637824356287,,Control
1,,,,,,,,,,,,0.1812564372928082,0.005708170217890614,,,,,,,,0.003449049142633343,0.0018037919774660492,0.001088653257976996,,0.00243721802377798,,0.09849647662492833,0.003682062713152144,0.047313471719824564,,,,,,0.02641010653315237,,,,,0.6203357168234066,,,0.008018845672982826,,,,,,,Control
2,,,0.3650640705381169,,0.013250216899162906,,,,,,,0.10162710687109255,0.04333570444138177,,0.001338370177212449,0.01883864418985356,,,,,,0.017495652112670478,,,0.026330303861311306,,0.03144575672167315,0.06810259561500541,0.05121934524844472,0.0005829096224876122,,,,,0.03890297223382589,,,,,0.19370602867426742,,,0.028760322793493946,,,,,,,Control
3,,0.002093079970236901,0.025555951138585,0.0023853765986269924,,,0.000267045872534403,,0.0003289156899124105,,0.012154467727730392,0.18771368178866296,0.0009547190547341287,6.405603000620557e-05,0.0002919686964958619,0.1281492256270905,,0.030942123190676768,0.00019315188570130583,,0.0004331980322774619,0.06632553733553806,0.006629580484379456,0.02369133038799481,0.02715899154821129,,,,,0.012398339746405891,,0.0021429256181598193,,,0.007437823293024309,,,5.203186055111579e-05,0.020305542890704343,0.35113526195910233,,,0.06785938411548187,,,,0.004634333529254422,0.01870195592792101,,Control
4,,,,,0.001324571383184251,,,,,,,0.08721593093418085,0.010615259903331987,,,0.0010187448028017817,,0.0007861500272867189,,,,0.038286623596343855,,,,,0.050486879775620185,,0.04963755335079182,,,,,,0.007720521430764611,0.007679791952606731,,,,0.6374224273570459,,0.06535252988461979,0.042453015601421534,,,,,,,Control
5,3.641469504789811e-05,0.011925096608901979,0.06915477912697407,2.95613676091083e-05,4.183598391738856e-05,,,0.011557471850468988,0.0,0.0021824267796122306,0.029801131780996703,0.0573361648145464,0.01818402575296332,,,0.05727264367515105,0.0022022707426439503,0.001833418522580129,0.054906302227853095,0.0001166088549286625,0.005831158765717775,0.29192924542921417,,,0.014509926226487333,0.0003312100633850957,0.0167392011250095,0.0010554124255736314,0.057752478884335594,0.0003112638118841405,,0.004994950529716181,0.00517896748587115,0.00137639364203516,0.00544634954445319,0.0011557574138938223,0.0,,,0.02889761773223804,0.15225024914913893,0.00704092449136803,0.017347715228492492,,0.0003617943156865607,0.0024931791491501925,0.03501109267304627,0.033404959129107785,,Control
6,,,0.0463728469742181,0.006668294620826394,0.0004252813297435034,,,,,,0.00010600793185085373,0.11043777214646797,0.004970813975344305,0.0012714703810402,6.747852636478704e-05,0.01867530697262486,,0.00011787915408169588,,,0.01283841444207078,0.021227932152840943,0.014760198707598782,,0.07982699255601472,,0.028053364267933485,0.019606885517160944,0.037705605143363234,0.0019203263961312309,,,,0.0006334442528966043,0.017305846941416042,,1.3016691042590093e-05,,0.020275839303221733,0.4796546515666109,,,0.07706433004913542,,,,,,,Control
7,,,,,,,,,,,,,,,,,,,,,,0.08146718370656325,,,,,,,,,,,,,,,,,,,0.9185328162934367,,,,,,,,,Control
8,,,0.3912093818557924,,,,,,0.04179264282800466,,,0.20464617285510395,0.01367684076520413,,0.001674138331622006,,,0.0019565876101343403,,,,0.0601907121512078,,,0.0014152443378984186,,0.04439218264339548,,,,,,,0.0025685967367365006,0.08576811106959197,,,,,0.14185634916641057,,,0.008853039648897772,,,,,,,Control
9,,,0.08625596677538137,,,,,,,,,0.05932427262704264,0.1310736649006172,,,0.034563528066983,,0.0154457675462601,,,,0.2600233348486571,,,0.02947356529257805,,0.02442554063296655,0.007682099458145511,0.19266751191699624,,,,0.01114550549324089,,0.017985832742972434,,,,,0.033924623964100974,,0.013126830591185952,0.08288195514287203,,,,,,,Control
