,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,,,0.12567600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693369,,,0.18095500000000003,,,,,,Control
1,,,0.00528082915682325,0.026085119147065808,0.0010848934445960288,0.00027916098733317163,,0.005317448748548278,0.008537639716168745,0.026542914763284766,0.07842323950298388,0.007013209731560133,0.00046915681919183105,0.12291097148327913,,0.041502981656424846,0.0006974967110838984,0.0009745274728596586,0.004054935068189028,0.09603188683917233,0.000609650266668736,,0.03628139305796009,,0.06620020813318091,0.017978596507992252,0.13701205028022104,0.00047990938629114647,0.0,0.0003789772705947418,,,0.007353031427623407,,,0.00023199170713334425,,0.00043842070757775,0.2770784382525212,9.454143902417005e-05,,0.027952718325042192,,,0.0027036619896042974,,,Control
2,,,4.799293543990325e-05,0.015072524181583329,0.0003862640210569795,0.0010917074325340627,0.00018944024626388185,0.02608062686579129,,,0.1916363186064286,0.010278504586542444,0.0011822083965064515,0.0094625192050851,,0.010032000212645623,,,0.005095583995969859,0.0665660959761668,,0.03034946662444695,0.04128816414048028,0.00012952818619824436,0.047701286062999226,0.0058013438443839105,,0.0026956207870377303,,,,0.0004531376937358777,0.00940366193480935,,,,,,0.15806552396366375,,0.3533398125554161,0.013650667544814327,,,,,,Control
3,,,,0.016259859550164932,,,,,,,0.014555314835751574,0.0072156821721016005,,0.00415770230057924,,0.008248569534171609,,,0.002531716345562748,0.07217205250089907,,,0.011445730677125406,,0.0224171027228927,0.008125621067615545,0.18951699489498325,0.00046884749390042326,,,,,0.015020354634681229,,,,,,0.3517989504990636,,0.19821056372823836,0.07785493704226874,,,,,,Control
4,,3.191068985316732e-05,0.01004357881287675,0.08338708765016932,0.0006686740010140969,8.733997255266248e-05,,0.0010307774459388363,,0.004249509269537373,0.10799178361899962,0.01662951005279976,0.00010039434567441275,0.029504022922650353,0.0036328455487385026,0.014499471505100838,0.0011496136838011184,0.0014958653899351613,0.0022625507954982726,0.5337176844691708,0.0,0.012975321640068553,0.07000376504697813,0.008297608210910598,0.014924774692916592,0.00013748534232192538,,0.000603091316997685,,0.00482068989668189,2.610874624350053e-05,,0.02743138217423277,0.0023135250143546298,,0.000657484538338311,,,0.035449875455064055,6.931250490834069e-05,0.0016042374080728658,0.008219592790587755,0.0001995454177181826,0.0014195076677865107,0.0003518464374719357,,1.2225524034655007e-05,Control
5,,,,0.025531438793691512,,,,,,,0.10679035628432372,0.012027939258116434,,0.00023781696833366864,,,,,,0.005262656031227373,,,,,,0.0038896814399352543,,,,,,0.22681354292219197,,0.11866570837379167,,,,,0.47587258010645567,,,0.024908279821932736,,,,,,Control
6,0.00011550565765135392,0.0003113894854825282,0.005943125459593065,0.037892132090690867,0.0033241536198926457,2.6826467377395958e-05,,0.002931373644706622,,0.051467134439272165,0.13040598872033096,0.03181872110840079,0.0003635239409518072,0.07122993987631886,,0.06957084940896736,0.0024923306672886354,7.693628379932425e-05,0.004948825223439165,0.07292729602166527,0.0007021448216212014,,0.019318194702248482,,,,0.027311165965331705,,0.00025510451996618044,0.002387859292445343,,4.1403868518320546e-05,0.06579378403418237,,,0.0016149533361192365,,0.0004916835926491025,0.3902724597258801,,2.7028931282131024e-05,0.005771132372520627,,,,,0.00016703272140642766,Control
7,,,0.00012025913270066474,0.005564692200666155,0.0019733342565647336,,,0.007543502171845795,0.006237049977975088,0.008740617784237535,0.00030611243944037074,0.0,,0.0038701417916351495,,0.007887872418570226,,0.0011479230362671647,0.0014923043899177926,,6.012934421180843e-05,,0.0,0.0011916510047030328,0.004088792740740687,0.0038646771839464405,0.011397261247341018,0.0003662420057907031,,0.000885540786647901,0.003410970355743044,,9.292720871616283e-05,0.00445503252514615,2.7331479707454027e-05,0.0,,0.0,0.038996640014656136,8.746082391926245e-05,0.8762920492040234,0.0003170460975882673,,0.0035312361525994267,0.00012025913270066474,0.005930943091997816,,Control
8,,0.00034426905825951057,0.0013508597581174538,0.026605454246154403,0.002675198198582685,0.00025037749691600767,,0.0003920277528822881,9.145281949042489e-05,0.004086213589076063,0.08681687284196751,0.007025608821742196,0.00023808217340673946,0.08300572901106987,,0.11415649000014223,0.02464114929774396,0.0002872634674438124,0.009543406556557471,0.20704207032925045,0.0013240335977335958,,0.029320383614093483,0.0016158697061519293,0.029450551460501524,0.011322773581109504,0.08112078478712832,,0.0001979445470748308,0.002358568214658058,7.194288466580091e-05,0.00035341434020855304,0.00836661199820346,,0.0014780807914530228,0.00041600871443755495,,5.700559081569819e-05,0.10762371026120958,,,0.1563518047705855,,,,,1.7985721166450228e-05,Control
9,,,,,,0.01572812784562233,,,,,0.1899790588380787,0.016186045818384117,0.0029359319683141313,,,0.008532058185694148,,,0.0022682398285713027,0.03570743039636745,,,,,0.027859278292271108,0.025203515182594165,,,,,,0.017994857058492856,0.005823524234203441,0.0035854967196476523,,,,,0.2273335638868585,0.4060273163630094,,0.014835555381890695,,,,,,Control
