taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0.0008448607299420088,,0.0009695978587361551,,0.015147482838860502,0.00012564029384575304,,,,,,0.10525987269788246,,,0.0,0.004990388316817454,0.00023090919819415156,,0.00010496784933119623,,,,0.03041588944296392,5.5695178182422485e-05,0.00013788319787864592,0.014127207385561964,0.061624858152911056,3.000515004782761e-05,,,,0.00431753035337035,0.0056058451236513235,0.0663770115994491,,0.05475919813394058,,,0.010274807033769139,2.5589676462194117e-05,0.015178290802287536,,0.06480329667286036,,0.00046533070492232984,,,,,0.5403004288227664,5.22832213207966e-05,,0.0,0.0031758293764668905,,0.00024074366208942617,,4.395403251153341e-05,,,0.00031460249297638647,Control
,,0.0025008443591238746,,0.0015675971054650631,0.00029160722131957057,,0.00038700444086554447,,,,,2.5203195556905744e-05,,0.0021593514738714203,0.1072687578167659,0.004686440482914056,,0.0009691774291428301,0.049680809859906694,0.003732364142018133,,0.04450426095430338,0.028906086540483367,0.000598003094577491,0.010548266358618354,0.040102970675665386,,,,0.10708129603163191,0.011708238226853131,0.0009438700881497388,0.08778741666933107,0.013234489594152528,,0.006213525013702936,,0.00045699017398224143,,,,0.012591391525706687,0.00724081559623731,,,,,,0.17861671323877,,,0.22084977052073865,0.05284006166659568,,,,0.0025066765035502664,,,,Control
0.00011538521825351679,0.0003110647952215756,0.005936928477850539,7.988985312907824e-05,0.037852621423728194,0.003320687477467775,,2.6798495036969286e-05,,,,0.0029283170595679983,,,0.051413468923605585,0.1302700125346168,0.03178554327375472,,0.0003631448893500253,0.07115566740134995,,,0.06949830689130886,0.0024897318785289954,7.685606123810059e-05,0.004943665012744454,0.07285125368921735,0.0007014126851940339,,,,0.019298051344905226,,,,0.027282688222769316,,0.000254838518842123,0.002385369437479364,,4.1360696113662024e-05,,0.06572517991649993,,,0.001613269401225551,0.00026414214730778775,,0.0004911709071492823,0.3898655170617928,,,2.7000747829701128e-05,0.005765114730424837,,0.0006986822724921539,,,,,0.000166858554003771,Control
,,0.005270251883599504,,0.026032871777552632,0.0010827204497799938,,0.0002786018399059881,,,,0.005306798127860428,0.008520539191746907,,0.02648975044888102,0.0782661611339095,0.006999162574702142,0.001685885334285763,0.00046821711830130635,0.12266478610424732,,,0.04141985297273833,0.0006960996552302233,0.0009725755363287893,0.0040468132079949015,0.09583953910832833,0.0006084291634574813,0.0003170715707069603,,,0.036208722991211896,,0.06606761196918859,0.017942586153974493,0.13673762104804507,0.0004789481484721039,0.0,0.0003782181954537688,,,,0.00733830362255282,,,0.00023152703774164052,,,0.00043754256979421536,0.2765234620813987,9.435207659606865e-05,,,0.027896730234859734,,,,,0.0026982466711534528,,,Control
,,,,0.029765948770112426,,,0.0003484474111148082,,,,,,,,0.0489704090656633,0.005159657444038608,,,0.0013087073265259045,,,0.009377399859060666,0.0011885166915271506,,0.0030732956229944505,0.03791666613951476,,,,0.021374533839567854,0.0013448699474071083,,0.09923476520443163,,,,,,,0.0017004866244692111,,0.005855708823215603,,0.0022221561525164334,,,,,0.32074030683614807,,,0.25615787229681775,0.14514495201441613,,,,,0.00911529993045812,,,Control
,,0.0018922224945995259,,0.03799468014221386,,,,,,,,,,0.0012946947847789713,0.13007615779091405,0.004428758985023453,,7.855982968557973e-05,0.03629361304471576,0.004640479782566134,,0.049200355534642824,0.00935838829779358,,,0.10559921818573682,,0.00037048568894914094,,,0.054809774158998514,,0.03461835552477143,,,0.013678253487480608,,0.0019302684854158407,,,,0.01587710610265919,,,,,,,0.21515110633628215,0.241988953912115,,,0.04071856743065758,,,,,,,,Control
1.3498802260409962e-05,0.00037350069412262144,0.00020664331881349384,,0.006706976323100835,0.0006708803228669914,,,,,,0.001036971899959463,4.212032284263258e-05,,0.005698422954215919,0.032505217337821024,0.005776979893686275,,0.0005905979725813953,0.021931696872520355,0.004236188035676624,,0.1441052963413374,0.0007520761259371264,0.0006059236804108832,0.01688233286909633,0.30477555145652074,0.0004911331138204797,,,,0.0058663967718172606,0.004453589798396911,0.03384190324586313,0.1308957541293648,0.11679711787377421,0.0003496494269707693,0.00017720984020056987,0.0013583042906095228,,,,0.006388790269819743,,,0.0002683521291467965,0.0002003506440755584,,,0.1430121978425057,,,,0.008762143593559792,,2.5069204197904215e-05,0.0001807621565848883,,,,2.0400445521371447e-05,Control
,,0.0008603996288794851,,7.170000594081874e-05,0.0007886992911309116,0.0003943501985783805,,3.5849947669116894e-05,5.377497680496782e-05,,0.02186845369982526,7.170000594081874e-05,,0.00136230309914535,0.0007528496752695494,,,,0.0013981493969291632,,,0.0004839747912447104,,,0.00032264986082980695,,0.00014339956947129767,,,,,0.00010754995360993564,0.0004839747912447104,0.0004481251753833483,0.027550661501872197,,,1.7925029135850923e-05,1.7925029135850923e-05,,,3.5849947669116894e-05,0.0011113458338831697,,,1.7925029135850923e-05,,0.00017925029135850925,0.0046784229820322,,7.170000594081874e-05,0.9363305155025755,5.377497680496782e-05,0.00010754995360993564,,,8.962492447408472e-05,5.377497680496782e-05,3.5849947669116894e-05,,Control
,,0.00012796989264281702,,0.00025593978528563405,0.0017915761977191631,4.265670752361486e-05,,0.0001706272899505145,4.265670752361486e-05,,,4.265670752361486e-05,,0.0013650137210435651,0.0019195541378429438,,,,0.0031565899187627282,,,0.01510040824408773,0.0004692233229037084,8.531341504722971e-05,0.012711685966067685,,4.265670752361486e-05,,,,,0.0008531341504722971,0.044234933504587966,0.035490310761527186,,0.0011090739357579311,,0.003881759924792897,,,,8.531341504722971e-05,0.05570960668253862,0.0011090739357579311,,,,0.00012796989264281702,0.37426994537421193,0.0005545369678789656,,0.4297228374140122,0.00042656707523614857,,,,,0.01510040824408773,,,Control
,,,,0.0602399778429892,0.00031072627504606973,,,,,,,,,,0.04421948341429216,0.04734065476869589,,0.008402409373350874,0.0066735094310413435,0.00706093460174426,,0.028626829737320895,,,0.006359658759457347,0.1413507229853589,0.027271446361771253,,,,0.006710296680600804,,0.037581148641048764,0.013119240275769316,0.03668565627848492,0.0018674820468143453,,,,,,0.007271881761546863,,,,,,0.0011690282401100756,0.44972160618977225,,,,0.06801730633478453,,,,,,,,Control
,,,,0.07121840720905093,,,0.0008053939361670225,,,,,0.0007484777993406296,,,0.026884000629137508,0.002265119445347146,,,0.0030201252603811258,,,0.003658238794406061,,,0.0036785368432025707,0.0662603792899518,,,,0.029373826614679178,0.04289008310775979,,0.030766843963492888,,,,,,,,,0.004177318042272574,,,,,,,0.4322637791621251,,,0.23393042236873535,0.048059047533950267,,,,,,,,Control
,,,,0.16734696653060668,,,,,,,,,,,,,,,,,,,,,,0.25354194929161017,,,,,,,,,,,,,,0.11180197763960446,,,,,,,,,0.4236939152612169,,,,0.043615191276961736,,,,,,,,Control
,,,,0.019101548452416895,,,,,,,,,,,0.04116544741853257,0.015309341235917118,,,,0.012278768001368116,,0.026454147977013318,,,,0.22608053961630364,,,,,0.011550482830801656,,0.05487485909364642,0.0029832951940194194,0.08174342705603302,,,,,0.07718175702076362,,,,,,,,,0.34276681057153263,,,,0.047363954388179974,,,,,,0.04114562114347178,,Control
,,,,0.07238809754672659,0.00010751074093157042,,,,,,,,,,0.16367090353649483,0.000999647040209017,,0.0034147845525321825,0.01455736002304381,,,0.01007659633165238,0.0003813588546251932,,0.0021708041397720773,0.20646017842725983,0.00035458259461959454,,,,0.0698314718423284,,0.0819679131150933,0.0649103198140267,,,,,,,,0.02213575158121929,0.019536932982266816,,,,,0.0010345373183981304,0.24941071942942222,,,,0.016590530129378018,,,,,,,,Control
,1.8408820856034584e-05,0.0016221120653751137,,0.009820241424057564,0.00038180504692571167,,9.214581047274768e-05,,,,0.0050752407156739315,,,0.009743249836278457,0.005348932079892655,0.001811794114527072,,0.004456561946241565,0.05342951755769258,,,0.007041424830529514,0.00015510194367653445,,0.0076059959055121,0.07947942295567759,0.00013404876181355568,,,0.04038742736525125,0.0012029808457744587,0.004952277928851026,0.06820051131771256,0.011175374733923887,,0.020832377718898936,,0.0065399115949432915,,0.0005143282158506457,,0.002811972812307426,,8.960315565837828e-05,0.00034803859099088584,,,,0.5861999138955374,,,,0.07031315234987583,,3.9156884141289027e-05,,,,,0.00017696877508011142,Control
,,0.0018406696537447654,,0.0013436441076513427,6.045045892406923e-05,,0.00012662342256556327,,,,,,,0.0009073811571029392,0.11550927794892113,0.004279184982149947,,0.0004641471553533096,0.038724085377273294,0.003990874789932054,,0.04207372750223281,0.021990128991499058,,0.005311420787633064,0.04741292844913047,,,,0.09374846532828032,0.01203276269209928,,0.09352809687388933,0.013817976072855185,,0.005004798580319412,,,,,,0.014729310960490164,0.005788261498905025,,,,,,0.20434960300383637,,,0.2172866254868291,0.0551986562310377,,,,0.0004808984873443166,,,,Control
,1.9575176295147647e-05,0.002872707572798214,,0.05589479694841165,0.00730941118979637,,0.00037313918525492786,,,0.0057255372603895,0.00040270375563883647,3.945306150207594e-05,,0.012510353906070032,0.17939640044796884,0.011442598671249143,,0.0003218804761934072,0.04967473422914318,0.0014932630618138666,,0.02468187563688694,0.02529698014562519,0.0010311274564954323,0.007339480275033247,0.10971785410459664,0.00020220955306946337,,,0.026930901948446457,0.15245026215096275,0.0047824980972222325,0.031443181890419176,0.007754191484172715,,0.0,5.418489520873345e-05,0.0025949216947541856,5.216683579686255e-05,0.0016748884088822464,,0.009291650047106553,0.04195222627773685,0.0007434530873332365,0.00025699986610175807,,,0.0005433624966462376,0.1811904552651221,,,,0.04240548242164305,,,8.627203985748063e-05,,,,4.681897835540469e-05,Control
3.615922015672497e-05,,,0.0,0.001967243382660705,5.726893248285771e-05,,,,,,0.0006353114379491621,,,0.004547274443228813,0.16578699431633623,0.006856818376479296,,0.00043047652599989333,0.06834234014392582,,,0.07145263909785371,0.00017584693377893342,0.004104172491196543,0.008397827376286984,0.022821013072265108,0.000644098734467696,,,2.7573930454709264e-05,0.003852067984182058,,0.048553853401229176,0.0546255722853112,0.04021582004263152,,0.001034274900572245,0.001411522630419641,3.070503611073852e-05,0.00033179619613084223,,0.050811279575818005,0.00012312315466773112,0.0005523876397685163,0.001620296675291011,,,0.00039542834333401744,0.3978776759842984,0.000767524899360204,,,0.04106030953908509,,0.0004533032962664293,,,,,0.0,Control
,,0.002586140893636449,,0.05333318074669958,0.0007799134955315748,,,,,,,,,0.008108831808884838,0.019242727390205477,0.01006950253651648,,0.002589685494641981,0.05259408079988885,0.0019367699894229109,,0.11216231598963439,0.0013435050554112286,,0.01058964741549975,0.17784782359472776,0.019006353140293693,,,,0.004675430000611698,0.000941952398641628,0.030089409015763548,0.015752814514472708,0.054968963473595575,0.023077175483676,,0.000577466140958452,,0.0011513876809113718,,0.009850446194374578,,,,,,0.0010417075983687545,0.33651631752009187,,,,0.049166451627539,,,,,,,,Control
0.0003898434726761893,4.784350470701022e-05,,5.22021290765048e-05,0.011446558501152197,0.007268462271240641,,,,5.4938939727117677e-05,,0.0005109726848051664,,,0.005880088364520472,0.06634596651887213,0.003336273546454522,,4.8755774923881184e-05,0.07654119437254966,,,0.0017162843680065616,,,0.009730071406430776,0.013749533981964214,0.03316710418470512,,,,0.0019354319467704518,0.0007420811397458089,1.6522227261107345e-05,0.023922968713794276,0.05976069327671041,0.018760634283236384,0.00020789624608914825,4.4498513911816714e-05,,0.000335309986378792,,0.006983428510147181,,0.0003083473333023837,0.000912472943585818,5.980438088376278e-05,,0.007184330684573651,0.5788689025125745,0.0,,0.00017728451214525613,0.06909007533121998,,0.0003350058963065017,,,,6.821753955046162e-05,,Control
,3.137382889415373e-05,0.0016309379231206878,,0.005201339792800419,,,0.0006435143178928655,,,0.010454401297132414,0.00025770643478232984,,,0.0029363097240426178,0.03490183098868257,0.00232457017854415,,3.1273593019092535e-05,0.029937248332776695,,,0.02503621522165961,0.012414112890453818,0.00014363800896269105,0.009644595662513028,0.011569926350688445,6.856133854185672e-05,,,,0.020894869807631326,0.00047992936979299693,0.03176675352439361,0.01587886614781905,,0.02403997085942641,,0.0020380960476192576,,,,0.0031005963232679143,0.005552466063139781,3.4681612771173133e-05,0.00039472887599098207,,,,0.24496344798580025,,,0.49143745060877264,0.011171689219070318,,0.0,1.7340806385586567e-05,0.000829151158506197,,,0.0001724057051052537,Control
