,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.0022129000743249245,0.03587412943015333,,,,,,,0.0016360729113643168,0.1278142154251699,0.00399546551184807,,0.03926102430738366,0.005331054104127831,0.052754978922437544,0.010961667960204577,0.000598811314852606,0.0008251248037221018,0.10830790345669968,,,0.054644794147695484,,0.03421031950471966,,,0.014350514701387934,,0.0018369094391627121,,,0.009993543439502747,,,,,0.21745510841320134,0.23909511587137627,,0.03884034626066526,,,,,,Control
1,,,0.02273337601103958,0.003695134374480619,,7.717639262231435e-05,0.04020177012864655,0.0033449045492652254,,,0.4261479070884314,0.010001473272168946,9.290527698827515e-05,0.007464718801626788,,0.017772695600473752,,0.00034163136842866866,0.027322645032110515,0.045492861970126655,0.0013307684765893905,,0.006293546071737345,,0.02841213242252607,0.031382479805423205,0.016568701931874007,0.0005269176262596871,,7.182857193788768e-05,,0.011556221062129618,0.01285720951765279,0.012120573433180288,0.0002605751843294174,0.00011964438041040853,0.005241598285341885,0.06798254513272294,,0.17239905857384108,0.02459441760922006,,,0.0035925820484145545,,,Control
2,,,0.0464318837391283,0.006676783953864336,0.000425822750758666,,,,,0.00010614288939087224,0.11057836926777566,0.004977142264315605,6.756443253957289e-05,0.018699082301924387,,0.00011802922474505635,,,0.012854758887251332,0.021254957201372764,0.014778989755334378,,0.07992861942821512,,0.02808907869953064,0.019631846828929045,0.03775360773737872,0.0019227711426886781,,,,0.0006342506838552805,0.017327878826109692,,1.303326244976329e-05,,0.020301652252747278,0.48026529466381745,,,0.07716243980587738,,,,,,Control
3,,,0.4102091399234388,,,,,0.06068152778899155,,,0.2168411101328436,0.03871055798413669,0.008394410974025502,,,,,,,0.027836409749695947,,,,,0.0461080118400272,,,,,,,,0.03970890347319141,,,,,0.13853699025961685,,,0.012972937874032468,,,,,,Control
4,7.022209145991728e-05,0.002358949703042564,0.02584726541336465,0.001345906333981393,0.0006704415739384805,,0.021168628870095796,0.0006586524636933846,0.00013306317476638344,0.0016416592301300955,0.039269833768419846,0.008249711807511507,0.00018678051188316682,0.10426391614764681,0.000543631753302104,0.06590953241825918,0.0038954295669859805,0.00027627523574376216,0.010425366474743371,0.2993603638837019,0.00016627771145691359,0.07659169646834137,0.006257454690092484,0.0009339025594158342,0.0441032664549069,0.014682567955250586,0.0021907242255451566,0.02181395451351211,0.00011912127047653121,0.002342444948699431,0.010380977911820528,0.0030611706176417366,0.00855499850585842,0.0525342230181865,,0.00021876488054812184,,0.1226251990693779,,0.00028796183198672646,0.04685966294421239,,,,,0.0,Control
5,,0.0011204177498366206,0.014275439081469854,0.0008702784435852923,0.0010758114279373744,,0.017187999260809526,,,0.00017104147467488713,0.015974727534774472,0.00808881533397441,,0.015650952395546605,0.002951198762027902,0.02692026928462283,0.0003297428784388717,0.001639813357438954,0.00396035357742196,0.17799136215265865,,,0.002516160688357477,,0.01988339442174175,0.04727046229041224,,0.00641805065113598,,0.000773580838742482,0.004569467569433888,0.0005043245373914769,0.0004227991508817436,0.019400715582505463,,3.884087893267693e-05,,0.17483756370182305,,0.41481856403854517,0.0074843541555846245,,,,0.01285349877929389,,Control
6,0.0001193257216622134,0.0028438614745036448,0.031853520410685156,0.0007935262828205857,,0.0014724343767375013,,0.02781108016078884,,0.0063931364991081764,0.24642398925945694,0.010672488451961623,0.0014976094432288434,0.03428342601544295,,0.026884924259379727,0.005616291256279822,0.0006534260144195823,0.007761698142151729,0.13062380028271808,0.0008563616113802761,,0.0745614856482165,0.0015755907467508037,0.007208870056028849,0.017682004729433015,,,0.0,0.0012771741049266065,,0.0033663976107019817,0.014661303763477993,,0.0009485678508465316,9.271792780957575e-05,0.0002416192357156826,0.2039067814363153,0.12999442362043445,,0.007885424383566493,,2.5277404160005758e-05,,,1.146181889036698e-05,Control
7,,,0.01793255433383889,,0.040909815620240174,,,0.0033794255755494086,,,0.010175303212523128,0.0018728724945411225,0.00017096929270104773,0.00719750372692825,,0.01095609670427856,,,0.006175532250676187,0.06931611068936437,,,0.008024529743396338,,0.13298578344806825,,0.04484180585657841,,,,,,0.010456846136539112,0.021353053005741328,,,,0.6091807879883653,,,0.005071009920670249,,,,,,Control
8,,,0.07987366613933188,0.013360611849724105,,,0.008682029894703595,,0.0018317565621986513,,0.08178798712365629,0.008246559189476803,,0.0004128221106287074,0.0005149466826346122,,,,0.00543030939936236,0.011442996524367262,0.005007089524849986,0.02232821993267808,0.05352552656180847,,0.007880784386717752,0.007981570632679224,,,,,,0.00020002826956398476,0.008262722050167256,0.0026046913269368896,,,0.017029169433827342,0.029934338635815436,0.1900670058671184,0.4051905637307259,0.03840460417102695,,,,,,Control
9,,,0.06555773786846786,,0.007843924074447665,,,,,,0.0600862747631865,0.00521171263576513,,,,0.003169615856360891,,,0.003052593118842992,,,,0.00629572325902923,,0.028962727457945082,,0.08341490751653048,,,,,,0.0018370569401634734,,,,,0.7275623653675909,,,0.007005361141669828,,,,,,Control
